Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1360,The fourth state of matter is:,Plasma,Water,Salt,Vapor,A
1361,Cataract is a disease of?,Eye,Brain,Chest,None of these,A
1362,"In medical imaging, what do the letters CT stand for?",Computer tomes,Computerized tomography,Cranial test,Cruciform time,B
1363,The unit used to measure the quantity of ozone in the atmosphere is the:,Dobson Unit,Dalton,Coulomb,None of the above,A
1364,Which one of the following is produced by hybridization and selective breeding?,Neeli-Ravi Buffalo,Rahu-Thaila hybrid,Sahiwal Ox,All of these,A
1365,One meter is equal to ______ feet.,3.381 ft,3.181 ft,3.281 ft,3.081 ft,C
1366,Pasteurized milk is milk that has been:,Specially treated in order to kill bacteria,Mixed with a protein-rich powder,Enriched with fats,Medicated for children,A
1367,"By mixing all the colours of the visible spectrum of sunlight, we produce:",Purple light,Green light,White light,Infrared light,C
1368,Typhoid and cholera are typical examples of:,Infectious diseases,Air-borne diseases,Water-borne diseases,None of these,C
1370,Robert Bunsen invented:,Bunsen Burner,Bunsen Micrometer,Bunsen Compass,None of these,A
1371,What is not typically considered a separate component from the Earth's environment?,Lithosphere,Stratosphere,Biosphere,None of these,B
1373,The study of fruit and its cultivation is called ______.,apiculture,pomology,sericulture,floriculture,B
1374,How many pairs of ribs are attached to the upper part of the vertebral column?,10,12,13,33,B
1376,Consider the following diseases: (1) Pellagra (2) Albinism (3) Cirrhosis (4) Beriberi. Which of these are nutritional deficiency diseases?,"1, 2, 3, and 4",2 and 3,1 and 4,1 and 3,C
1377,Bamboo is a:,Herb,Shrub,Grass,Tree,C
1379,The Montreal Protocol (1987) was a:,Treaty to protect the ozone layer,Trade policy about tariffs,Climate control treaty,Treaty among nations to reduce nuclear arsenals,A
1380,Radioactivity can be detected by use of a:,Polarimeter,Geiger counter,Calorimeter,None of these,B
1381,Electricity and magnetism are:,Two aspects of the same force,Completely opposite in direction,Both A and B,None of these,A
1382,Excessive vomiting and diarrhoea may result in the decrease of which of the following in the bloodstream?,Calcium,Sodium,Iron,Phosphorus,B
1383,"During cardiac failure, which of the following is advised as a first aid?",Mouth-to-mouth resuscitation,Giving external cardiac massage,Giving cool water to drink,Giving a complete body massage,B
1384,Vitamin B2 is also called:,Niacin,Retinol,Riboflavin,Ascorbic Acid,C
1385,746 watts are equivalent to:,1 HP (horsepower),1 poise,1 erg,1 Joule,A
1386,"Which law states that ""equal volumes of all gases, at the same temperature and pressure, have the same number of molecules""?",Avogadro’s Law,Charles's Law,Boyle’s Law,Graham’s Law,A
1387,Warm-blooded animals maintain a high body temperature for faster:,Digestion,Breathing,Breeding,Movement,D
1388,Plants receive their nutrients mainly from the:,Chlorophyll,Atmosphere,Light,Soil,D
1389,The lens used to correct short-sightedness is a:,Concave polygon,Concave lens,Concave mirror,None of these,B
1390,What do you understand by the disease insomnia?,Inability to sleep,Color blindness,Depression,None of these,A
1391,A deficiency of the following vitamin decreases hemoglobin production:,Biotin,Thiamine,Niacin,Pyridoxine,D
1392,Vaccination was discovered by:,Galileo,Edward Jenner,Baird,Roentgen,B
1393,The Earth takes approximately ____ to rotate once on its axis:,6 hours,8 hours,16 hours,24 hours,D
1395,Abdus Salam won the Nobel Prize in:,Physics,Chemistry,Biology,Peace,A
1396,Amnesia is related to:,Sleeping sickness,Loss of sight,Loss of hearing,Loss of memory,D
1397,Which of the following is an infectious disease?,Hepatitis,Deafness,Blindness,None of these,A
1398,"The composition of the Sun, by number of atoms, is approximately:",90 percent H and 10 percent He,50 percent H and 50 percent He,10 percent H and 90 percent He,None of these,A
1399,Trachoma is a disease of the:,Liver,Eyes,Lungs,Kidneys,B
1401,The role of biotechnology in the production of food is often based on ____.,Fermentation,Digestion,Respiration,None of these,A
1402,The cell theory was given by:,Hooke,Haeckel,Matthias Schleiden and Schwann,Albrecht Von Roelliker,C
1404,'Which of the following is the name of the smallest part of matter discovered by scientists?,Proton,Neutron,Positron,Quark,D
1405,The most abundant element present in the human body by mass is:,Nitrogen,Oxygen,Carbon,Hydrogen,B
1407,Which one is the most common ailment?,Headache,Dental pain,Migraine,Leprosy,A
1408,The process of converting wet waste to manure is:,Conservation,Incineration,Composting,Metabolism,C
1410,Wisdom teeth normally grow between the ages of:,17-30,30-45,45-55,34-40,A
1411,The element present in the largest amount in the human body is?,Hydrogen,Nitrogen,Oxygen,Carbon,C
1412,Which of the following is responsible for the largest amount of oxygen production on Earth?,Algae,Trees,Peat bogs,None of the above,A
1413,Which material is used in a normal pencil?,Carbon,Graphite,Silicon,None of these,B
1414,Which of the following is a famous email program?,Opera,Windows,Linux,Gmail,D
1415,Niagara Falls was discovered by,John Davis,Louis Hennepin,Anson George,William Howard,B
1416,Which is the largest internal organ in the human body?,Heart,Skin,Kidney,Liver,D
1417,What happens when a person receives the wrong type of blood?,The spleen and lymph nodes deteriorate.,The red blood cells agglutinate.,All the arteries dilate.,All the arteries constrict.,B
1418,A rood is the area of a rectangle with sides of:,There is no such unit,1 chain by 1 rod,1 furlong by 1 rod,1 furlong by 1 chain,C
1420,Cotton is best grown on:,Black soil,Alluvial soil,Regur soil,None of the above,A
1421,Which of the following is used in fire extinguishers?,Carbon sulphite,Carbon monoxide,Carbon dioxide,A mixture of the gases,C
1423,Which part of the eye is the only part of the body without a blood supply?,Cornea,Iris,Retina,Choroid,A
1424,"The composition of the Sun, by number of atoms, is approximately:",90 percent H and 10 percent He,50 percent H and 50 percent He,10 percent H and 90 percent He,None of these,A
1426,The innermost part of the Earth is the:,Mantle,Core,Crust,None of these,B
1427,Submarines operate based on?,Newton's law,Pascal's law,Bernoulli's theorem,None of these,D
1429,A Geiger-Muller counter is primarily used to detect:,Protons,Neutrons,Ionizing radiation,None of these,C
1430,Only male frogs produce a croaking sound because:,Female frogs have a larynx but no vocal cords,Female frogs have no larynx,Male frogs have three pairs of vocal cords,Male frogs magnify their voice with a sound box,D
1431,Hemoglobin is a blood protein complex rich in:,Copper,Gold,Iron,Silver,C
1432,The fourth state of matter is:,Plasma,Water,Salt,Vapor,A
1433,What is the size of a MAC Address?,48-bits,64-bits,16-bits,32-bits,A
1434,"Normal blood pressure, measured in millimeters of mercury, is:",120/100 mmHg,120/80 mmHg,100/100 mmHg,120/50 mmHg,B
1435,Organisms living together in the same environment make up a:,Community,Ecosystem,Habitat,None of these,A
1436,The most readily available source of energy for athletes is:,Carbohydrates,Fats,Glycerine,Chromosomes,A
1437,The theory of inheritance of acquired characters was propounded by,Charles Darwin,Gregor Mendel,J. B. Lamarck,Weismann,C
1439,Which of these galaxies is closest to the Milky Way?,Messier 81,Triangulum Galaxy,Whirlpool Galaxy,None of these,B
1440,"The ""rising"" of the ""evening star"" (Venus) indicates which direction?",West,North,South,East,A
1442,____ is used to record the intensity and source of earthquakes.,Barometer,Seismograph,Hydrometer,Pyrometer,B
1443,Which planet revolves clockwise and can be seen from Earth?,Venus,Mars,Uranus,Pluto,A
1445,"In the apothecaries' system, 1 dram is equal to:",2 scruples,2.5 scruples,1.5 scruples,3 scruples,D
1446,A tightrope walker carries a long pole. The purpose of this pole is to ______.,add extra weight to keep the rope tightly stretched,help keep the center of gravity vertically above the rope,spread out his weight and reduce the pressure on the rope,None of the above,B
1447,What is H5N1?,Fungi,Virus,Bacteria,Vaccine,B
1448,The blue color of the clear sky is due to:,Diffraction of light,Dispersion of light,Refraction of light,Scattering of light,D
1449,Radio waves are:,Sound waves,Electromagnetic waves,Water waves,Heat waves,B
1451,Which of the following statements is correct?,Calculations must be made before any experiment,Scientific work must be accurate; precision is not essential,Scientific work must be precise; accuracy is not essential,Precision and accuracy should go side-by-side in scientific work,D
1452,Gymnophobia is a fear of:,Closed spaces,Height,Nudity,Trees,C
1454,Which is the world's warmest sea?,Caspian Sea,Red Sea,Arabian Sea,Mediterranean Sea,B
1455,A woman's voice is typically higher pitched due to:,Pitch difference,Higher frequency,Lower frequency,None of these,B
1457,What is the weight of the average human brain?,1.5 kg,1.9 kg,2.3 kg,2.7 kg,A
1458,"Different types of electromagnetic radiation (X-rays, infrared, radio waves, etc.):",Travel at different speeds in a vacuum,Have the same wavelength,Do not always obey the inverse square law,Have different amounts of energy for each photon,D
1460,Which of the following is a hereditary condition?,Dermatosis,Baldness,Typhoid,Etitis (Otitis),B
1461,Who invented the first battery?,Rob Stothard,Alessandro Volta,Tim Berners-Lee,None of the above,B
1462,Weather describes the condition of the ____ at any one time.,Atmosphere,Land surface,Ionosphere,Earth,A
1463,How many moons does Uranus have?,27,45,12,55,A
1464,Dynamics is the study of:,Movements of Earth,Movement of bodies,Angles of bodies,Forces acting on bodies,D
1465,When is World Thalassemia Day observed:,on May 06,on May 07,on May 08,on May 09,C
1466,______ is an example of mechanical digestion.,Glycolysis,Hydrolysis,Mastication,Defecation,C
1467,How many millimeters constitute 1 centimeter?,11 millimeters,12 millimeters,10 millimeters,13 millimeters,C
1468,German silver is an alloy of:,"Copper, Nickel, and Zinc",Copper and Zinc,Copper and Nickel,Copper and Tin,A
1470,Who invented the safety pin?,Steward Hartshorn,A. Rose,Charles Goodyear,Walter Hunt,D
1471,Who invented the mobile phone?,Joseph Wilson,Edwin Land,Martin Cooper,None of these,C
1473,"In an atomic explosion, enormous energy is released, which is due to the:",Conversion of neutrons into protons,Conversion of chemical energy into nuclear energy,Conversion of mass into energy,None of these,C
1474,The duodenum is situated:,At the uppermost part of the small intestine,Near the lungs,In the brain,At the tail end of the intestine,A
1476,A British hundredweight is equal to how many pounds?,100 pounds,112 pounds,50 pounds,20 pounds,B
1477,The vitamin which is generally excreted by humans in urine is,Vitamin A,Vitamin D,Vitamin C,None,C
1479,Which of the following inventions is the oldest?,Barometer,Bicycle,Microscope,Mechanical clock,D
1480,"When the door of an operating refrigerator is left open, the average temperature of the room will:",Decrease,Remain unchanged,Fall down immediately,Increase,D
1481,One litre (l) is equivalent to how many cubic decimetres (dm'³)?,1 dm'³,10 dm'³,100 dm'³,1000 dm'³,A
1482,Remote sensing is used to gather information by:,Radar,Aircraft,Satellites,All of these,D
1483,Which of the following is a man-made substance?,Plastic,Rubber,Steel,Iron,A
1484,One kilometer is equal to how many miles?,0.62137 mi,0.61137 mi,0.60037 mi,0.62007 mi,A
1485,A common skin condition that causes skin redness and irritation is known as:,Diphtheria,Leukoderma,Hypermetropia,Psoriasis,D
1486,The Big Bang theory was proposed by?,Georges Lemaitre,Mayim Bialik,Edwin Hubble,None of these,A
1487,Volume is measured in:,Cubic meters (m³),Square meters (m²),Meters,Yards,A
1489,"Which blood type is known as the ""universal donor""?",Type A,Type B,Type AB,Type O,D
1490,Bar' is the unit of:,Atmospheric pressure,Heat,Temperature,Current,A
1492,"A famous book on physics, 'The First Three Minutes,' was written by:",Dr. Abdus Salam,Salimuzzaman Siddiqui,Raziuddin Siddiqui,Steven Weinberg,D
1493,What is the rarest blood type in humans?,AB-,AB+,O+,O-,A
1495,Which tube among the following joins the kidneys and bladder?,Urethra,Ureter,Inferior Vena Cava,Suprapubic Tube,B
1496,Pyorrhoea is a disease of the:,Nose,Gums,Heart,Lungs,B
1497,"Which of the following is a type of tissue, not a human organ system?",Epithelial,Integumentary,Muscular,None of the above,A
1498,"Though the temperature inside a lighted electric bulb is around 2700°C, the filament does not burn because:",The metal of which it is made is resistant to burning,The oxygen necessary for combustion (and burning) is not available as the bulb is evacuated and filled with pure nitrogen or inert gases,It does not burn in closed systems,It is made of a non-metallic substance,
1499,Carbonated drinks are examples of:,Gas in gas,Gas in water,Gas in solid,Solid in liquid,B
1500,"When a ray of sunlight enters a dark room, its straight path becomes visible. This is because light is:",Reflected,Scattered by dust particles,Invisible,Made of opaque particles,B
1501,What is the primary component of whitewash?,Limestone (Calcium Carbonate),Soda lime,Rock stone,None of these,A
1502,Which of the following is used as a lubricant?,Diamond,Iron oxide,Silica,Graphite,D
1503,"In the Binary system, the figure 361 is written as:",10101101,1001101,10110111,101101001,D
1504,Released absconders on parole who escape from supervision are to be punished with imprisonment for a term that may extend to:,Two years or with a fine or both,Three years or with a fine or both,Four years or with a fine or both,Seven years or with a fine or both,A
1505,What is the chemical formula for sodium carbonate?,Na3CO3,Na2CO3,CNa2O3,Na3CO2,B
1506,Excessive bleeding during an injury indicates a deficiency of:,Vitamin B,Vitamin K,Vitamin C,Vitamin A,B
1507,RAM is the abbreviation for:,Random Access Memory,Read and Memorize,Reading Access Memory,None of these,A
1508,Who was the first to invent the airplane?,Aero Brothers,Wright Brothers,William Brothers,None of these,B
1510,Choose the most appropriate one-word substitute for: Study of ancient things,Cosmology,Zoology,Archaeology,Geology,C
1511,The matter of our Sun is in which state?,Solid,Plasma,Gas,Liquid,B
1513,An iceberg is floating in the sea. How much of its mass will remain above the surface of the water?,One-tenth,One-fifth,One-fourth,One-third,A
1514,Penicillin is used to fight what type of infections?,Bacterial,Pneumonia,Sepsis,Viral,A
1516,It is impossible for a type O baby to have a type ____ mother.,AB,O-,O+,None of the above,A
1517,The duodenum and jejunum are parts of the:,Large Intestine,Small Intestine,Stomach,Kidney,B
1519,The proton number is denoted by which symbol?,Z,P,A,M,A
1520,"When ice cubes are pressed over each other, they unite to form one cube. Which of the following forces is responsible for holding them together?",Van der Waals forces,Covalent attraction,Hydrogen bond formation,Dipole attraction,C
1522,A biopsy is done on tissues taken from a ______.,animal body,living body,dead body,human body,B
1523,The minimum number of bits required to store the hexadecimal number AF is:,2,4,8,16,C
1524,"The word ""science"" is derived from the Latin word ""scientia,"" which means ______.",life,knowledge,logic,reasoning,B
1525,Who discovered the first vaccine:,Edward Jenner,Einstein,Albert Sabin,Jonas Salk,A
1526,"According to Boyle's Law, at a constant temperature, the product of pressure and volume of a given mass of gas is ______.",a whole number,a constant,a fraction,an integer,B
1527,One square mile is equal to how many hectares?,255 ha,257 ha,256 ha,259 ha,D
1528,Which of these is a micronutrient for plants?,Nitrogen,Boron,Carbon,Oxygen,B
1529,How many blood vessels can be found in the umbilical cord?,3,4,2,1,A
1530,Energy of a body due to its motion is called:,Heat energy,Kinetic energy,Potential energy,Light energy,B
1531,Who gave the Germ Theory?,Sigmund Freud,Louis Pasteur,Funk,Alexander Fleming,B
1532,The biggest species of the cat family is the:,Tiger,Lion,Leopard,None of the above,A
1533,"In the Gulf of Karabugaz, the salinity reaches up to:",15 percent,12 percent,18 percent,28 percent,D
1535,Satiety is the feeling of fullness and lack of desire to:,Drink,Eat,Sleep,Talk,B
1536,Which vitamin is most soluble in water:,Vitamin B,Vitamin C,Vitamin B & Vitamin C,Vitamin D,C
1538,Saliva contains:,Amylase,Bile,Vitamins,Trypsin,A
1539,"Jaundice is a symptom often caused by diseases affecting the liver, such as those caused by a:",Fungus,Virus,Bacterium,Protozoan,B
1541,RADAR uses waves called:,Electromagnetic waves,Mechanical waves,Radio waves,None of these,C
1542,Which breed of dog has a black tongue?,Husky,Chow Chow,Shih Tzu,None of the above,B
1544,In short-sightedness (myopia):,Vision is not blurred,The light rays converge in front of the retina,The light rays converge behind the retina,The cornea is defective,B
1545,Blood is cleaned by the ______.,heart,kidneys,liver,lungs,B
1546,Which acid is present in sour milk?,Citric acid,Tartaric acid,Lactic acid,Formic acid,C
1547,Motor neurons carry nerve impulses from the central nervous system to the effectors.,Right,Wrong,Ambiguous,No idea,A
1548,Glycogen is an example of a:,Carbohydrate,Peptide,Lipid,Steroid,A
1549,The theory of relativity was given by:,Isaac Newton,Albert Einstein,Michael Faraday,None of these,B
1551,Exobiology is the study or science of:,Problems concerning old age,The creation of the universe,Life or its possibility on other planets,The study of the behavior patterns of ex-servicemen,C
1552,"Japan is called the ""Land of the Rising Sun"" because ______.",the Sun rises there as soon as it sets,"Japan, being the easternmost country in the world, has the earliest sunrise",the Sun always remains in the eastern part of the sky throughout the day in Japan,the rays of the sun get reflected from the waters of the sea and make the sunrise,B
1554,The blind spot is located at the ____ of the eye.,Optic disc,Aqueous humor,Vitreous humor,Pupil,A
1555,Which gas is used in the preparation of soft drinks?,Halogen,Nitrogen,Carbon dioxide,Oxygen,C
1557,A parsec is a unit of ______.,energy,time,power,distance,D
1558,The BCG vaccination is injected to get immunity from:,Polio,Cholera,Smallpox,Tuberculosis,D
1560,Into how many main regions is the brain divided?,2 regions,3 regions,94 regions,5 regions,B
1561,A storage system developed by Charles Drew in 1940 enabled a particular type of banking. What was it?,Para banking,Blood banking,Eye banking,Data banking,B
1563,The least number of transfer RNA molecules for each of the twenty amino acids found in proteins is:,20,40,1,2,A
1564,An albatross is:,A sea bird,A beetle,A fruit,None of the above,A
1565,The operation of a solar cell is based on the:,Laser effect,Photovoltaic effect,Thermal emission,Tyndall effect,B
1566,Which of the following is not a kelp?,Smooth cordgrass,Sea palm,Attached gulfweed,Sugar wrack,A
1567,The process by which a small amount of impurities is added to a semiconductor is called:,Addition,Conduction,Doping,Insulating,C
1568,The systolic (blood) pressure of a normal human is about ______?,80 torr,100 torr,120 torr,140 torr,C
1569,"Virtual water trade is being looked at by experts as a solution to the world’s water crisis. What does ""virtual water"" imply?",The volume of heavy water required to replace ordinary water,The volume of water required to produce a commodity,The volume of water saved by using rainwater harvesting,The volume of water utilized by effective flood control,B
1570,Who received the first Nobel Prize in Physiology or Medicine in 1901?,Emil von Behring,Samuel B. Morse,Sir William Crookes,None of these,A
1571,The property by virtue of which metals can be beaten into thin sheets is known as:,Ductility,Malleability,Conductivity,Density,B
1572,Equinox means:,Equal nights,Equal days,Equal months,Equal times,A
1573,Who was the mathematician who popularized the use of the digit 'zero' and the decimal system?,Al-Zahrawi,Al-Khwarizmi,Al-Razi,Al-Ghazali,B
1574,Which is not a function of HCl in the stomach?,Softening fibrous food elements,Promoting the formation of Pepsin,Killing bacteria,Breaking down proteins into peptones,D
1575,Only male frogs produce a croaking sound because:,Female frogs have a larynx but no vocal cords,Female frogs have no larynx,Male frogs have three pairs of vocal cords,Male frogs magnify their voice with a sound box,D
1576,'Oncology' is the study of:,tumours,fossils,bones,animal behaviour,A
1577,"In which type of solar eclipse is the Sun’s center covered by the Moon, leaving its edges uncovered?",Annular solar eclipse,Total solar eclipse,Partial solar eclipse,None of these,A
1578,Which of the following is a skin disease?,Anaemia,Pellagra,Osteomalacia,Rickets,B
1579,Lines connecting places experiencing an equal impact of an earthquake are called:,Seismic plates,Seismic waves,Seismic belts,Isoseismal lines,D
1580,"In a simple cylindrical projection, the complete map is:",Rectangular in outline,Triangular in outline,Square in outline,None of these,A
1581,One of the following is not a characteristic of an insect:,"Their body is divided into a head, thorax, and abdomen",They possess a pair of legs in each segment,They possess two wings for flying,Two prominent antennae are present on the head,B
1582,Phosphorus is an essential component of which of the following biological molecules?,Amino acids,Nucleic acids,Carbohydrates,None of them,B
1583,The working of the receiver of a telephone depends upon the:,"Change in magnetization of an electromagnet, which causes a diaphragm to vibrate",Efficiency of the loudspeaker which enhances the loudness of sound,"Conversion of an electric signal, after its amplification, into a sound wave",Diaphragm which is made to vibrate by the incoming sound wave,D
1585,"____ are called the ""powerhouses"" of the cell.",Vesicles,Mitochondria,Liver,Lungs,B
1586,The strongest muscle in the human body by force is in the ______.,jaw,thigh,calf,upper arm,A
1588,An area of microbiology that is concerned with the occurrence of disease in a human population is:,Parasitology,Epidemiology,Immunology,None of these,B
1589,At what temperature in Fahrenheit ('°F) does water boil?,100°F,112°F,200°F,212°F,D
1591,The study of glands is called:,Entomology,Endocrinology,Craniology,Semiology,B
1592,Which of the following is a pure substance?,Graphite,Tap water,Brass,Sand,A
1594,"In a railway track, two rails are joined end-to-end with a gap in between them because:",Steel can be saved,Accidents due to contraction in winter can be avoided,Air gaps are necessary for bearing the weight of a running train,Accidents due to expansion in summer can be avoided,D
1595,The most abundant element in the universe is ______.,Carbon Dioxide,Silicon,Hydrogen,Oxygen,C
1596,The fuel used in a Fast Breeder Reactor is typically:,Uranium-plutonium carbide,Uranium-plutonium oxide,Uranium-thorium oxide,None of these,B
1597,The position of an element in the Periodic Table is determined by its ____ number.,Proton,Electron,Neutron,Positron,A
1598,Lipids are obtained from:,Animal sources,Plant sources,Both plant and animal sources,Synthetically,A
1599,The AIDS virus is called:,HPV,HIV,H5N1,HPS,B
1601,Which of the following pairs belong to the category of cold-blooded animals?,Birds and monkeys,Frogs and snakes,Bats and rats,Snakes and birds,B
1602,Match the following: Organelle Discoverer A. Nucleus 1. Robert Hooke B. Idiosome 2. Robert Brown C. Chromosome 3. Golgi D. Cell 4. Waldeyer,1 2 3 4,2 3 4 1,3 2 1 4,4 3 2 1,B
1604,Who built the first fully practical airplane?,Henry Ford,Wilbur and Orville Wright,Albert Einstein,Thomas Edison,B
1605,The ozone layer prevents which of the following radiations from entering the atmosphere?,Infrared,Ultraviolet,X-rays,Gamma rays,B
1607,What is the name of the biggest part of the human brain?,Cerebrum,Brainstem,Pituitary gland,None of the above,A
1608,Who discovered the neutron?,Bohr,Chadwick,Dirac,Fermi,B
1610,Treatment through vaccination was intended by:,Louis Pasteur,Edward Jenner,Jones Salk,none of these,B
1611,"All organisms, primarily animals, that obtain energy directly or indirectly from producers are ______.",producers,consumers,decomposers,autotrophs,B
1613,Severe deficiency of Vitamin D results in ____.,Rickets,Night blindness,Scurvy,None of these,A
1614,How many hearts does an octopus have?,3,4,2,1,A
1615,Which of the following is a nonrenewable source of energy?,Solar energy,Wind energy,Geothermal energy,Nuclear energy,D
1616,"A clouding that develops in the lens of the eye or in its envelope, obstructing the passage of light, is known as:",Diphtheria,Cataract,Hemophilia,Glaucoma,B
1617,"When sound waves travel from air to water, which of the following quantities remains unchanged?",Frequency,Wavelength,Intensity,Speed,A
1618,One fathom is equal to:,6 meters,6 feet,60 feet,100 centimeters,B
1619,Sericulture is the practice of ______.,honey production,silk production,forest timber production,milk production,B
1620,Gerontology is the study of:,The process of aging,The growth of cells,Birds,Vegetables,A
1621,A lake starts freezing because of the cold atmosphere. It will first freeze:,Uniformly throughout the water body,At the top surface,In the middle part,At the bottom,B
1622,Electronic banking is also known as:,Cyber-banking,Commercial banking,Circular banking,Credit banking,A
1623,The ozone layer protects the Earth from which type of rays sent by the Sun?,Ultraviolet rays,Infrared rays,Gamma rays,Radioactive rays,A
1624,In the treatment of what condition is dialysis used?,Brain tumor,Kidney failure,Heart failure,Ulcer,B
1626,The Greenhouse Effect is caused by an excess of:,Carbon dioxide,Carbon monoxide,Carbon tetrachloride,None of the above,A
1627,An iceberg is floating in the sea. How much of its mass will remain above the surface of the water?,One-fifth,One-tenth,One-third,One-fourth,B
1629,The main cause of floods in rivers is:,Construction of dams,Deforestation in the catchment area,Earthquakes,Heavy snowfall,B
1630,Darwin himself bred:,Pea plants,Pigeons,Wild mustard,Tomatoes,B
1632,Calcium sulfate hemihydrate is commonly known as ______.,potash alum,plaster of Paris,blue vitriol,Epsom salt,B
1633,The condition known as Kwashiorkor is a result of severe deficiency of:,Vitamin A,Calcium,Protein,Vitamin C,C
1635,Tomato is a type of:,Fruit,Vegetable,Leaf,Stem,A
1636,LPG consists mainly of:,"Methane, Butane, and Propane","Methane, Hexane, and Nonane","Ethane, Hexane, and Nonane","Methane, Ethane, and Hexane",A
1637,_______ is a male part of a flower.,Gynoecium,Thalamus,Calyx,Androecium,D
1638,A radian is a unit of:,Navigation,Viscosity,Luminous flux,Plane Angle,D
1639,Which one of the following is not a unit of distance?,Parsec,Foot-candle,Astronomical Unit,Light Year,B
1640,Which one of the following is not an advantage of AC over DC?,The AC shows skin effect,"In AC, a wide range of voltages is possible",Line loss in AC transmission lines is negligible,"In AC, the magnitude of current can be reduced by a choke",A
1641,The coldest planet in the solar system is:,Earth,Venus,Mars,Neptune,D
1642,Domestic electrical wiring is basically a ______.,series connection,parallel connection,combination of series and parallel connections,series connection within each room and parallel connection elsewhere,B
1643,The vertebral column in human beings consists of ______ vertebrae.,5,10,12,33,D
1645,TV transmission cannot cover a very large area because:,Air is not a good conductor of waves,The shape of the Earth is spherical,The picture cannot be transmitted clearly after a specific distance,The strength of TV waves is very limited,B
1646,Which of the following is not a water-borne disease?,Cholera,Influenza,Amoebiasis,Typhoid,B
1647,The lifespan of red blood cells is approximately ____ days.,120,180,240,60,A
1648,The uracil base is found in:,RNA,DNA,Both A and B,None of these,A
1649,The word 'ceramic' is derived from a word meaning:,Hard material,Soft material,Dry material,Burnt material,D
1651,Which of the following enzymes brings about the hydrolysis of fats?,Urease,Zymase,Maltase,Lipase,D
1652,Primary cosmic rays are composed largely of very fast:,Gamma rays,Electrons,Protons,None of the above,C
1654,A Ria shoreline is associated with a:,Fault,Glacier,River,None of these,C
1655,Sodium chloride is commonly called:,Washing soda,Gypsum,Common salt,Plaster of Paris,C
1657,"If steel is heated to a temperature well below red heat and is then cooled slowly, the process is called:",Nitriding,Tempering,Quenching,Annealing,D
1658,"At which stage of a crop's growth is there typically no competition for light, moisture, and nutrients?",Node formation stage,Seedling stage,Grain formation stage,Before maturity stage,B
1660,What color does chlorophyll not absorb?,Green,Red,Blue,White,A
1661,A barometer is an instrument used to measure:,Pressure,Voltage,Temperature,None of these,A
1663,An oasis is associated with a:,Glacier,Desert,Island,Volcano,B
1664,Water cannot be used to extinguish a fire caused by an electric current because:,It may cause another short circuit,It may cause hydrolysis,It may cause electrocution,It will spoil the wiring,C
1665,How many bones does the adult human body have?,180,206,210,None of these,B
1666,Which of the following vitamins is synthesized in the body by intestinal bacteria?,Vitamin B₁,Vitamin B₄,Vitamin D,Vitamin K,D
1667,"Sagittarius A*, the black hole at the center of the Milky Way galaxy, is at a distance of:","25,640 light-years","23,640 light-years","24,500 light-years","25,500 light-years",A
1668,Crude oil is a:,Colorless liquid,Odorless liquid,"Smelly, yellow-to-black liquid","Odorless, yellow-to-black liquid",C
1669,The main nitrogenous waste excreted through urine in humans is:,Ammonia,Uric acid,Urea,None of these,C
1670,One of the following is a source of rubber:,Hevea brasiliensis,Tectona grandis,Cedrus deodara,Michelia champaca,A
1671,Supernova explosions are not directly associated with the formation of ______.,heavy elements,quasars,pulsars,cosmic rays,B
1673,"Scientists discovered a previously undetected feature of human anatomy that could be the largest organ in the human body, known as the:",Brass,Pectora,Otic,Interstitium,D
1674,Where do most asteroids lie?,In the asteroid belt between the orbits of Mars and Jupiter,In an asteroid belt between the orbits of Mars and Venus,In an asteroid belt between the orbits of Jupiter and Venus,Everywhere in the sky,A
1676,The strongest type of energy is:,Thermal,Bio Energy,Nuclear,None of these,C
1677,"According to Einstein's general theory of relativity, the universe ______.",must be neither expanding nor contracting,must be either expanding or contracting,must be contracting,must be expanding,B
1679,"In the human body, excess salt is eliminated mainly by the:",Liver,Blood,Skin,Kidneys,D
1680,Red blood corpuscles are formed in the ______.,liver,bone marrow,kidneys,heart,C
1682,Rabi crops are sown in:,October/November,April/May,March/April,July/August,A
1683,A biosensor is used to measure:,Amount of hemoglobin,Salinity in urine,Blood glucose level,The body pH value,C
1685,In the atmosphere if the temperature is low then the pressure is _____?,Low,High,Normal,None of these,B
1686,The density of pure water at 4°C is approximately ______.,1000 kg/m³,997 kg/m³,1025 kg/m³,897 kg/m³,A
1687,Pure limestone is primarily:,Aluminum Oxide,Calcium Carbonate,Calcium Sulphate,None of these,B
1688,The average adult has a blood volume of about ____ liters.,5,6,8,4,A
1689,Soap and detergents remove the dirt from clothes due to:,Osmosis,Capillary action,Interfacial tension,Diffusion,C
1690,Which natural element has the highest melting point?,Tungsten,Copper,Iron,Silver,A
1691,Which of the following diseases is not caused by a virus?,Chickenpox,Cholera,Hepatitis,Measles,B
1692,Vitamin B12 deficiency can cause ______.,microcytic anemia,pernicious anemia,insomnia,None of these,B
1693,A crescograph is a device for measuring the growth in:,Pollution,Humans,Plants,Microorganisms,C
1695,Hemoglobin in the blood is a complex protein rich in:,Copper,Gold,Iron,Silver,C
