Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
What is the capacitance of a spherical capacitor?,4π ε₀ R1R2 / (R2 - R1),4π ε₀ R1R2 / (R1 - R2),4π ε₀ (R1 + R2),4π ε₀ (R2 - R1),A,"Capacitance of a spherical capacitor is given by C = 4π ε₀ R1R2 / (R2 - R1), where R1 and R2 are the radii.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A charge q is placed at the center of a spherical shell. What is the electric potential on the surface?,kq / R,kq / r,0,kq / (R + r),A,"Electric potential on the surface = kq / R, where R is the radius of the spherical shell.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A charge Q is placed at the center of a cube. The total flux through the cube is,Q / ε₀,Q / (6 * ε₀),6 * Q / ε₀,Q / (3 * ε₀),A,"According to Gauss's law, total flux Φ = Q / ε₀.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field between two parallel plates with surface charge density σ is,σ / ε₀,σ / (2 * ε₀),2 * σ / ε₀,ε₀ / σ,A,"E = σ / ε₀, as the field due to each plate is σ / (2 * ε₀) and they add up.",NET,Conceptual,Medium,Physics,Electrostatics
"The force between two charges is F. If the distance between them is doubled, the force becomes",F / 2,F / 4,4 * F,F / 8,B,"Coulomb's law states F ∝ 1 / r², so doubling r makes F / 4.",NET,Conceptual,Medium,Physics,Electrostatics
The electric potential at a point is defined as,the force on a unit charge,the work done in bringing a unit charge from infinity,the energy stored per unit charge,the force per unit area,B,Electric potential V is the work done in bringing a unit positive charge from infinity to that point.,NET,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential V. If the charge is doubled, the new potential is",V,2 * V,V / 2,4 * V,B,"For a capacitor, Q = C * V. Doubling Q doubles V if C remains constant.",NET,Conceptual,Medium,Physics,Electrostatics
The unit of electric flux is,N m² / C,N / C,V m,V / m,A,"Electric flux Φ = E * A, and its unit is N m² / C or V m.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to a dipole at a point on its axis is proportional to,1 / r³,1 / r²,1 / r,r,A,"For a dipole, E ∝ 1 / r³ on its axis, derived from the field due to two charges.",NET,Conceptual,Medium,Physics,Electrostatics
The potential difference between two points is 1 V. The work done in moving a charge of 2 C between them is,2 J,1 J,0.5 J,4 J,A,Work done W = q * ΔV = 2 C * 1 V = 2 J.,NET,Conceptual,Medium,Physics,Electrostatics
A charge is moving in a uniform electric field. The force on it is,constant,variable,zero,dependent on velocity,A,"F = q * E, and since E is uniform, F is constant.",NET,Conceptual,Medium,Physics,Electrostatics
The torque on a dipole in an electric field is maximum when the angle between the dipole and the field is,0°,90°,45°,180°,B,"Torque τ = p * E * sin(θ), and it's maximum when sin(θ) = 1, so θ = 90°.",NET,Conceptual,Medium,Physics,Electrostatics
Two charges 2 μC and -2 μC are placed 6 cm apart. The electric field intensity at the midpoint is,4 x 10⁴ N/C,8 x 10⁴ N/C,2 x 10⁴ N/C,0 N/C,B,"Electric field due to both charges is in the same direction at the midpoint, so E = 2 * k * q / r² = 8 x 10⁴ N/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at a distance 3 m from a charge 2 μC is,6 x 10³ V,12 x 10³ V,6 x 10^6 V,12 x 10^6 V,C,"9 x 10^9 * 2 / 3 = 6 x 10^9, 6 x 10^9 * 10^-3 = 6 x 10^6.",ECAT,Conceptual,Medium,Physics,Electrostatics
The force between two charges is 100 N in air and 75 N in a medium. The dielectric constant of the medium is,1.33, 4 / 3, 3 / 4,2,B,"F_air / F_medium = ε_r, so ε_r = 100 / 75 = 4 / 3.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric flux through a surface of area 2 m² in a uniform electric field of 100 N/C is,200 Nm²/C,100 Nm²/C,50 Nm²/C,0 Nm²/C,A,"Φ = E * A = 100 * 2 = 200 Nm²/C, assuming E is perpendicular to the surface.",ECAT,Conceptual,Medium,Physics,Electrostatics
A charge of 2 μC is moved from point A to point B. The potential difference between A and B is 100 V. The work done is,0.02 J,0.2 J,2 x 10^-4 J,2 x 10^-2 J,C,Work done = q * ΔV = 2 x 10^-6 * 100 = 2 x 10^-4 J.,ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor is 2 μF. If the distance between plates is halved, the new capacitance is",1 μF,2 μF,4 μF,8 μF,C,"C ∝ 1 / d, so if d is halved, C becomes 2 * 2 = 4 μF.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a dipole at a distance 2 m on its axis is,k * p / 4,k * p / 8,2 * k * p,k * p / 2,A,E = 2 * k * p / r³ = 2 * k * p / 2³ = k * p / 4.,ECAT,Conceptual,Medium,Physics,Electrostatics
A spherical conductor of radius 2 m is given a charge 4 μC. The surface charge density is,0.08 μC/m²,0.16 μC/m²,0.32 μC/m²,0.64 μC/m²,C,"σ = q / (4 * π * r²) = 4 x 10^-6 / (4 * π * 2²) = 0.08 / π ≈ 0.025, 4 / (4 * π * 4) = 1 / (4 * π) = 0.0796, 4 x 10^-6 * 0.0796 = 0.318 μC/m².",ECAT,Conceptual,Medium,Physics,Electrostatics
A charge of 4 μC is placed at the center of a sphere of radius 3 m. The electric flux through the sphere is,4 x 10^-6 / ε0,4 x 10^-6 * ε0,4 / ε0,4 * ε0,A,Φ = q / ε0 = 4 x 10^-6 / ε0.,ECAT,Conceptual,Medium,Physics,Electrostatics
The energy stored in a capacitor of capacitance 1 μF charged to 200 V is,0.02 J,0.2 J,2 J,20 J,A,Energy = 1 / 2 * C * V² = 1 / 2 * 1 x 10^-6 * (200)² = 0.02 J.,ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field intensity due to a point charge at a distance 1 m is 100 N/C. The magnitude of the charge is,1.1 x 10^-8 C,1.1 x 10^-9 C,1.1 x 10^-10 C,1.1 x 10^-11 C,A,"E = k * q / r², so q = E * r² / k = 100 * 1² / (9 x 10^9) = 1.1 x 10^-8 C.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a capacitor is 4 μF. If the charge on it is 8 μC, the potential difference across it is",1 V,2 V,4 V,8 V,B,V = q / C = 8 x 10^-6 / 4 x 10^-6 = 2 V.,ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a dipole at a distance 1 m on its axis is,k * p,2 * k * p,k * p / 2,2 * k * p / r²,D,V = k * 2 * p / r² = 2 * k * p / 1² = 2 * k * p.,ECAT,Conceptual,Medium,Physics,Electrostatics
"A parallel plate capacitor has a capacitance of 3 μF. If a dielectric of ε_r = 2 is inserted, the new capacitance is",1.5 μF,3 μF,6 μF,12 μF,C,C_new = ε_r * C = 2 * 3 = 6 μF.,ECAT,Conceptual,Medium,Physics,Electrostatics
The force between two charges 2 μC and 4 μC separated by 2 m is,18 x 10^-3 N,18 N,1.8 x 10^-2 N,0.018 N,A,F = k * q1 * q2 / r² = 9 x 10^9 * 2 x 10^-6 * 4 x 10^-6 / 2² = 18 x 10^-3 N.,ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a point charge at a distance 2 m is 50 N/C. The magnitude of the charge is,2.2 x 10^-9 C,2.2 x 10^-8 C,22 x 10^-9 C,0.22 x 10^-9 C,A,q = E * r² / k = 50 * 2² / (9 x 10^9) = 2.2 x 10^-8 C.,ECAT,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged to 100 V and then discharged through a resistor. The time constant is 2 s. The voltage after 2 s is,100 / e V,100 * e V,100 V,0 V,A,V = V0 * e^(-t / τ) = 100 * e^(-2 / 2) = 100 / e V.,ECAT,Conceptual,Medium,Physics,Electrostatics
The equivalent capacitance of two capacitors 2 μF and 4 μF in series is,4 / 3 μF,8 / 6 μF,6 / 8 μF,3 / 4 μF,A,"1 / C_eq = 1 / C1 + 1 / C2 = 1 / 2 + 1 / 4 = 3 / 4, so C_eq = 4 / 3 μF.",ECAT,Conceptual,Medium,Physics,Electrostatics
A charge of 2 μC is placed at the center of a spherical shell of radius 10 cm. The electric flux through the shell is,2.26 × 10^5 Nm²/C,1.13 × 10^5 Nm²/C,4.52 × 10^5 Nm²/C,0,A,"Using Gauss's Law, Φ = Q / ε₀, where ε₀ = 8.85 × 10^(-12) F/m, so Φ = 2 × 10^(-6) / (8.85 × 10^(-12)) = 2.26 × 10^5 Nm²/C",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric potential at a distance r from a point charge q is V = kq / r. The electric field at that point is,kq / r²,-kq / r²,kq² / r,-kq² / r,A,"E = -dV/dr = -d(kq/r)/dr = kq/r², the negative sign indicates direction, but magnitude is kq/r²",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential difference of 100 V. If the capacitance is 5 μF, the energy stored is",0.025 J,0.05 J,0.1 J,0.25 J,A,Energy stored = (1/2)CV² = (1/2) × 5 × 10^(-6) × (100)² = 0.025 J,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric field due to an infinite line charge with charge density λ at a distance r is,λ / (2πε₀r),λ / (πε₀r),λ / (2πε₀r²),λ / (4πε₀r),A,"Using Gauss's Law for a cylindrical surface, E = λ / (2πε₀r)",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"A parallel plate capacitor has plates of area A and separation d. If a dielectric of constant K is inserted, its capacitance becomes",ε₀A / d,Kε₀A / d,ε₀A / (Kd),Kε₀A / (2d),B,"C = Kε₀A / d, as capacitance increases by a factor of K with dielectric insertion",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The force between two charges q₁ and q₂ separated by a distance r is F. If the distance is halved, the new force is",F / 4,F / 2,4F,2F,C,"Coulomb's Law states F ∝ 1/r², so when r is halved, F becomes 4F",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A charge Q is distributed uniformly on the surface of a sphere of radius R. The electric field inside the sphere is,kQ / R²,kQ / r²,0,kQr / R³,C,"By Gauss's Law, E = 0 inside a conducting sphere as charge resides on the surface",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a dipole at a point on its axis is V = kp / r². The electric field at that point is,2kp / r³,-2kp / r³,kp / r³,-kp / r³,A,"E = -dV/dr = -d(kp/r²)/dr = 2kp/r³, the negative sign is dropped for magnitude",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A capacitor of capacitance 10 μF is connected to a 50 V battery. The charge stored is,500 μC,250 μC,1000 μC,2000 μC,A,Q = CV = 10 × 10^(-6) × 50 = 500 × 10^(-6) C = 500 μC,GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The electric flux through a closed surface is Φ. If the charge enclosed is doubled, the new flux is",Φ / 2,Φ,2Φ,4Φ,C,"By Gauss's Law, Φ ∝ Q, so doubling Q doubles Φ",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A point charge q is placed at the center of a cube. The electric flux through one face is,q / ε₀,q / (6ε₀),q / (3ε₀),0,B,"Total flux = q / ε₀, distributed over 6 faces, so flux through one face = q / (6ε₀)",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor with air as dielectric is C. If a dielectric of constant K is inserted, the new capacitance is",C / K,CK,C + K,C - K,B,"C_new = KC, as capacitance is directly proportional to dielectric constant",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
Two capacitors of capacitance 2 μF and 3 μF are connected in series. The equivalent capacitance is,1.2 μF,5 μF,6 μF,1 μF,A,"1/C_eq = 1/C1 + 1/C2 = 1/2 + 1/3 = 5/6, so C_eq = 6/5 = 1.2 μF",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"The electric field due to a point charge at a distance r is E. If the distance is doubled, the new electric field is",E / 4,E / 2,4E,2E,A,"E ∝ 1/r², so when r is doubled, E becomes E/4",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
A sphere of radius R has a charge Q on its surface. The electric potential at the surface is,kQ / R,kQ / R²,0,kQ² / R,A,"V = kQ/R, as potential due to a sphere at its surface is same as due to a point charge at its center",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The energy stored in a capacitor of capacitance C charged to a potential V is,(1/2)CV,(1/2)CV²,CV,CV²,B,"Energy stored = (1/2)CV², derived from work done in charging the capacitor",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
"Two point charges q₁ and q₂ are separated by a distance r. The force between them is F. If q₁ is doubled and r is halved, the new force is",2F,4F,8F,16F,C,"F ∝ q₁q₂/r², so doubling q₁ and halving r gives F_new = 2 × 4F = 8F",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a point charge q at a distance r is,kq / r,kq / r²,kq² / r,kq² / r²,A,"V = kq/r, as potential due to a point charge varies inversely with distance",GIKI_PIEAS,Conceptual,Medium,Physics,Electrostatics
Two charges +q and -q are separated by a distance d. The electric field at the midpoint is,2q / πε₀d²,q / πε₀d²,8q / 4πε₀d²,4q / 4πε₀d²,C,"Electric field at the midpoint is the sum of the fields due to both charges, E = 2(q / 4πε₀(d/2)²) = 8q / 4πε₀d².",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor is C. If a dielectric slab of thickness d/2 is inserted, the new capacitance is",2C,C/2,4C/3,3C/2,C,"Using the formula for capacitance with a dielectric, C' = ε₀A / (d - d/2 + d/2K) = 4C/3 for K = ∞, but for a finite K, it simplifies to 4C/3 when K = 2, otherwise C' = C * (2K / (K + 1)).",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A conducting sphere of radius R has a charge q. The electric field inside the sphere is,q / 4πε₀R²,0,q / 4πε₀R,q / ε₀,B,"Inside a conductor, the electric field is zero due to the rearrangement of charges.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A charge Q is divided into two parts q and Q-q. The maximum electrostatic repulsion between them is when,q = Q/2,q = Q/3,q = Q/4,q = 3Q/4,A,"The force between the charges is F = kq(Q-q)/r². This is maximum when q = Q-q, so q = Q/2.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A uniform electric field E is directed along the x-axis. The potential difference between two points A(0,0) and B(2,0) is",-2E,2E,-E,E,A,The potential difference is given by ΔV = -∫E dx = -E * 2 = -2E.,LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"The force between two charges q1 and q2 separated by a distance r is F. If the distance is halved, the new force is",4F,2F,F/2,F/4,A,"Coulomb's law states F ∝ 1/r², so when r is halved, F becomes 4F.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a long wire with charge density λ at a distance r is,λ / 2πε₀r,λ / πε₀r,λ / 4πε₀r,2λ / πε₀r,A,"Using Gauss's law, the electric field due to a long wire is E = λ / 2πε₀r.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential V and then disconnected. If the plates are moved apart, the potential difference",Increases,Decreases,Remains the same,Becomes zero,A,"Since Q = CV, and Q is constant, V ∝ 1/C. As the plates are moved apart, C decreases, so V increases.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The potential energy of a dipole in an electric field E is,-pE,pE,-pE cosθ,pE cosθ,C,"The potential energy of a dipole is given by U = -pE cosθ, where θ is the angle between the dipole moment and the electric field.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
A charge q is placed at the center of a spherical shell. The electric field at the surface is,q / 4πε₀r²,0,q / ε₀,2q / 4πε₀r²,A,"Using Gauss's law, the electric field at the surface of the shell is E = q / 4πε₀r².",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The torque on a dipole in an electric field E is,pE sinθ,pE cosθ,pE,p/E,A,"The torque on a dipole is given by τ = pE sinθ, where θ is the angle between the dipole moment and the electric field.",LUMS_SAT,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a point charge at a distance r is proportional to,r,1 / r,1 / r²,r²,B,"The electric potential is defined as V = k * q / r, hence V ∝ 1 / r, where k is Coulomb's constant.",NET,Conceptual,Medium,Physics,Electrostatics
A conductor is charged; where does the charge reside?,Inside the conductor,On the surface of the conductor,Both inside and on the surface,Outside the conductor,B,"In electrostatic equilibrium, the charge on a conductor resides on its surface due to mutual repulsion and the fact that E = 0 inside.",NET,Conceptual,Medium,Physics,Electrostatics
What is the SI unit of electric flux?,N m² / C,N / C,V m,V / m,A,"Electric flux is defined as Φ = E * A, and its SI unit is N m² / C, where E is electric field and A is area.",NET,Conceptual,Medium,Physics,Electrostatics
The capacitance of a parallel plate capacitor is given by,ε₀ A / d,ε₀ d / A,A / (ε₀ d),d / (ε₀ A),A,"Capacitance C = ε₀ A / d, where ε₀ is permittivity of free space, A is plate area, and d is plate separation.",NET,Conceptual,Medium,Physics,Electrostatics
A dielectric is inserted between the plates of a capacitor. What happens to its capacitance?,Increases,Decreases,Remains the same,Becomes zero,A,"Capacitance increases by a factor of the dielectric constant (εᵣ) when a dielectric is inserted, C = εᵣ * ε₀ A / d.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field inside a hollow charged conductor is,Zero,Maximum,Minimum,Constant,A,"By Gauss's Law, E = 0 inside a hollow conductor as there is no charge enclosed within a Gaussian surface inside.",NET,Conceptual,Medium,Physics,Electrostatics
The torque experienced by a dipole in an electric field is given by,p × E,p . E,p E,E / p,A,"Torque (τ) on a dipole is given by τ = p × E, where p is the dipole moment and E is the electric field.",NET,Conceptual,Medium,Physics,Electrostatics
The potential energy of a dipole in an electric field is given by,- p . E,p . E,p × E,E / p,A,"The potential energy of a dipole is U = - p . E, where the dot product signifies the energy is minimum when p is parallel to E.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to an infinite line charge is proportional to,1 / r,1 / r²,r,r²,A,"For an infinite line charge, E ∝ 1 / r, derived from Gauss's Law applied to a cylindrical surface around the line charge.",NET,Conceptual,Medium,Physics,Electrostatics
The electric potential due to a dipole at a large distance r is proportional to,1 / r,1 / r²,1 / r³,r,B,"For a dipole, V ∝ 1 / r², because the potential due to a dipole is derived from the difference of potentials due to its constituent charges.",NET,Conceptual,Medium,Physics,Electrostatics
A charge Q is divided into two parts q and Q-q. What is the value of q for maximum force between them?,Q / 2,Q / 4,3Q / 4,Q,A,"The force F = k * q * (Q-q) / r² is maximized when q = Q-q, hence q = Q/2, derived by differentiating F with respect to q.",NET,Conceptual,Medium,Physics,Electrostatics
The electric field due to a uniformly charged sphere at a point inside is,Zero,Proportional to r,Proportional to 1 / r,Proportional to 1 / r²,B,"Inside a uniformly charged sphere, E ∝ r, derived by applying Gauss's Law to a sphere of radius r within the charged sphere.",NET,Conceptual,Medium,Physics,Electrostatics
"A capacitor is charged to a potential V. If the battery is disconnected and the distance between the plates is doubled, what happens to the potential?",Remains the same,Doubles,Halves,Becomes zero,B,"When d is doubled, C becomes C/2, and since Q = CV is constant (battery disconnected), V = Q/C becomes 2V.",NET,Conceptual,Medium,Physics,Electrostatics
The capacitance of a capacitor is independent of,Plate area,Plate separation,Dielectric constant,Charge on the capacitor,D,"Capacitance C depends on geometry (A, d) and εᵣ, but not on the charge Q it holds, as C = Q/V.",NET,Conceptual,Medium,Physics,Electrostatics
The electric flux through a closed surface is zero. What can be concluded?,No charge is enclosed,Some charge is enclosed,The surface is not closed,The electric field is zero everywhere,A,"By Gauss's Law, Φ = 0 implies that the net charge enclosed within the surface is zero.",NET,Conceptual,Medium,Physics,Electrostatics
The potential difference between two points is 10 V. What is the work done in moving a charge of 2 C between them?,5 J,10 J,20 J,40 J,C,Work done W = q * ΔV = 2 C * 10 V = 20 J.,NET,Conceptual,Medium,Physics,Electrostatics
Two charges +4 μC and -2 μC are separated by 2 cm. The electric field at the midpoint is,1.8 × 10^8 N/C,3.6 × 10^8 N/C,9 × 10^7 N/C,7.2 × 10^8 N/C,D,"E = k (q1 + q2) / r², here q1 = 4 μC, q2 = 2 μC, r = 1 cm. So, E = 9 × 10^9 × (4 + 2) × 10^(-6) / (0.01)² = 7.2 × 10^8 N/C",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric potential at a distance of 3 m from a charge of 5 μC is,1.5 × 10⁴ V,3 × 10⁴ V,1.5 × 10³ V,1.5 × 10^5 V,A,V = kq / r = 9 × 10^9 × 5 × 10^(-6) / 3 = 1.5 × 10⁴ V,ECAT,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged to 100 V and then disconnected. The stored energy is,1 / 2 CV²,1 / 2 QV,Q² / 2C,All of the above,D,"Energy stored = 1 / 2 CV² = 1 / 2 QV = Q² / 2C, all are equivalent expressions.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor with air as dielectric is 10 pF. If the plates are moved apart to double the separation, the capacitance becomes",5 pF,20 pF,10 pF,40 pF,A,"C ∝ 1 / d, so if d is doubled, C becomes half, i.e., 5 pF.",ECAT,Conceptual,Medium,Physics,Electrostatics
"A charge of 5 μC is placed at the origin. The electric field at (3, 4) m is",1.44 × 10³ N/C,2.88 × 10³ N/C,1.8 × 10³ N/C,9 × 10² N/C,C,"r = √(3² + 4²) = 5 m, E = kq / r² = 9 × 10^9 × 5 × 10^(-6) / 5² = 1.8 × 10³ N/C",ECAT,Conceptual,Medium,Physics,Electrostatics
A point charge is placed at the center of a spherical shell. The electric flux through the shell is,q / ε₀,q / (4πε₀),4πε₀q,0,A,"Using Gauss's law, total flux = q / ε₀.",ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a point charge at a distance of 2 m is 100 N/C. The electric field at 4 m is,25 N/C,50 N/C,100 N/C,200 N/C,A,"E ∝ 1 / r², so if r is doubled, E becomes 1 / 4, i.e., 25 N/C.",ECAT,Conceptual,Medium,Physics,Electrostatics
The capacitance of a spherical capacitor with inner radius 2 cm and outer radius 4 cm is,4.44 pF,8.88 pF,1.11 pF,2.22 pF,A,C = 4πε₀r₁r₂ / (r₂ - r₁) = (4 × π × 8.85 × 10^(-12) × 0.02 × 0.04) / (0.04 - 0.02) = 4.44 × 10^(-12) F = 4.44 pF,ECAT,Conceptual,Medium,Physics,Electrostatics
The energy stored in a capacitor of capacitance 10 μF charged to 50 V is,12.5 mJ,1.25 mJ,125 mJ,12.5 J,A,Energy = 1 / 2 CV² = 1 / 2 × 10 × 10^(-6) × 50² = 12.5 × 10^(-3) J = 12.5 mJ,ECAT,Conceptual,Medium,Physics,Electrostatics
The electric field due to a uniform sheet of charge is,σ / (2ε₀),σ / ε₀,σ / (4ε₀),0,A,E = σ / (2ε₀) for a uniform sheet of charge.,ECAT,Conceptual,Medium,Physics,Electrostatics
"A charge of 10 μC is placed at the origin. The electric potential at (0, 3) m is",3 × 10⁴ V,1 × 10⁴ V,3 × 10³ V,1 × 10^5 V,A,V = kq / r = 9 × 10^9 × 10 × 10^(-6) / 3 = 3 × 10⁴ V,ECAT,Conceptual,Medium,Physics,Electrostatics
"The force between two charges is 50 N. If the charges are doubled, the force becomes",100 N,200 N,400 N,50 N,B,"F ∝ q1q2, so if both charges are doubled, F becomes 4 times, i.e., 200 N.",ECAT,Conceptual,Medium,Physics,Electrostatics
A capacitor is charged to 50 V and then the battery is disconnected. The voltage across the capacitor is,0 V,25 V,50 V,100 V,C,"The capacitor retains its charge, so the voltage remains the same, 50 V.",ECAT,Conceptual,Medium,Physics,Electrostatics
"The capacitance of a parallel plate capacitor is 5 pF. If a dielectric of εᵣ = 2 is inserted, the capacitance becomes",5 pF,10 pF,2.5 pF,20 pF,B,C = εᵣC₀ = 2 × 5 = 10 pF,ECAT,Conceptual,Medium,Physics,Electrostatics
