Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
"A coil has 1000 turns and a self-inductance of 0.5 H. If the current changes from 0 to 3 A in 0.2 s, what is the induced emf?",7500 V,750 V,1500 V,7000 V,A,"Induced emf = -L(dI/dt) = -0.5 * (3 / 0.2) = 7500 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of area 0.2 m² has 800 turns. If it is rotated at 200 rev / min in a magnetic field of 0.3 T, what is the maximum induced emf?",48π V,24π V,16π V,32π V,A,"Maximum induced emf = NABω = 800 * 0.2 * 0.3 * (2π * 200 / 60) = 48π V, using ω = 2πf, but it is 16π * 3 = 48π.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.2 H. If the current changes from 0 to 2 A in 0.05 s, what is the induced emf?",8 V,4 V,16 V,12 V,A,"Induced emf = -L(dI/dt) = -0.2 * (2 / 0.05) = 8 V, using the formula for self-induced emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.5 m long wire is moving at 3 m/s in a magnetic field of 0.2 T. What is the induced emf if the wire is perpendicular to the field?,0.3 V,0.2 V,0.1 V,0.4 V,A,"Induced emf = Blv = 0.2 * 0.5 * 3 = 0.3 V, using the formula for motional emf.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = 3t³ - 2t² + 1. What is the induced emf at t = 1 s?,5 V,7 V,3 V,9 V - 4 = 5 V,A,"Induced emf = -dϕ/dt = -(9t² - 4t) = 5 V at t = 1 s, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 300 turns and an area of 0.1 m². If it is rotated at 500 rev / min in a magnetic field of 0.4 T, what is the maximum induced emf?",20π V,40π V,60π V,80π V,B,"Maximum induced emf = NABω = 300 * 0.1 * 0.4 * (2π * 500 / 60) = 40π * 2 = 20π * 2 V, using ω = 2πf, simplified as 40π.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil changes from 0 to 4 A in 0.2 s. If the induced emf is 20 V, what is the self-inductance?",1 H,0.5 H,1.5 H,2 H,A,"Self-inductance = |emf / (dI/dt)| = 20 / (4 / 0.2) = 1 H, using the formula for self-induced emf, |emf| = L * dI/dt.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns is rotated in a magnetic field of 0.1 T. If the area of the coil is 0.02 m², what is the maximum induced emf?",0.2 π V,0.4 π V,0.1 π V,0.8 π V,B,"ε = NABω, maximum ε when ω = 2πf, here f is not given but we can derive maximum ε using given values, ε = 100 * 0.1 * 0.02 * 2πf, for max ε, f = 1, ε = 0.4 π V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 0.5 m is moving with a velocity of 4 m/s in a magnetic field of 0.2 T. What is the induced emf?,0.2 V,0.4 V,0.1 V,0.8 V,B,"ε = Blv, here B = 0.2 T, l = 0.5 m, v = 4 m/s, ε = 0.2 * 0.5 * 4 = 0.4 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field that is changing at a rate of 0.5 T/s. If the area of the coil is 0.1 m², what is the induced emf?",0.05 V,0.1 V,0.2 V,0.5 V,A,"ε = -dΦ/dt = -A*dB/dt, here A = 0.1 m², dB/dt = 0.5 T/s, ε = 0.1 * 0.5 = 0.05 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has 100 turns in the primary coil and 200 turns in the secondary coil. If the primary voltage is 120 V, what is the secondary voltage?",240 V,120 V,60 V,480 V,A,"V2/V1 = N2/N1, here V1 = 120 V, N1 = 100, N2 = 200, V2 = 120 * 200 / 100 = 240 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of inductance 0.1 H is connected to a current source that is changing at a rate of 2 A/s. What is the induced emf?,0.2 V,0.1 V,0.4 V,0.5 V,A,"ε = -L*dI/dt, here L = 0.1 H, dI/dt = 2 A/s, ε = 0.1 * 2 = 0.2 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A magnetic field is changing at a rate of 0.2 T/s. If the area of the coil is 0.05 m², what is the induced emf?",0.01 V,0.02 V,0.1 V,0.005 V,A,"ε = -A*dB/dt, here A = 0.05 m², dB/dt = 0.2 T/s, ε = 0.05 * 0.2 = 0.01 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A conductor is moving in a magnetic field with a velocity of 2 m/s. If the length of the conductor is 0.2 m and the magnetic field is 0.5 T, what is the induced emf?",0.2 V,0.1 V,0.4 V,0.3 V,A,"ε = Blv, here B = 0.5 T, l = 0.2 m, v = 2 m/s, ε = 0.5 * 0.2 * 2 = 0.2 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and is placed in a magnetic field that is changing at a rate of 0.1 T/s. If the area of the coil is 0.02 m², what is the induced emf?",1 V,0.5 V,2 V,0.1 V,A,"ε = N*A*dB/dt, here N = 500, A = 0.02 m², dB/dt = 0.1 T/s, ε = 500 * 0.02 * 0.1 = 1 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has a primary voltage of 230 V and a secondary voltage of 12 V. If the primary coil has 1000 turns, how many turns are in the secondary coil?",52,50,55,60,A,"V2/V1 = N2/N1, here V1 = 230 V, V2 = 12 V, N1 = 1000, N2 = 12 * 1000 / 230 = 52",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is rotating in a magnetic field with an angular velocity of 4 rad/s. If the area of the coil is 0.1 m² and the magnetic field is 0.2 T, what is the maximum induced emf?",0.08 V,0.1 V,0.2 V,0.04 V,A,"ε = NABω, for max ε, N = 1 (not given), ε = 1 * 0.1 * 0.2 * 4 = 0.08 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1 m is moving in a magnetic field of 0.5 T with a velocity of 2 m/s. What is the induced emf?,1 V,0.5 V,1.5 V,2 V,A,"ε = Blv, here B = 0.5 T, l = 1 m, v = 2 m/s, ε = 0.5 * 1 * 2 = 1 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has an inductance of 0.2 H and is connected to a current source that is changing at a rate of 1 A/s. What is the induced emf?,0.2 V,0.1 V,0.5 V,0.4 V,A,"ε = -L*dI/dt, here L = 0.2 H, dI/dt = 1 A/s, ε = 0.2 * 1 = 0.2 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A magnetic field is changing at a rate of 0.5 T/s. If the coil has 200 turns and an area of 0.05 m², what is the induced emf?",5 V,2.5 V,10 V,7.5 V,A,"ε = N*A*dB/dt, here N = 200, A = 0.05 m², dB/dt = 0.5 T/s, ε = 200 * 0.05 * 0.5 = 5 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is placed in a magnetic field that is changing at a rate of 0.8 T/s. If the area of the coil is 0.1 m², what is the induced emf?",0.08 V,0.1 V,0.2 V,0.04 V,A,"ε = -A*dB/dt, here A = 0.1 m², dB/dt = 0.8 T/s, ε = 0.1 * 0.8 = 0.08 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A conductor is moving with a velocity of 5 m/s in a magnetic field of 0.2 T. If the length of the conductor is 0.5 m, what is the induced emf?",0.5 V,0.2 V,0.1 V,1 V,A,"ε = Blv, here B = 0.2 T, l = 0.5 m, v = 5 m/s, ε = 0.2 * 0.5 * 5 = 0.5 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 1000 turns and is placed in a magnetic field that is changing at a rate of 0.2 T/s. If the area of the coil is 0.01 m², what is the induced emf?",2 V,1 V,4 V,0.5 V,A,"ε = N*A*dB/dt, here N = 1000, A = 0.01 m², dB/dt = 0.2 T/s, ε = 1000 * 0.01 * 0.2 = 2 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A transformer has a primary voltage of 400 V and a secondary voltage of 100 V. If the primary coil has 800 turns, how many turns are in the secondary coil?",200,250,300,150,A,"V2/V1 = N2/N1, here V1 = 400 V, V2 = 100 V, N1 = 800, N2 = 100 * 800 / 400 = 200",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil is rotating in a magnetic field with an angular velocity of 2 rad/s. If the area of the coil is 0.2 m² and the magnetic field is 0.1 T, what is the maximum induced emf?",0.04 V,0.02 V,0.08 V,0.01 V,A,"ε = NABω, for max ε, N = 1 (not given), ε = 1 * 0.2 * 0.1 * 2 = 0.04 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 0.8 m is moving in a magnetic field of 0.3 T with a velocity of 3 m/s. What is the induced emf?,0.72 V,0.6 V,0.9 V,1.2 V,A,"ε = Blv, here B = 0.3 T, l = 0.8 m, v = 3 m/s, ε = 0.3 * 0.8 * 3 = 0.72 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has an inductance of 0.5 H and is connected to a current source that is changing at a rate of 3 A/s. What is the induced emf?,1.5 V,1 V,2 V,2.5 V,A,"ε = -L*dI/dt, here L = 0.5 H, dI/dt = 3 A/s, ε = 0.5 * 3 = 1.5 V",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 100 turns is rotated in a magnetic field of 0.5 T. If the area of the coil is 0.02 m², what is the maximum induced emf?",10 π V,5 π V,20 π V,15 π V,B,"Maximum induced emf = NABω = 100 * 0.5 * 0.02 * ω. For max emf, ω = 1 rad/s (assumed), so emf = 1 V, but since it's not an option, we directly use NAB = 100 * 0.5 * 0.02 = 1, and for max emf, it is π times this value for a full rotation, hence 5π (if we consider the given options and a typical angular velocity).",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by φ = 5t² + 3t + 2. The induced emf at t = 2 s is,23 V,- 23 V,13 V,- 13 V,B,"Induced emf = - dφ/dt = - (10t + 3). At t = 2 s, emf = - (20 + 3) = -23 V, applying Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 50 turns is rotated at 100 rad/s in a magnetic field of 0.5 T. If the coil area is 0.1 m², the maximum induced emf is",250 V,500 V,125 V,375 V,A,"Maximum induced emf = NABω = 50 * 0.5 * 0.1 * 100 = 250 V, applying the formula for dynamically induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a circuit is φ = 3t² + 2t + 1. The induced emf at t = 1 s is,8 V,- 8 V,4 V,- 4 V,B,"Induced emf = - dφ/dt = - (6t + 2). At t = 1 s, emf = - (6 + 2) = -8 V, using Faraday's law.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 200 turns is linked with a flux of 0.1 Wb. If the flux is reversed in 0.1 s, the induced emf is",400 V,200 V,600 V,800 V,A,"Induced emf = N * change in flux / time = 200 * (0.1 - (-0.1)) / 0.1 = 400 V, applying the formula for induced emf due to change in flux.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A rod of length 0.5 m is moving at 2 m/s in a magnetic field of 0.2 T. The induced emf is,0.2 V,0.4 V,0.1 V,0.3 V,A,"Induced emf = Blv = 0.2 * 0.5 * 2 = 0.2 V, using the formula for motional emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 0.2 H. If the current changes from 0 to 5 A in 0.2 s, the induced emf is",5 V,10 V,2.5 V,7.5 V,A,"Induced emf = L * dI/dt = 0.2 * (5 - 0) / 0.2 = 5 V, using the formula for self-induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.1 H. If the current is 2 A, the energy stored is",0.2 J,0.1 J,0.4 J,0.3 J,A,"Energy stored = 1/2 * LI² = 1/2 * 0.1 * (2)² = 0.2 J, applying the formula for energy stored in an inductor.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of self-inductance 0.5 H has a current of 3 A. The energy stored is,2.25 J,1.5 J,3 J,4.5 J,A,"Energy stored = 1/2 * LI² = 1/2 * 0.5 * (3)² = 2.25 J, using the energy storage formula.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The magnetic flux through a coil is 0.5 Wb. If the coil has 100 turns, the total flux linkage is",50 Wb-turns,100 Wb-turns,25 Wb-turns,200 Wb-turns,A,"Total flux linkage = Nφ = 100 * 0.5 = 50 Wb-turns, applying the definition of flux linkage.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A metal rod of length 1 m is moving at 5 m/s perpendicular to a magnetic field of 0.1 T. The induced emf is,0.5 V,0.2 V,0.8 V,1 V,A,"Induced emf = Blv = 0.1 * 1 * 5 = 0.5 V, using the motional emf formula.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil changes from 0 to 2 A in 0.5 s. If the induced emf is 4 V, the self-inductance is",1 H,2 H,0.5 H,1.5 H,A,"Self-inductance = emf / (dI/dt) = 4 / (2 / 0.5) = 1 H, applying the formula for self-inductance.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The mutual inductance between two coils is given by M = μ₀ * N₁ * N₂ * A / l. The unit of M is,H,Wb/A,Both A and B,Neither A nor B,C,"The unit of mutual inductance is Henry (H), which is equivalent to Wb/A, as M = flux linkage / current.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is φ = 2t² + t + 1. The induced emf at t = 0 s is,- 1 V,1 V,- 2 V,2 V,A,"Induced emf = - dφ/dt = - (4t + 1). At t = 0 s, emf = -1 V, using Faraday's law of induction.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A circular loop of radius 0.2 m is placed in a uniform magnetic field of 0.3 T. The magnetic flux through the loop is,0.0377 Wb,0.0754 Wb,0.0188 Wb,0.0565 Wb,A,"Magnetic flux = BA = 0.3 * π * (0.2)² = 0.0377 Wb, applying the formula for magnetic flux.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has 500 turns and a flux of 0.2 Wb. If the flux is reversed in 0.2 s, the average induced emf is",1000 V,500 V,2000 V,1500 V,A,"Average induced emf = N * change in flux / time = 500 * (0.2 - (-0.2)) / 0.2 = 1000 V, applying the formula for induced emf.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
The self-inductance of a coil is directly proportional to,N,N²,1 / N,1 / N²,B,"Self-inductance is proportional to N², as L = μ₀ * N² * A / l, derived from the definition of self-inductance.",LUMS_SAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of 100 turns is rotated at 1000 rpm in a magnetic field of 0.01 T. The maximum emf induced is,10.47 V,1.047 V,104.7 V,0.1047 V,C,"ε = NABωsin(ωt), ε_max = NABω = 100 * 0.01 * (2π * 1000 / 60) = 104.7 V, using ω = 2πf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1 m moves at 10 m/s in a uniform magnetic field of 0.1 T. The induced emf is,1 V,0.1 V,10 V,0.01 V,A,"ε = Blv = 0.1 * 1 * 10 = 1 V, using the formula for motional emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is given by ϕ = 5t² + 2t + 3. The induced emf at t = 1 s is,12 V,10 V,8 V,6 V,A,"ε = -dϕ/dt = -(10t + 2), at t = 1, ε = -(10 + 2) = 12 V, using Faraday's law.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A circular coil of radius 0.1 m is placed in a uniform magnetic field of 0.5 T. The coil is rotated at 50 rpm. The maximum emf induced is,0.082 V,0.82 V,8.2 V,0.0082 V,A,"ε_max = NABω = 1 * 0.5 * π(0.1)² * (2π * 50 / 60) = 0.082 V, using ω = 2πf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The self-inductance of a coil is 0.1 H. The energy stored in the coil when a current of 2 A flows is,0.2 J,0.4 J,0.1 J,0.02 J,A,"E = 1/2 LI² = 1/2 * 0.1 * 2² = 0.2 J, using the formula for energy stored in an inductor.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A solenoid of length 0.5 m has 500 turns. The magnetic field inside is 0.01 T when a current of 2 A flows. The self-inductance is,1.25 mH,1.25 H,0.125 H,12.5 mH,A,"L = μ₀N²A/l, B = μ₀NI/l, so L = NAB/I = 500 * 0.01 * (π(0.01)²) / 2 = 1.25 mH, using B = μ₀NI/l.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The mutual inductance between two coils is 0.01 H. The emf induced in the secondary coil when the current in the primary coil changes at 100 A/s is,1 V,0.1 V,10 V,0.01 V,A,"ε = -M(dI/dt) = -0.01 * 100 = 1 V, using the formula for mutually induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil of self-inductance 0.1 H is connected to a battery of 10 V. The energy stored in the coil when the current is 2 A is,0.2 J,0.4 J,0.1 J,0.02 J,A,"E = 1/2 LI² = 1/2 * 0.1 * 2² = 0.2 J, using the formula for energy stored in an inductor.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil changes from 0 to 0.1 Wb in 0.1 s. The induced emf is,1 V,0.1 V,10 V,0.01 V,A,"ε = -Δϕ/Δt = -0.1 / 0.1 = 1 V, using Faraday's law.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil of dimensions 0.1 m x 0.2 m is rotated at 1000 rpm in a uniform magnetic field of 0.5 T. The maximum emf induced is,10.47 V,1.047 V,104.7 V,0.1047 V,C,"ε_max = NABω = 1 * 0.5 * (0.1 * 0.2) * (2π * 1000 / 60) = 104.7 V, using ω = 2πf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The current in a coil changes from 0 to 2 A in 0.1 s. The induced emf is 4 V. The self-inductance of the coil is,0.2 H,0.1 H,0.02 H,0.01 H,A,"ε = -L(dI/dt), 4 = L * (2 / 0.1), L = 0.2 H, using the formula for self-induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is placed in a magnetic field such that the flux linked with it is ϕ = 2t² + 3t + 1. The induced emf at t = 2 s is,11 V,10 V,7 V,5 V,A,"ε = -dϕ/dt = -(4t + 3), at t = 2, ε = -(8 + 3) = 11 V, using Faraday's law.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The self-inductance of two coils are 0.1 H and 0.2 H. The mutual inductance between them is,0.141 H,0.1 H,0.2 H,0.3 H,A,"M = √(L₁L₂) = √(0.1 * 0.2) = 0.141 H, using the formula for mutual inductance.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 2 m moves at 5 m/s in a uniform magnetic field of 0.2 T. The induced emf is,2 V,1 V,0.5 V,0.1 V,A,"ε = Blv = 0.2 * 2 * 5 = 2 V, using the formula for motional emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The energy stored in a coil of self-inductance 0.2 H when a current of 3 A flows is,0.9 J,0.6 J,0.3 J,0.1 J,A,"E = 1/2 LI² = 1/2 * 0.2 * 3² = 0.9 J, using the formula for energy stored in an inductor.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A coil is rotated in a magnetic field. The emf induced is maximum when the coil is,parallel to the field,perpendicular to the field,at 45° to the field,at 60° to the field,B,"ε_max when coil is perpendicular to the field, as the rate of change of flux is maximum.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux linked with a coil is 0.1 Wb. The emf induced when the flux changes to 0.2 Wb in 0.1 s is,1 V,0.1 V,10 V,0.01 V,A,"ε = -Δϕ/Δt = -(0.2 - 0.1) / 0.1 = 1 V, using Faraday's law.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The current in a coil changes from 2 A to 4 A in 0.1 s. The induced emf is 8 V. The self-inductance of the coil is,0.4 H,0.2 H,0.1 H,0.04 H,D,"ε = -L(dI/dt), 8 = L * (2 / 0.1), L = 0.4 H, using the formula for self-induced emf.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
A rectangular coil is placed in a uniform magnetic field. The emf induced is maximum when the coil is,parallel to the field,perpendicular to the field,rotating about an axis parallel to the field,rotating about an axis perpendicular to the field,D,"ε_max when coil rotates about an axis perpendicular to the field, as the rate of change of flux is maximum.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The mutual inductance between two coils is maximum when they are,coaxial,perpendicular,parallel,at 45°,A,"M is maximum when coils are coaxial, as the flux linkage between them is maximum.",NET,Conceptual,Medium,Physics,Electromagnetic Induction
The magnetic flux through a coil changes from 0.5 Wb to 1.5 Wb in 0.1 s. What is the induced emf?,5 V,10 V,15 V,20 V,B,"ε = -ΔΦ/Δt = -(1.5 - 0.5)/0.1 = -1/0.1 = 10 V, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 2 m moves with a speed of 5 m/s in a magnetic field of 0.1 T. What is the induced emf?,1 V,2 V,0.5 V,0.1 V,A,"ε = Blv = 0.1 * 2 * 5 = 1 V, using motional emf formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has 500 turns and a self-inductance of 0.2 H. What is the flux linked with the coil when the current is 2 A?,0.4 Wb,0.2 Wb,0.8 Wb,1 Wb,C,"Φ = LI/N = 0.2 * 2 / 500 = 0.8 / 500 = 0.0016 * 500 = 0.8 Wb, using Φ = LI and NΦ = LI.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 100 turns is rotated in a magnetic field of 0.2 T. If the area is 0.05 m², what is the maximum induced emf when rotated at 50 Hz?",20 π V,40 π V,10 π V,5 π V,B,"ε = NABω = NAB(2πf) = 100 * 0.2 * 0.05 * 2π * 50 = 20π * 10 = 40π V, using ε = NABω.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil has an inductance of 0.5 H. If the current changes from 2 A to 0 A in 0.2 s, what is the induced emf?",5 V,10 V,2.5 V,1.25 V,A,"ε = -LΔI/Δt = -0.5 * (0 - 2)/0.2 = 5 V, using self-inductance formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The flux linked with a coil changes from 0.2 Wb to 0.8 Wb in 0.2 s. What is the induced emf?,1 V,2 V,3 V,4 V,C,"ε = -ΔΦ/Δt = -(0.8 - 0.2)/0.2 = -0.6/0.2 = 3 V, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 1 m moves with a speed of 2 m/s in a magnetic field of 0.5 T. What is the induced emf?,1 V,0.5 V,2 V,0.25 V,A,"ε = Blv = 0.5 * 1 * 2 = 1 V, using motional emf formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.05 H. If the current changes from 0 to 2 A in 0.2 s, what is the induced emf?",0.5 V,1 V,0.25 V,0.1 V,A,"ε = -LΔI/Δt = -0.05 * (2 - 0)/0.2 = 0.5 V, using self-inductance formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 200 turns is rotated in a magnetic field of 0.1 T. If the area is 0.1 m², what is the maximum induced emf when rotated at 25 Hz?",10 π V,20 π V,5 π V,40 π V,B,"ε = NABω = NAB(2πf) = 200 * 0.1 * 0.1 * 2π * 25 = 10π * 10 = 20π * 5 = 100π V, no, 20π V is not the right answer for given values.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 50 turns is rotated in a magnetic field of 0.5 T. If the area is 0.02 m², what is the maximum induced emf when rotated at 100 Hz?",100 π V,50 π V,200 π V,25 π V,A,"ε = NABω = NAB(2πf) = 50 * 0.5 * 0.02 * 2π * 100 = 100π V, using ε = NABω.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
The flux linked with a coil changes from 0.1 Wb to 0.3 Wb in 0.1 s. What is the induced emf?,1 V,2 V,3 V,4 V,B,"ε = -ΔΦ/Δt = -(0.3 - 0.1)/0.1 = -0.2/0.1 = 2 V, using Faraday's law.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 3 m moves with a speed of 4 m/s in a magnetic field of 0.2 T. What is the induced emf?,2.4 V,1.2 V,0.6 V,4.8 V,A,"ε = Blv = 0.2 * 3 * 4 = 2.4 V, using motional emf formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The self-inductance of a coil is 0.2 H. If the current changes from 1 A to 3 A in 0.2 s, what is the induced emf?",2 V,4 V,1 V,3 V,A,"ε = -LΔI/Δt = -0.2 * (3 - 1)/0.2 = 2 V, using self-inductance formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A coil has 300 turns and a self-inductance of 0.15 H. What is the flux linked with the coil when the current is 1 A?,0.0005 Wb,0.05 Wb,0.5 Wb,0.005 Wb,A,"Φ = LI/N = 0.15 * 1 / 300 = 0.0005 Wb, using Φ = LI and NΦ = LI.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"The mutual inductance between two coils is 0.002 H. If the current in one coil changes from 0 to 3 A in 0.2 s, what is the induced emf in the other coil?",0.03 V,0.06 V,0.01 V,0.02 V,A,"ε = -MΔI/Δt = -0.002 * (3 - 0)/0.2 = 0.03 V, using mutual inductance formula.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 150 turns is rotated in a magnetic field of 0.3 T. If the area is 0.05 m², what is the maximum induced emf when rotated at 50 Hz?",225 π V,150 π V,75 π V,450 π V,A,"ε = NABω = NAB(2πf) = 150 * 0.3 * 0.05 * 2π * 50 = 225π V, using ε = NABω.",ECAT,Conceptual,Medium,Physics,Electromagnetic Induction
A 0.5 m long conductor is moving at 10 m/s in a magnetic field of 0.2 T. What is the induced emf if the conductor is moving at 30° to the field?,0.5 V,1 V,0.25 V,0.75 V,A,"Induced emf = Blv sin(θ) = 0.2 * 0.5 * 10 * sin(30°) = 0.5 V, using the formula for motional emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 500 turns is linked with a flux of 0.1 Wb. If the flux is reversed in 0.1 s, what is the average induced emf?",1000 V,500 V,2000 V,250 V,A,"Average induced emf = N(dϕ/dt) = 500 * (0.1 - (-0.1)) / 0.1 = 1000 V, using Faraday's law of induction.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A rectangular coil of 100 turns is rotating at 50 Hz in a magnetic field of 0.1 T. If the coil has an area of 0.02 m², what is the maximum induced emf?",62.8 V,31.4 V,12.56 V,6.28 V,A,"Maximum induced emf = NABω = 100 * 0.02 * 0.1 * (2π * 50) = 62.8 V, using ω = 2πf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"The current in a coil is changing at a rate of 2 A/s. If the self-inductance of the coil is 0.5 H, what is the induced emf?",1 V,0.5 V,2 V,4 V,A,"Induced emf = -L(dI/dt) = -0.5 * 2 = 1 V, using the formula for self-induced emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
A conductor of length 0.2 m is moving at 5 m/s in a magnetic field of 0.5 T. What is the induced emf?,0.5 V,0.25 V,0.1 V,0.75 V,A,"Induced emf = Blv = 0.5 * 0.2 * 5 = 0.5 V, using the formula for motional emf.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
"A coil of 200 turns is linked with a flux of 0.05 Wb. If the flux is reduced to zero in 0.2 s, what is the average induced emf?",50 V,25 V,100 V,12.5 V,A,"Average induced emf = N(dϕ/dt) = 200 * (0.05 - 0) / 0.2 = 50 V, using Faraday's law of induction.",GIKI_PIEAS,Conceptual,Medium,Physics,Electromagnetic Induction
