Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
776,Which key is used to align the text to the center?,Ctrl+U,Ctrl+E,Ctrl+K,None of these,B
777,Where in Excel is the address of an active cell displayed?,Status bar,Formula bar,Name box,Title bar,C
778,Which of the following fill effects can you use for the slide background?,Gradient,Texture,Picture,All of the above,D
779,What is the main difference between a mainframe and a supercomputer?,Supercomputer is much larger than mainframe computers,Supercomputers are much smaller than mainframe computers,"Supercomputers are focused to execute a few programs as fast as possible, while a mainframe uses its power to execute as many programs concurrently",Supercomputers are focused to execute as many programs as possible while a,A
780,"In MS Word 2007, to extend a selection to the end of a word, press the keys from the keyboard.",CTRL + ALT + LEFT ARROW,CTRL + SHIFT + RIGHT ARROW,ALT + CTRL + RIGHT ARROW,ALT + RIGHT ARROW,B
781,What is the maximum number of columns that can be inserted in an MS Word Table?,35,45,55,63,D
782,The microprocessor was introduced in which generation of computers?,Second Generation,Third Generation,Fourth Generation,Fifth Generation,C
783,Window key + F:,Show system properties,Find Computers,Find files or folders,Run,C
784,'Which is the full form of Wi-Fi?,Wireless Fidelity,Wired Fidelity,Wireless Focus,Wireless Field,A
785,"A computer is capable of performing almost any task, provided that it can be:",Coded,Memorised,Analysed,Reduced to a series of logical steps,D
786,How can you remove tab stop markers from the ruler?,Double click the tab marker and choose Clear All,Drag the tab stop marker out of the ruler,Right-click the tab stop marker and choose remove,All of above,B
787,Recently deleted files are stored in:,Taskbar,Recycle Bin,Desktop,None of these,B
788,File Management is responsibility of:,Task Manager,BIOS,ROM,Operating system,D
789,Which tab in the Font dialog box contains options to apply Font effects?,Text Effects,Standard Toolbar,Font tab,Character Spacing,C
790,Which of the following is used to find the number of values in a total column?,Total,Count,Add,Sum,B
791,Which button is used for the Print Screen function?,F1,PrtScn,Ctrl,Alt,B
792,Where is RAM located?,Motherboard,Expansion board,External drive,None of these,A
793,"In latest-generation computers, the instructions are executed:",Parallel,Sequentially,Both (A) and (B),None of these,C
794,Which area in an Excel window allows entering values and formulas?,Title bar,Menu bar,Formula bar,Standard toolbar,C
795,Ctrl + U Shortcut is used in Microsoft Word to:,Undelete the previously deleted text,Undo the last changes,Underline the document name,Underline the selected text,D
796,You can check the conditions against when applying conditional formatting.,Cell value,Formula,Both A & B,None of these,C
797,Which among the following is not necessary for the working of a standalone computer?,RAM,Hard Drive,Operating System,LAN Card,D
798,"To display more of the document on the screen in print layout view, the all of the above can be hidden.",White space at the top of the pages,White space at the bottom of the pages,Gray space between pages,All of the above,D
799,What is the full form of SQL?,Structured Query Language,Structured Query List,Simple Query Language,None of these,A
800,"In Microsoft Office, a series of commands grouped together is called a:",Cross-reference,Macro,Smart Lookup,None of these,B
801,"To go to a specific location in a document, we use:",Macro,HTML,Bookmarks,None of these,A
802,"What is the shortcut key for ""Increase Font Size"" the selected text?",Ctrl + Shift + <,Ctrl + Shift + >,Ctrl + I,None of these,B
803,"In MS Excel, which key is used to add a new worksheet:",CTRL+F11,Shift+F11,Alt+F11,None of these,B
804,Which type of font is best suitable for a large amount of text in PowerPoint?,Serif fonts,Sans serif fonts,Text fonts,Picture fonts,A
805,"On the works cited page, list works by each author's last name and underline or italicize the title of the work.",Italicize or underline,Boldface or italicize,Underline or boldface,Enlarge or underline,A
806,Which is the core of the operating system?,Shell,Kernel,Commands,Script,B
807,Gutter position can be set in the following positions in a Word Document:,Left & Right,Left & Top,Left & Bottom,Left Only,B
808,"Which of the following should you use if you want all the slides in the presentation to have the same ""look"" in Microsoft PowerPoint?",The slide layout option,Add a slide option,Outline view,A presentation design template,D
809,One way to make a PowerPoint slide display animations is to:,"Select the slide in normal view and click Format, Animation",Click the PowerPoint window and move it around vigorously with the mouse for a manual animation effect,"Select the slide in slide sorter view, right click and choose preset animations from the shortcut menu",PowerPoint does not have an animation feature,C
810,Which option is not available in Insert Table Autofit behavior in Ms Word?,Fixed Column Width,AutoFit to Contents,AutoFit to Column,AutoFit to Window,C
811,Which of the following positions is not available for fonts on MS Word?,Normal,Raised,Lowered,Centered,D
812,Which of the following panes is not available in the Task Pane?,Getting started,Clip Art,WordArt,Search results,C
813,Which of the following is used to move from one page to another _____.,Web browsing,Web navigation,Hyperlink,None of these,C
814,MODEM stands for_______?,Modulation and Demodulation,Modulator and Demodulator,Modular and Electronic Demodulator,Modulator or Digital Electronic Demodulator,B
815,What is the largest font size available in the drop-down menu of MS Word?,68,70,72,78,C
816,A word processor would most likely be used to do which of the following?,Keep an account of money spent,Do a computer search in a media center,Maintain an inventory,Type a biography,D
817,The Greater Than sign is an example of a logical operation.,Arithmetic,Logical,Conditional,Greater,B
818,Which feature helps you to inserts the contents of the clipboard as text without any formatting in MS Word?,Paste special,Format Painter,Page setup,Styles,A
819,"From which menu can you access Picture, Text Box, Chart?",File,Edit,Insert,View,C
820,The telephone was invented by?,Bell,Babbage,Edison,Graham,A
821,Which panes keep specific rows or columns visible when you scroll in the worksheet?,Split pane,Freezing pane,Filter pane,None of these,B
822,What is the smallest and largest font size available in the Font Size tool on the formatting toolbar?,6 and 72,6 and 68,8 and 72,7 and 72,C
823,What is gutter margin in MS Word?,Margin that is added to the left margin when printing,Margin that is added to the right margin when printing,Margin that is added to the binding side of the page when printing,Margin that is added to the outside of the page when printing,C
824,Which of these is a point and draw device?,Mouse,Scanner,Printer,CD-ROM,A
825,"If you will be displaying or printing your document in Ms Word on another computer, you'll want to make sure and select the Embed TrueType Fonts option under the 'Save' tab.",Embed True Type Fonts,Embed Fonts,Save True Type Fonts,Save Fonts,A
826,Which corner of the Word window has the zoom control?,Upper-left,Upper-right,Lower-right,Lower-left,C
827,A cursor is a _____.,Cursor,Thin blinking line,Pointing device,None of these,B
828,In which Windows version was the option 'My Computer' introduced?,Windows 90,Windows 93,Windows 95,None of these,C
829,Which of the following is a case that contains the electronic components of the computer used to process data?,System unit,Master section,Control port,Computer chip,A
830,Which one is not the correct method of editing a cell's content:,Press the Alt key,Press the F2 key,Click the formula bar,Double click,A
831,Which key shortcut is used to move a word to the right of the cursor?,Ctrl + Right arrow,Ctrl + Left arrow,Right arrow,Alt + Left arrow,A
832,Which key should be pressed continuously while moving a column in MS Excel:,Ctrl,Shift,Alt,Tab,B
833,"The least significant bit of the binary number, which is equivalent to any odd decimal number, is:",0,1,2,3,B
834,Bit is also called:,Binary Unit,Binary Digit,Binary System,Digital System,B
835,Which shortcut key is used to update selected fields?,F4,F6,F9,F10,C
836,"In full-duplex mode, the communication channel is used in both directions at the same time.",Full-duplex,Simplex,Half-duplex,None of the above,A
837,Which of the following describes E-commerce?,Doing business electronically,Doing business,Sale and purchase of goods,Transaction broker,A
838,The quickest way to create a PowerPoint presentation is to use the:,Word for windows templates,Auto creation wizard,Auto content wizard,Presentation wizard,C
839,"In Ms Word, on which toolbar can you find the Format Painter tool?",Formatting toolbar,Picture Toolbar,Drawing Toolbar,Standard toolbar,D
840,Which of the following is not included in the MS Office Package?,MS Excel,MS Access,MS Outlook,MS Photo Editor,D
841,How do you delete selected text in Word?,Press Delete,Press Ctrl,Press Alt,Press Shift,A
842,"In Microsoft Word, when the user is reading a document on the screen and wants to hide all the elements except for the document, he chooses:",Print layout,Full Screen reading view,Web layout view,Outline view,B
843,"In Ms Word, what happens if you mark the Hidden check box of the Font dialog box after you select some text?",The text is deleted from the document and you need to bring it from the Recycle Bin if required again,The text is hidden and you need to bring it by removing the check box if needed again,The text is deleted and cannot be returned back,The text is hidden and cannot be returned back,A
844,The Only Language Which the Computer Understands is ______.,Machine Level Language,High-Level Language,Low-Level Language,None of these,A
845,Many programmers call writing the software program:,Prototyping,Looping,Coding,Compiling,C
846,HTML stands for:,Hyper Text Magic Line,Hyper Text Markup Line,Hyper Text Markup Language,High Text Markup Language,C
847,"Software that assists you, or acts on your behalf, to perform repetitive computer-related tasks is a(n):",Intelligent Agent,Robot,Fuzzy logic,Genetic algorithm,A
848,VAB stands for:,Voice auto broadcasting,Visual & audio broadcasting,Voice answer back,None of these,C
849,The World Wide Web was invented by:,Tim Berners-Lee,Bob Kahn,Steve Jobs,Bill Gates,A
850,Is it necessary for an algorithm to solve a problem with an infinite number of steps?,No,Yes,Error,None of these,B
851,"In MS Excel 2016, the zoom level of a page can be from:",10 percent to 300 percent,5 percent to 100 percent,10 percent to 400 percent,5 percent to 300 percent,C
852,A computer on the internet is identified by its:,E-mail Address,Street Address,Login Password,IP Address,D
853,What is used in a computer to protect a network server from damage by those who log in to it:,Antivirus,Firewall,Gateway,Flow control,B
854,The first cell in an Excel worksheet is labeled as:,AA,A1,Aa,None of these,B
855,_ is widely used for transmitting streaming video data on the internet:,MP3,AVI,WMA,WAV,B
856,The common name for the crime of stealing passwords is:,Jacking,Identity theft,Spoofing,Hacking,C
857,Which shortcut key is used to open the startup button in Windows 10?,Ctrl + Esc,WIN+ Esc,Alt + Esc,Shift + Esc,A
858,A single page of a PowerPoint presentation is called a ____.,Slide,Document,Media,Movie,A
859,Cryptography is a technique where data is secure and immune from:,Changes,Defense,Risk,Attack,D
860,Which of the following is the default view of MS Word?,Draft,Web Layout,Print Layout,Full screen reading,C
861,In peer-to-peer networking:,There is only one server and many clients,There is only one client and many servers,Every computer is capable of playing the role of server,"Every computer is capable of playing the role of client, server or both at the same",D
862,Which of the following is a page margin?,Letter,Tabloid,Narrow,Legal,C
863,Which of the following is not a function in Microsoft Excel?,SUM,MAX,MIN,AVG,D
864,What is the shortcut key for applying superscript formatting in MS Word:,Ctrl+Shift+S,Ctrl+=,Ctrl+Shift++,Ctrl+Alt+S,C
865,GUI is a/an:,Software,Program,Operating System,Type of user interface,D
866,What is the correct shortcut key to check grammar in MS Word?,F2,F5,F7,None of these,C
867,Basic unit of a computer worksheet in which you enter text and numbers is known as ____?,Workbook,Column,Row,Cell,D
868,How can you break the current column and start a new column immediately in Ms Word?,Press Ctrl + Shift + Enter,Press Alt + Enter,Press Ctrl + Enter,Press Alt + Shift + Enter,A
869,How many bits are in one byte?,4 bits,6 bits,8 bits,None of these,C
870,Hardware or software designed to guard against unauthorized access to a computer network is known as a(n):,Hacker-proof program,Firewall,Hacker-resistant server,Encryption safe wall,B
871,What type of computers are client computers (most of the time) in a client-server system?,Mainframe,Minicomputer,Microcomputer,PDA,C
872,"A light-sensitive device that converts drawing, printed text, or other images into digital form is ____:",Keyboard,Scanner,OMR,None of these,B
873,What is bulk e-mail known as?,Arial,Spam,Hebrew,Spool,B
874,Creating a new email account is called:,Sign in,Sign up,Sign out,None of these,B
875,Where can you find the Draw Table tool button in Microsoft Word?,Formatting toolbar,Drawing toolbar,Standard toolbar,Tables and Formatting toolbar,A
876,The default style for new data keyed in a new workbook is ____.,Comma,Normal,Currency,Percent,B
877,What is the maximum angle you can rotate text within a cell in MS Excel?,90,180,270,360,A
878,We can use ________ to convert Word into PDF?,Save,Print,Save As,None of these,C
879,What is the most common tool used to restrict access to a computer system?,User logins,Passwords,Computer keys,Access key control,B
880,ASCII is a coding system that provides:,256 different characters,512 different characters,1024 different characters,128 different characters,D
881,Which of the following is not an operating system?,DOS,Windows,Linux,Oracle,D
882,Which of the following Excel features allows users to evaluate values and return a result?,Formulas,Formatting,Filters,Insertions,A
883,Which of the following is not an input device?,Mouse,Plotter,Keyboard,Scanner,B
884,Microprocessors can be used to make:,Computer,Digital systems,Calculators,All of the above,D
885,"In computing, NOS stands for:",Non-operating Software,Network Operating System,Node Open Software,Neutral Operating System,B
886,Which layer of the OSI model is used by the router?,Layer 2,Layer 4,Layer 3,All of the Above,C
887,"To move to the previous cell in a table inserted in a document, press:",Alt + Tab,Ctrl + Tab,Shift + Tab,Alt + Shift + Tab,C
888,"Personnel who design, program, operate, and maintain computer equipment refers to:",Console-operator,Programmer,Peopleware,System analyst,C
889,The MLA style specifies that a superscript be used for a note reference mark to signal an explanatory note exists either at the bottom of the page as a(n) footnote or at the end of the document as an endnote.,Footnote or at the end of the document as a startnote,Headnote or at the end of the document as an endnote,Footnote or at the end of the document as an endnote,Headnote or at the end of the document as a startnote,C
890,The output quality of a printer is measured by:,Dot per inch,Dot per square inch,Dots printed per unit time,All of the above,A
891,Who is the creator of the Linux Operating System?,Larry Ellison,James Gosling,Linus Torvalds,Martha Lane Fox,C
892,Which of the following is an example for automatic text formatting:,Underlining hyperlink,Adjusting extra space,Replacing two '-s' with an em hyphen,All of these,D
893,Which device is used to connect the nearest device?,Wi-Fi,NFC,Bluetooth,All of these,D
894,Which one of the following is an input device?,Monitor,Scanner,Printer,Speaker,B
895,Ctrl + A Shortcut key is used in Ms Word to:,Align Right,Select All,Change font,Save document,B
896,"If you have a PowerPoint show you created and want to send it using email to another teacher, you can add the show to your email message as an:",Inclusion,Attachment,Reply,Forward,B
897,CD-ROM stands for:,Compactable Read Only Memory,Compact Data Read Only Memory,Compactable Disk Read Only Memory,Compact Disk Read Only Memory,D
898,IP stands for:,Intranet Process,Internet Process,Intranet Protocol,Internet Protocol,D
899,Which of the following is the correct option for sending the same letter to multiple persons?,Mail Merge,Copy-Paste,Forward,Archive,A
900,"In MS Excel 2016, 'Print Titles' option is available in the menu:",Review,View,Insert,Page Layout,D
901,Which is used in security systems and criminal investigations?,Fingerprint reader,Robots,Sound Card,Barcode Reader,A
902,Which of the following is non-volatile memory?,RAM,Register,DRAM,PROM,D
903,Which of the following is not used to access the web?,ISDN,Modem,UDP,DSL,C
904,"In the latest generation of computers, the instructions are executed:",Parallel only,Sequentially only,Parallel and Sequentially only,All of the above,B
905,What is the alternative computer jargon for 'Bug?,Leech,Squid,Slug,Glitch,D
906,Paint programs keep track of every ______ placed on the screen.,Image,Object,Pixel,Color,C
907,The keys used to lock the keyboard are:,CTRL + Tab,CTRL + Alt,Windows logo + L,Windows logo + K,C
908,What does EXT indicator on the status bar of Microsoft Word indicate?,It indicates whether the external text is pasted on a document or not,It indicates whether extended add-ons are installed on MS Word or not,It indicates whether Extended Selection mode is turned on or off,None of these,C
909,An application program that allows a user to set page number and spell-check of a document is known as?,Notepad,WordPad,Word processor,All of these,C
910,Which of the following software is used to prepare a presentation?,PowerPoint,Microsoft Word,Spreadsheet,None of these,A
911,The Hyperlink shortcut key is:,CTRL+K,CTRL+L,CTRL+A,SHIFT + K,A
912,Which of the following best describes the contents of a mail merge main document in MS Word?,Information that is unique for every form letter created,Information that is the same for every form letter created,Styles and fonts for the data source,None of above,B
913,Which of the following typically appears at the end of a document for the citation of a source?,End notes,Foot notes,Header,Footer,A
914,Another term for Main Memory is:,RAM,ROM,Hard disk,Soft disk,A
915,You cannot link Excel worksheet data to a Word document:,With the right drag method,With a hyperlink,With the copy and paste special commands,With the copy and paste buttons on the standard toolbar,D
916,Protocols are sets of rules and procedures to control the data transmission over the internet.,IP address,Domains,Protocol,Gateway,C
917,What is the default number of lines to drop for a drop cap?,3,10,15,20,A
918,Which of the following terms means to reckon?,Putare,Com,Computa,Computar,A
919,A software that can harm your computer is called:,Server,Virus,Extension,None of these,B
920,Which of the following is not character spacing?,Expanded,Raised,Condensed,Both (A and C),B
921,"Which shortcut keys are used to ""cut selected items"" in File menu?",CTRL + X,CTRL + A,CTRL + U,CTRL + B,A
922,Computers that process both analog and digital data are called ____ computers:,Analog,Hybrid,Digital,Algorithm,B
923,"Modern Computers are very reliable, but they are not:",Fast,Powerful,Infallible,Cheap,C
924,Malicious software is known as:,Badware,Malware,Maliciousware,Illegalware,B
925,Which key is used to open a new tab in Internet Explorer:,CTRL+N,CTRL+T,CTRL+M,None of these,B
926,Which of the following menu item is used to create a chart in MS Excel 2016?,Data,Formula,Home,Insert,D
927,What is the keyboard shortcut key for Save As?,F12,Ctrl + F12,Alt + F12,Shift + F12,A
928,We can open the MS Word file by typing ______ in the run dialogue box.,Winword.exe,word.docx,Word.exe,None of these,A
929,You can use a function to combine text from two cells into one cell. But you can use an operator to do the same thing. Which operator is that?,Ampersand,Name,Space,All of these,A
930,How many bits are in one byte?,4,8,16,32,B
931,You can create a new presentation in PowerPoint by completing all of the following except:,Clicking the new button on the standard toolbar,"Clicking file, new",Clicking file open,Pressing ctrl + N,C
932,"Whereas a computer mouse moves over the table surface, the trackball is:",Stationary,Difficult to move,Dragged,Moved in small steps,A
933,The Greater than sign is an example of a ______ operation.,Arithmetic,Logical,Conditional,Greater,B
934,Which of the following is known as the father of the Internet:,Mark Stephen,Vint Cerf,Dennis Richardson,Mark Cooper,B
935,The Page Down Keyboard Key is used in Microsoft Word to:,Moves the cursor one line down,Moves the cursor one page down,Moves the cursor one screen down,Moves the cursor one paragraph down,C
936,"In MS Excel, a formula that looks for a value in the leftmost column of a table and then returns a value in the same row for a specific column is:",Horizontal Lookup,Vertical Lookup,Average,None of these,B
937,A DVD is an example of a(n):,Hard disk,Optical disk,Optical device,Solid-state storage device,B
938,"In the context of Microsoft Word, there is a feature called 'Gutter Margin'. What is this feature used for?",Improve the clarity of graphics and images,Give provision for better document binding,Improve the clarity of the printed text,Facilitate the insertion of page numbers,B
939,"Which feature in MS Word allows users to easily insert charts, diagrams, autoshapes, and hierarchical structures?",WordArt,Text Box,SmartArt,ClipArt,C
940,The ____ option is used to refine the search results.,Search,Advanced search,Search settings,None of these,B
941,Which of the following is considered unsolicited commercial email?,Spam,Junk,Flaming,None of these,A
942,The speed of communications between any two devices on the Ethernet LAN is:,10 Mbps,100 Mbps,1000 Mbps,Both A and B,D
943,An intentionally disruptive program that spreads from program to program or from disk to disk is known as a:,Trojan horse,Virus,Time bomb,Time-related bomb sequence,B
944,"In order to tell Excel that we are entering a formula in a cell, we must begin with an operator such as:",@,+,=,$,C
945,"Character formatting is the process of changing the way letters, numbers, punctuation marks, and symbols appear on the screen and in print.",Document,Character,Paragraph,Object,B
946,PNG is a file extension of:,Audio,Video,Image,Flash,C
947,The date and time of a computer are changed from the:,Control unit,Control panel,Control CPU,None of these,B
948,What should be done after fixing a problem or installing a new application or making a configuration change in a computer?,Hibernate,Restart,Shutdown,Sleep,B
949,What happens if you press Ctrl + Shift + F8 in Microsoft Word?,It activates extended selection,It activates the rectangular selection,It selects the paragraph on which the insertion line is,None of above,B
950,What is the name of Google's Parent Company?,Alphabet Inc,Amazon,The Priceline Group,None of these,A
951,Switching between portrait and landscape modes involves the:,Header and footer toolbar,Print layout view,Page setup dialog box,None of the above,C
952,How many languages does MS Office support?,98,102,145,163,B
953,"A device, which is not connected to CPU, is called as:",Land-line device,On-line device,Off-line Device,Device,C
954,Another name for free software is:,Free software,Customized software,Public Domain Software,None of these,C
955,Which key deletes the character to the right of the cursor in MS Word?,Delete,Backspace,End,None of these,A
956,A set of rules for telling the computer what operations to perform is called a:,Procedural language,Structures,Natural language,Programming language,D
957,"To move to the next cell in a row in Ms Excel, you press:",Tab,Shift,Space,None of these,A
958,Money transfer through mobile is called:,IFSC,IMPS,ATM,IFS,B
959,"MS Office provides help in many ways, which of these is one of them?",Help menu,What is this?,Office Assistant,All of the above,D
960,"In MS PowerPoint, we can go to the next slide by:",Enter Button,Mouse,Spacebar,All of these,D
961,"In MS Word 2010, to use the Spelling and Grammar option, one has to click on the Review tab and within the Proofing group, click on 'Spelling & Grammar'.","Design, Tracking","Review, Proofing","Review, Compare","View, Language",B
962,A computer cannot 'boot' if it does not have the:,Compiler,Loader,Operating System,Assembler,C
963,The first electronic computer was developed by:,J.V. Attansoff,Bill Gates,Simur Cray,Winton Serf,A
964,What is the capacity of a two-sided DVD?,8.8 GB,9.2 GB,10 GB,9.4 GB,D
965,Which value remains unchanged in MS Excel:,Constant,Function,Variable,None of these,A
966,LAN stands for:,Limited Area Network,Logical Area Network,Local Area Network,Large Area Network,C
967,Editing is the process of making changes to a document's existing content.,Creating,Editing,Cutting,Forming,B
968,Which Shortcut keys are used to strikethrough a highlighted selection in Excel?,Ctrl+4,Ctrl+5,Ctrl+6,None of these,B
969,'The function of a _ is similar to that of a mouse:,Joystick,Keyboard,Camera,Monitor,A
970,"In Microsoft PowerPoint, two kinds of sound effects files that can be added to the presentation are:",.wav files and .mid files,.wav files and .gif files,.wav files and .jpg files,.jpg files and .gif files,A
971,"""Adobe Flash"" is an example of:",Spread sheet,Multimedia software,Utility software,File manager,B
972,PRINT INPUT is:,An error,Execution,Logical,Syntax,D
973,What is the extension of Microsoft Word files?,DOT,TXT,FIL,DOCX,D
974,To display the contents of a folder in Windows Explorer you should:,Click on it,Collapse it,Name it,Give it a password,A
975,Which tool in MS Office is used to copy and paste character and paragraph formats to existing text?,Format Painter,Paste special,Text box,None of these,A
976,"To create an interactive Pivot Table for the web, you use a Microsoft Office Web component called:",Pivot Table Report,Pivot Table List,Pivot Table Field List,HTML,A
977,Which of the following can you use to add times to the slides in a presentation?,Microsoft graph,Microsoft Table,Microsoft Excel,Microsoft Word,C
978,Which of the following actions can you perform with your browsing history?,Change settings,View previously visited sites,Find and Edit,View Bookmarks and Lists,B
979,"In MS PowerPoint, ""on mouse click"" option can be used by:",Insert & on mouse click,Format & on mouse click,Transition & on mouse click,Home & Mouse Click,C
980,Which of the following software could assist someone who cannot use their hands for computer input?,Video conferencing,Speech recognition,Audio digitizer,Synthesizer,B
981,Which of the following cannot be a part of an E-mail address?,Underscore ( _ ),Space ( ),At sign (@),None of these,B
982,HTML is the basic language used to create:,Databases,Spreadsheets,Web pages,Desktop publishing,C
983,What is the shortcut key to center align the selected text?,Ctrl + W,Ctrl + E,Ctrl + U,Ctrl + C,B
984,"In Ms Word, the mailing list is known as the:",Data source,Sheet,Data sheet,Source,A
985,MS Excel is:,System software,Driver,Application software,None of these,C
986,The speed of an internet connection is measured in:,GHz,Dpl,Ppm,Mbps,D
987,Shut down option is available on:,Start Menu,Taskbar,Status Bar,Title Bar,A
988,Which of the following are input devices?,Keyboard,Mouse,Card Reader,All of above,D
989,With which view can you see how text and graphics will appear on the printed page in a Word Document?,Normal,Print Layout,Outline,Web Layout,B
990,The typical computer criminal is a(n):,Young hacker,Trusted employee with no criminal record,"Trusted employee with a long, but unknown criminal record",Overseas young cracker,B
991,The physical part of a computer is known as:,Software,Hardware,Operating System,System Unit,B
992,The ability to read or write each piece of information in a storage device in approximately the same length of time regardless of its location is:,Sequential Access,Random Access,Raster Scan,Search,B
993,How many columns can you insert in a word document in maximum?,35,45,55,63,D
994,A combination of 16 bits is called:,Bit,Word,Nibble,Memory,B
995,"""Adobe Flash"" is an example of:",Spreadsheet,Multimedia software,Utility software,File manager,B
996,Cyber Technology involves:,Infrastructure destroying,Spying,Network security,All of these,D
997,The time during which a job is processed by the Computer is:,Real Time,Required Time,Execution Time,None of above,C
998,Which one is not a function by that exact name in MS Excel:,MAX,MIN,AVG,None of these,C
999,"In Microsoft PowerPoint, two kinds of sound effects files that can be added to the presentation are:",.wav files and .mid files,.wav files and .gif files,.wav files and .jpg files,.jpg files and .gif files,A
1000,RAM is ____:,Volatile,Non - Permanent,Primary Memory,All of these,A
1001,"When a peripheral device needs immediate attention from the operating system, it generates a(n):",Spool,Interrupt,Stack,Page file,B
1002,Which shortcut key is used to Print the document?,Ctrl+P,Ctrl+I,Ctrl+K,Ctrl+W,A
1003,A wireless technology built into electronic gadgets used for exchanging data over short distances is:,Bluetooth,Wifi,Modem,USB,A
1004,Who is the father of the Internet?,Charles Babbage,Vint Cerf,Dennis Ritchie,Martin Cooper,B
1005,1 Byte =:,8 bits,4 bits,2 bits,9 bits,A
1006,A compiler is a:,System program that converts instructions to High-Level Language,System program that converts instructions to Machine Language,System program that converts instructions to Low-Level Language,None of these,B
1007,Cursor on the screen can be moved by:,Mouse,Scanner,MICR,Digital Camera,A
1008,Editors is system software to facilitate the editing of text and data.,MS Word,Editors,PowerPoint,MS publisher,B
1009,"A network that covers a large area, city, country, and beyond is called:",LAN,WAN,Router,Bridge,B
1010,A hard disk becomes totally inaccessible when a computer virus corrupts its:,Boot Sector,Partition Table,File Allocation Table,None of these,B
1011,One byte is equal to how many bits:,2,4,6,8,D
1012,A procedural language is a 3rd generation language.,1st,2nd,3rd,4th,C
1013,"A/an ____ contains information like text, images, or music.",Gadget,File,Keyboard,Internet browser,B
1014,Junk e-mail is also called:,Spam,Spool,Spoof,None of these,A
1015,The Hypertexts are documents linked to one another through the concept of:,Pointers,Variables,Stacks,Arrays,A
1016,Select a Table style to apply a predefined format to a Word 2016 table.,Table style,Table format,Format Style,None of above,A
1017,Microsoft Office Accounting is:,A tool for managing business finances,Project management software to keep track of events and to create network charts and Gantt charts,Diagram and flow-charting software,None of these,A
1018,"In a Windows PC, the shortcut key for redoing the last action in Microsoft PowerPoint is:",CTRL + R,CTRL + Z,CTRL + Y,CTRL + O,C
1019,"In Microsoft Word, a template stores:","Graphics, text, styles, macros",Customized word command setting,Auto text entries,All of above,A
1020,Who developed the first Turing Machine:,Alan Turing,Charles Babbage,John von Neumann,George Boole,A
1021,COMPUTER stands for:,Competent Operated Machine Particularly Used for Technical Education and Research,Commonly Operated Machine Particularly Used for Technical Education and Research,Commonly Operated Machine Particularly Used for Trade Education and Research,Commonly Operated Machine Particularly Used for Technical Electron and Research,B
1022,When you point to a text entry in the Office Clipboard gallery in the Clipboard task pane:,The first several characters of text in the item display as a ScreenTip,The text entry is deleted from the Office Clipboard gallery,The text entry is pasted into the document at the location of the insertion point,All of the above,A
1023,'Slide _ are the effects that determine how a slide moves in and out of view in the slide show:,Animation,Transition,Layout,Templates,B
1024,Types of e-commerce are:,Business-to-Business (B2B),Consumer-to-Consumer (C2C),Business-to-Consumer (B2C),All of above,D
1025,A collection of related worksheets is called:,Workbook,File,Group,None of these,A
1026,Handheld devices are called?,Software,Hardware,Both A & B,None of these,B
1027,"How many columns, in maximum, can you insert in a Word document?",35,45,55,63,D
1028,The first page of any website is called:,Desktop,Home page,Web page,Open page,B
1029,What does a VLOOKUP function do?,Increases the font of text,Prints the content of an Excel sheet,Searches for a value in the column,Detects a value in the column,C
1030,Ctrl + Y Shortcut is used in Microsoft Word to:,Undo the last Action,Repeat the last Action,Delete the last page,Delete the first page,B
1031,Cursor is a:,Thin Blinking line,Pointing device,Pixel,All of these,D
1032,Which of these terms refers to the sharpness or clarity of an image?,Width,Resolution,Dot pitch,Depth,B
1033,A .PPT file executes MS PowerPoint.,Powerpnt.exe,MSPPT.exe,PPT.exe,None of these,C
1034,"The term ""Chart Wizard data"" in MS Excel refers to:",Vertical axis,Horizontal axis,Both (A) and (B),None of these,C
1035,Which one is incorrect?,10+17,B1B2,B117,None of these,D
1036,Crimes committed using computers and Internet are called:,Crime against person,Violent crime,Security crime,Cybercrime,D
1037,"In PowerPoint 2016, the 'Rehearse Timings' option is available in:",Home Tab,Slide Show Tab,Review Tab,Design Tab,B
1038,The _______ command is used to convert an MS Word document to a PDF document.,Print,Save As,Save,None of these,B
1039,Which of these will not select all the cells in a document?,Using the Edit - Select All menu,Pressing Ctrl + A on the keyboard,Clicking three times with the right mouse button in the spreadsheet,None of These,C
1040,RAM is an example of:,Secondary memory,Primary memory,Both a and b,None,B
1041,A dialogue box is an additional set of commands that the computer displays after you make a selection from the main menu.,Dialogue box,Sub menu,Menu selection,All of the above,B
1042,"When two people collaborate on an online document at the same time, they are collaborating ______.",In CloudEdit,By Tracking,Synchronously,Independently,C
1043,What is the keyboard shortcut for creating a chart from the selected cell range?,F2,F4,F8,F11,D
1044,IP stands for:,Internet Process,Internet Protocol,Internet Procedure,None of these,B
1045,JPEG stands for:,Joint Photo Electronic Group,Joint Picture Electronic Group,Joint photographic experts group,Joint Picture Expert Group,C
1046,"In 1940, the first electronic computer was invented by:",Clifford Bery,George Boole,Atanasoff and Berry,John V.Atanasoff,C
1047,Websites use information called _____.,Proxy,Defender,Tracker,Virtual private network,C
1048,"When different computers connect with each other, it is called a ____?",Bluetooth,Network,Infra-red,All of these,B
1049,Which of the following is a graphic file format extension?,GIF,JPEG,MPG,All of these,A
