Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
2038,The Objectives Resolution of 12 March 1949 was passed by the:,First Cabinet,Constituent Assembly,Second Constituent Assembly,None of the above,B
2039,In which year was the Arya Samaj founded?,1870,1875,1877,1878,B
2040,Hamza Shahbaz is the ____ Chief Minister of Punjab.,19th,20th,18th,22nd,A
2041,Which leader was elected as President of the All-India Khilafat Conference held in Delhi in 1919?,Mahatma Gandhi,Shaukat Ali,M. A. Jinnah,None of these,A
2042,Majlis-e-Shura was established in:,1977,1981,1985,1991,B
2043,What is the largest import item in Pakistan?,Palm oil,Gas,Ferrous waste,Petroleum,D
2044,Why did Gandhi observe a fast unto death ('Marn Vrat') in 1932?,"To protest against the Communal Award and separate electorates for ""depressed classes""",To pressurize the English government for independence,To stop Hindu-Muslim riots,To protest the arrest of Congress leaders,A
2045,The Kirthar National Park is in which province of Pakistan?,KPK,Sindh,Punjab,Balochistan,B
2046,Who did Quaid-e-Azam call the 'Show Boy' of Congress?,Mahatma Gandhi,Abul Kalam Azad,C. Rajagopalachari,None of these,B
2047,Few individuals significantly alter the course of history. Fewer still modify the map of the world. Hardly anyone can be credited with creating a nation-state. Mohammad Ali Jinnah did all three. Who made these remarks about Quaid-e-Azam?,Stanley Wolpert,Ian Stephens,Lawrence Ziring,None of these,A
2048,Hazara community is residing in which country:,Iran,Afghanistan,Pakistan,All of these,D
2049,PS stands for __________.,Pastel Support,Pay Service,Province of Sindh,Parliament Staff,C
2050,Who is the current head of the Pakistan Atomic Energy Commission?,Dr. Raja Ali Raza Anwar,Dr. Samar Mubarakmand,Dr. Saleem Ahmad,None of these,A
2051,The National Security Council established the National Command Authority in ___________.,in February 2000,in March 2000,in September 2000,None of these,A
2052,"The Residency of Quaid-e-Azam in Ziarat, where he stayed during the last days of his illness, was built in:",1892,1882,1883,1884,A
2053,Who was the Viceroy of India at the time of partition?,Sir Stafford,Lord Mountbatten,Sir Red Cliff,Sir Ganga Ram,B
2054,Which city was hit by the earthquake of 1935?,Muzaffarabad,Quetta,Attock,Peshawar,B
2055,The chairman and members of the local Zakat and Ushr committee shall hold office for:,2 years,3 years,5 years,6 years,B
2056,"After the demise of Quaid-i-Azam, who became the President of the Muslim League in 1948?",Liaquat Ali Khan,Chaudhry Khaliquzzaman,Sardar Abdur Rab Nishtar,Khawaja Nazimuddin,B
2057,"In which year did Jahangir marry Mehr-un-Nisa, who was later given the title of Nur Jahan?",In 1605,In 1616,In 1611,In 1624,C
2058,Which monthly journal was issued by Maulana Maududi?,Dawn,"' ""Tarjuman-ul-Quran""","' ""Al-Aman""","' ""Tablighi""",B
2059,Hujjat Allah Al Baligha was written by?,Sir Syed Ahmad Khan,Shah Waliullah,Syed Ahmad,None of these,B
2060,Which pass connects Chitral with the Wakhan Corridor of Afghanistan?,Baroghil Pass,Malakand Pass,Muztagh Pass,Dorah Pass,A
2061,Ch. Khaliquzzaman became president of which party after Quaid?,Awami League,Jinnah Awami League,Muslim League,Republican Party,C
2062,NA stands for __________.,National Army,National Academy,National Assembly,National Assets,C
2063,Ghazi Ilm-ud-Din was hanged in 1929 for assassinating which person?,Motilal Nehru,Mahashay Rajpal,Lord Birkenhead,Syed Ataullah Shah Bukhari,B
2064,Which pass connects Qila Abdullah with Chaman?,Khojak Pass,Baroghil Pass,Dargai Pass,Malakand Pass,A
2065,What are the average minimum and maximum June/July temperatures in the plains of Pakistan?,30°C to 48°C,24°C to 32°C,18°C to 36°C,10°C to 24°C,A
2066,The Sialkot-Lahore Motorway is designated as _______.,M-11,M-5,M-3,M-12,A
2067,When did the Soviet Union officially dissolve?,"On September 26, 1991","On December 26, 1991","On September 26, 1992","On December 26, 1992",B
2068,Who succeeded Zia-ul-Haq as President of Pakistan?,Nawaz Sharif,Benazir Bhutto,Ghulam Ishaq Khan,Pervez Musharraf,C
2069,Who opened the AIML branch in London in 1908?,Maulana Muhammad Ali Johar,Syed Amir Ali,Liaquat Ali Khan,Allama Iqbal,B
2070,Which Article of the Constitution gives the Supreme Court Suo Motu powers?,Article 84(3),Article 184(3),Article 78(3),Article 122(3),B
2071,Which river joins the Indus River at Attock?,Kabul River,Kunar River,Hakra River,None of These,A
2072,The weekly 'Al-Hilal' was started by ____________.,Abul Kalam Azad,Jawaharlal Nehru,M. K. Gandhi,Iqbal,A
2073,When was the National Database and Registration Authority (NADRA) established?,"On March 10, 2000","On August 10, 2001","On October 20, 2002","On December 20, 2002",A
2074,What was the real name of Titu Mir?,Nisar Ali,Syed Ahmad,Muhammad Ali,None of them,A
2075,Who was the first Chairman of the Pakistan Atomic Energy Commission (PAEC)?,Dr. I. H. Usmani,Dr. Abdus Salam,Dr. Nazir Ahmad,Mr. Saleem Mehmud,C
2076,Sir Syed Ahmed Khan returned from his trip to England in _________.,In 1869,In 1870,In 1871,In 1872,B
2077,How many members were in the Cabinet Mission of 1946?,2,3,4,5,B
2078,Sindh Sagar Doab area is situated in the desert of ________.,Gobi,Thar,Thal,Sahara,C
2079,What does NEC stand for?,National Economic Council,National Executive Council,National Engineering Commission,National Economic Committee,A
2080,Who was Pakistan's Chief of Air Staff in the 1965 war?,Anwar Shamim,Noor Khan,Jamal Khan,None of these,B
2081,When did the Congress ministries resign from their offices?,In November 1927,In February 1928,In February 1929,In October 1939,D
2082,The Third Round Table Conference in 1932 was held in which city?,Delhi,London,Bombay,Karachi,B
2083,Who was the first elected president of Pakistan?,Ayub Khan,Iskander Mirza,Z.A. Bhutto,Benazir Bhutto,A
2084,"The ""Arya Samaj"" was against ___________.",Muslims,Christians,Sikhs,All of the above,D
2085,S.H.O stands for:,Station Head Officer,Station House Officer,Station High Officer,None of these,B
2086,Who floated the idea for the establishment of the 'Anjuman-e-Himayat-e-Islam'?,Maulana Shibli,Qazi Hamid-ud-Din,Munshi Charagh Din,None of these,A
2087,Who among the following is the current Secretary-General of SAARC?,Ahmed Saleem,Amjad Hussain Sial,Arjun Bahadur Thapa,Ghulam Sarwar,D
2088,The coronation ceremony of Qutbuddin Aibak in 1206 AD was held in which city?,Delhi,Ghazni,Lahore,Multan,C
2089,"At the time of the 18th Amendment in the 1973 constitution of Pakistan, who was the President of Pakistan:",Nawaz Sharif,Asif Ali Zardari,Muhammad Khan Junejo,Mamnoon Hussain,B
2090,PARC Research firm signed MOU to promote:,Agricultural sector,Industrial sector,Automation sector,None of these,A
2091,Nandana Fort is in:,Jhelum,Larkana,Sibbi,None of these,A
2092,When did Quaid-i-Azam Muhammad Ali Jinnah born?,"On December 25, 1874","On December 25, 1875","On December 25, 1876","On December 25, 1873",C
2093,Ormara Port is in which province of Pakistan?,Punjab,Sindh,KPK,Balochistan,A
2094,The satellite Badr-1 was designed and fabricated by ________ in Pakistan.,KRL,Kamra Aeronautical Eng.,SUPARCO,KANNUP,C
2095,Sardar Abdur Rab Nishtar was the Governor of __________.,Gilgit-Baltistan,Khyber Pakhtunkhwa,Punjab,Sindh,C
2096,Pakistan is placed in the world population-wise on ________ number.,8th,10th,11th,5th,D
2097,The joint military training exercise 'Druzhba-III' was held between the following countries?,India and Afghanistan,Pakistan and China,USA and Israel,Russia and Pakistan,D
2098,Waris Shah was the author of:,Heer Ranjha,Sassu Pannu,Qissa Sohni Mahiwal,None of these,A
2099,Which article of the Constitution of Pakistan 1973 deals with the National Economic Council?,Article 122,Article 137,Article 156,Article 174,C
2100,What is the total height of the K2 Peak?,"8,210 m","8,410 m","8,611 m","8,511 m",C
2101,When was the Nehru Committee constituted to propose the future constitution of India?,In February 1927,In February 1928,In February 1929,None of these,B
2102,The national anthem of Pakistan was written by _________.,Quaid-e-Azam,Allama Iqbal,Hafeez Jalandhri,Chaudhry Rehmat Ali,C
2103,Who was the first Commander-in-Chief of the Pakistan Army?,G.M. Ayub Khan,Gen. George Murphy,Gen. Sadique Chaudhry,Gen. Frank Messervy,D
2104,Which Indian personality received the award of Nishan-e-Pakistan?,Jawaharlal Nehru,Morarji Desai,Lal Bahadur Shastri,None of these,B
2105,The Boundary Commission to demarcate the borders of India and Pakistan was headed by:,Lord Mountbatten,Sir Cyril Radcliffe,Clement Attlee,Sir Stafford Cripps,B
2106,What was the relationship between Muhammad Bin Qasim and Hajjaj Bin Yousaf?,Brother,Father,Grandfather,Nephew and Son-in-law,D
2107,In which year did the Kargil conflict take place between India and Pakistan?,1998,1999,2000,2001,B
2108,The first city attacked by Muhammad bin Qasim in Sindh was?,Arore,Multan,Mansura,Debal,D
2109,"The Asiatic Society, to enhance oriental research, was formed in 1784 by:",William James,William Jones,Wellesley,None of the above,B
2110,The Basic Principles Committee (BPC) was presided over by:,Liaquat Ali Khan,Maulvi Tamizuddin Khan,Muhammad Ali Jinnah,Chaudhry Muhammad Ali,B
2111,When is PCB (Pakistan Cricket Board) affiliated with the ICC?,"On July 28, 1948","On July 28, 1950","On July 28, 1952","On July 28, 1954",C
2112,The death anniversary of Allama Iqbal is observed on:,on 21 April,on 21 May,on 21 June,on 21 July,A
2113,Murree was constructed in 1853 at ____.,Sunny Bank,Nathia Gali,Sher Bangala,None of these,A
2114,By whom was Quaid-e-Azam titled the 'Ambassador of Hindu-Muslim Unity'?,Muhammad Shafi,Sarojini Naidu,Abul Kalam Azad,Allama Iqbal,B
2115,Name the Prime Minister of India at the time of the 1965 War:,Indira Gandhi,Lal Bahadur Shastri,Morarji Desai,Sanjay Gandhi,B
2116,"What was the real name of Mian Tansen, the most well-known musician of Akbar's court?",Mahesh Das,Ramtanu Pandey,Abul Fazl,Todar Mal,B
2117,Who constructed five canals to alleviate water scarcity in the Delhi Sultanate?,Alauddin Khalji,Ghiyas-ud-Din Tughlaq,Feroz Shah Tughlaq,Akbar,C
2118,The State Bank of Pakistan was established on ____________.,"On June 30, 1948","On June 29, 1948","On June 28, 1948","On July 1, 1948",D
2119,When did Fatima Jinnah join the All-India Muslim League?,In 1939,In 1927,In 1947,In 1949,A
2120,"According to which Constitution, Pakistan was officially named Islamic Republic of Pakistan:",1956,1962,1973,None of these,A
2121,Pakistan began observing February 5 as Kashmir Day to reiterate solidarity with the people of Jammu and Kashmir in ________.,In 1948,In 2004,In 2009,None of these,B
2122,What was the Muslims' main demand in the Lucknow Pact?,Abolition of separate electorate,One-third representation in central government,Partition of India,Swaraj,B
2123,Military courts had been established to deal with the cases related to terrorism under ____ amendment?,19th,20th,21st,None of these,C
2124,Who presented the Objective Resolution in the Constituent Assembly?,Quaid-e-Azam,Liaquat Ali Khan,Ghulam Muhammad,Khawaja Nazimuddin,B
2125,"When did Allama Iqbal deliver his famous Allahabad Address, outlining a vision for a Muslim state?",In December 1930,In March 1932,In May 1932,In April 1932,A
2126,Who was the Chief Minister of Balochistan with the shortest time in office in one go?,Sardar Attaullah Mengal,Aslam Raisani,Abdul Quddus Bizenjo,Zulfiqar Magsi,D
2127,Who founded the Arya Samaj?,Swami Shardhanand,Dayananda Saraswati,Maulana Maududi,Syed Ahmad Barelvi,B
2128,Which country first accepted Pakistan?,Iran,Saudi Arabia,America,None of these,A
2129,When was Mohenjo-daro discovered?,In 1922,In 1925,In 1929,In 1930,A
2130,The All India Muslim Students Federation was formed in 1937 by:,Muhammad Ali Jinnah,Raja Sahib of Mehmudabad,Liaquat Ali Khan,I. I. Chundrigar,B
2131,Lyari war was introduced in which year in the sub-continent:,2008,2009,2010,2012,D
2132,When did Quaid-e-Azam return to India on the fervent appeal of Muslims?,In 1934,In 1935,In 1936,In 1937,A
2133,The Gandhi Singh Border connects ____.,Sialkot-Wagah,Ferozpur-Kasur,Amritsar-Lahore,None of these,B
2134,"""Takht Bhai"", an ancient place, is situated in?",Charsadda,Malakand,Mardan,Peshawar,C
2135,The Kaghan Valley is often called the ________.,Diamond of the Himalaya,Pearl of the Himalaya,Heart of the Himalaya,None of them,B
2136,The production of gram was estimated at ________ thousand tons in the economic survey of 2011-12.,483.3,493.3,473.3,None of these,B
2137,When did East Pakistan become Bangladesh?,on 16th December 1971,on 14th August 1971,on 23rd March 1971,on 16th December 1970,A
2138,Which king of the Tughlaq dynasty is sometimes compared with Akbar for his administrative reforms?,Ghiyasuddin Tughlaq,Muhammad bin Tughlaq,Sultan Feroz Shah Tughlaq,Nasir-ud-Din Mahmud Shah Tughlaq,C
2139,Which is the biggest mosque in Pakistan?,"Jamia Mosque, Karachi","Chandni Mosque, Peshawar","Shahi Mosque, Lahore","Faisal Mosque, Islamabad",D
2140,Who annulled the Partition of Bengal in 1911?,Lord Curzon,King George V,Lord Hardinge,Lord Minto,B
2141,Pakistan's share Rs. 700 million was actually paid by:,in 1949,in 1948,in 1950,in 1951,B
2142,"Which city is known as the ""Gateway to Pakistan""?",Lahore,Islamabad,Karachi,Peshawar,C
2143,British signed the Treaty of Durand line with ___________.,Wazir Akbar Khan,Dost Muhammad Khan,Abdur Rehman Khan,Jamal Khan Barakzai,C
2144,When was the boundary agreement with China signed?,in 1962,in 1963,in 1965,in 1966,B
2145,How many articles were there in the constitution of 1956?,200,234,250,280,B
2146,Pakistan made its first boundary agreement with Iran in:,in May 1960,in April 1961,in July 1960,in August 1960,A
2147,Bicameral system of legislature was introduced in Pakistan under the ____ Constitution.,Legal Framework (LFO),1956,1962,1973,D
2148,The ________ sector is the biggest consumer of petroleum products in Pakistan.,Industry,Household,Transport,Power,C
2149,The first census in India was conducted during the period of:,Lord Lytton,Lord Ripon,Lord Mayo,Lord Curzon,C
2150,Pakistan's first cabinet was sworn in on:,"on 14th August, 1947","on 15th August, 1947","on 20th August, 1947","on 25th August, 1947",B
2151,Karez is a drainage system used in:,KPK,Balochistan,Sindh,Punjab,B
2152,The Supreme Judicial Council is comprised of how many Judges?,3,5,6,17,B
2153,"In India, English education was first initiated in Bengal in:",in 1813,in 1829,in 1835,in 1854,C
2154,Which pass connects the district of Dir with the Kohistan district?,Dargai Pass,Badawi Pass,Kilik Pass,Tochi Pass,B
2155,Quaid-e-Azam served as Governor-General of Pakistan for _________ months.,12 months,13 months,14 months,None of these,B
2156,A gathering of 35 prominent Indian Muslim leaders led by the Aga Khan III at the Viceregal Lodge in ______ in 1906.,Delhi,Dhaka,Simla,Kolkata,C
2157,Who was the Viceroy of India from 1899 to 1905?,Lord Curzon,Lord Irwin,Lord Mountbatten,Lord Attlee,A
2158,How many votes from FATF members did Pakistan need to exit the grey list?,10,12,14,None of these,B
2159,"The Shrine of ""Lal Shahbaz Qalandar"" is situated in __________.",Shahbaz Nagar,Uch Sharif,Sehwan Sharif,Karachi,C
2160,The largest coal reserves in Pakistan are found in ___________.,Thar,Karachi,Thal,Thatta,A
2161,What was the election symbol of Fatima Jinnah in the Presidential Election of 1965?,Star,Moon,Laltain,Ball,C
2162,Which article of the Constitution of Pakistan deals with the national language?,Article 251,Article 261,Article 271,None of these,A
2163,Pakistan's first coin was issued on _________.,"On June 3, 1948","On June 6, 1949","On January 3, 1948",None of these,C
2164,The Wazir Khan Mosque is in _________.,Abbottabad,Lahore,Rawalpindi,Islamabad,B
2165,Who was the Chief of Army Staff of Pakistan in 1970?,General Ayub Khan,General Yahya Khan,General Tikka Khan,General Zia-ul-Haq,B
2166,The Simla Deputation demanded a separate electorate for the Muslims:,In a joint electorate system,With separate constituencies,Without any special representation,Only in Bengal,B
2167,The first administrator of Karachi was __________.,Muhammad Ghulam,Syed Hashim Raza,Chaudhry Muhammad Ali,None of the above,B
2168,The major source of energy in Pakistan is:,Nuclear,Oil and Gas,Petroleum products,None of these,B
2169,When did the Muslim League join the Interim Government?,17047,17100,17107,17030,B
2170,The first coin of Pakistan was designed by __________.,A. R. Chughtai,Abdul Majeed,Brandley,Douglas Gray,C
2171,The 18th Amendment was passed in the reign of which President?,Mamnoon Hussain,Asif Zardari,Arif Alvi,None of these,B
2172,Wazir Mansion is the birthplace of which person?,Sir Syed Ahmad,Quaid-e-Azam,Allama Iqbal,G.I. Khan,B
2173,Which is the most urbanized province in Pakistan?,Khyber Pakhtunkhwa,Sindh,Punjab,Balochistan,B
2174,Who translated the Pakistan resolution into Urdu?,Maulana Zafar Ali Khan,Allama Iqbal,Hafeez Jalandhari,Deputy Nazir Ahmad,A
2175,The Muslim League was established in 1906. Which city was decided to be its initial headquarters?,Delhi,Bombay,Lucknow,Aligarh,D
2176,"On the advice of the Prime Minister and the Chief Minister, the President and the Governor are bound to dissolve the assemblies within:",24 hours,48 hours,72 hours,96 hours,B
2177,The Constitutional Reforms introduced in British India in 1909 are generally referred to as:,Montagu-Chelmsford Reforms,The Simon Commission Report,The Morley-Minto Reforms,The Cripps Mission,C
2178,The first battle of Panipat was fought between ________.,Babur and Ibrahim Lodhi,Humayun and Sher Shah Suri,Akbar and Hemu,None of these,A
2179,The newly constructed Gomal Zam Dam is located in:,Gilgit Baltistan,FATA (KPK),AJK,Balochistan,B
2180,The Younis Khan Sports Complex is situated in which city?,"Miranshah, North Waziristan","Wana, South Waziristan",Bannu,Peshawar,A
2181,Articles 176 to ________ of the 1973 Constitution deal with the Supreme Court of Pakistan.,190,191,192,193,B
2182,Who was the Lord of India during the Second World War?,Lord Irwin,Lord Linlithgow,Lord Harding,None of these,B
2183,How many sources of rainfall are in Pakistan?,One,Two,Three,Four,D
2184,Which two commanders were sent by Hajjaj and failed in their campaigns against Sindh before Muhammad bin Qasim?,Sisakar and Kiska,Ubaidullah and Budail,Yazid and Muhallab,Qasim and Naheed,B
2185,When was the Zakat & Ushr Ordinance promulgated?,in 1978,in 1980,in 1982,in 1979,B
2186,How many articles are there in the 1962 Constitution?,230,250,280,565,B
2187,The end of the War of Independence 1857 was officially declared in:,in August 1858,in September 1858,in October 1858,in November 1858,D
2188,In which year did Sir Syed receive the title of Knighthood?,In 1885,In 1886,In 1887,In 1888,D
2189,Port Qasim is near which city of Pakistan?,Lahore,Gwadar,Karachi,None of these,C
2190,"Which of the following is a ""traditional sport"" of Punjab?",Malakhra,Kabaddi,Buzkashi,Pallankuzhi,B
2191,The system of diarchy remained operational during:,1921-1937,1922-1937,1923-1937,None of these,A
2192,The name 'Peshawar' is popularly believed to mean ________.,City of Flowers,City of Tombs,City of Gardens,None of them,A
2193,Liaquat Ali Khan was killed by:,Aslam Khan,Naeem Agha,Said Akbar,None of these,C
2194,Payam-e-Mashriq is an answer to ________.,Ibn-Arabi,Marri,Dante,Goethe,D
2195,First census in India was made in the period of:,Lord Curzon,Lord Canning,Lord Mayo,None of these,C
2196,In which of the following cities was the first Dry Port of Pakistan established?,Lahore,Islamabad,Peshawar,Faisalabad,A
2197,When was the Securities and Exchange Commission of Pakistan (SECP) founded?,"On January 1, 1997","On January 1, 1999","On January 1, 2001","On January 1, 2002",B
2198,Which is the largest lake in the world by surface area?,Caspian Sea,Lake Superior,Sea of Okhotsk,None of these,A
2199,The Scientific Society of Sir Syed Ahmed Khan translated modern works from ____________.,English to Urdu,Urdu to English,Persian to Urdu,Arabic to Urdu,A
2200,When did the US accept the nuclear status of Pakistan?,2002,2004,2006,2008,B
2201,"How many men were required to pull the manjaneeq named ""The Bride""?",100,250,400,500,D
2202,Pakistan National Anthem was approved in:,in Aug-47,in Aug-51,in Aug-54,None of these,C
2203,When did Taiwan separate from China?,1947,1949,1963,1977,B
2204,The University of Karachi was established in:,1948,1949,1950,1951,B
2205,When did Pakistan join the World Bank?,1948,1949,1950,None of these,C
2206,"In the 1945-46 elections, the Muslim League formed a government in:",Punjab and Sindh,Bengal and Sindh,NWFP only,United Provinces,B
2207,The Cabinet Mission arrived in India in ___________.,In 1944,In 1945,In 1947,In 1946,D
2208,On which date did Gandhi launch the Civil Disobedience Movement?,13-Mar-30,11054,10984,11274,A
2209,The Pakistani scientist who worked under Albert Einstein was:,Dr. Salimuzzaman Siddiqui,Muhammad Raziuddin Siddique,Dr. Munir Ahmad Khan,Dr. Abdus Salam,B
2210,Pakistan recognized China in:,in 1948,in 1949,in 1950,in 1951,C
2211,Who was the first Governor of Gilgit-Baltistan?,Qamar-uz-Zaman Kaira,Begum Shama Khalid,Wazir Baig,Pir Karam Shah,B
2212,The Chauri Chaura incident took place in the Gorakhpur district on ________.,"On February 8, 1922","On February 4, 1922","On February 5, 1922","On February 6, 1922",B
2213,"Who accepted Akbar's ""Din-i-Ilahi""?",Maan Singh,Birbal,Todar Maal,Tansen,B
2214,Arfa Karim is famous owing to:,Youngest Certified Apple Professional,Youngest Certified Microsoft Professional,Youngest Certified Amazon Professional,Youngest Certified Windows Professional,B
2215,Sami Ullah Khan is famous in which sport:,Cricket,Hockey,Squash,Football,B
2216,Who was the first Chief Minister of Khyber Pakhtunkhwa?,Khan Abdul Qayyum Khan,Sahibzada Zafar Ali Khan,Abdul Ghafoor Hoti,None of them,A
2217,POA stands for:,Pakistan Olympic Association,Punjab Olympic Association,Private Olympic Association,None of these,A
2218,"According to the Objective Resolution, sovereignty over the entire universe belongs to:",Allah Almighty,Government of Pakistan,People of Pakistan,None of these,A
2219,"In the National Assembly of Pakistan, minorities are allocated ____ seats.",9,10,8,7,B
2220,Who started the Faraizi Movement in Bengal?,Haji Shariatullah,Allama Muhammad Iqbal,Maulana Muhammad Ali Jauhar,Sir Aga Khan,A
2221,The Duddar Lead-Zinc mine is situated in Balochistan's __________ district.,Sibi,Lasbela,Bolan,Qilla Abdullah,B
2222,The shortest-serving Governor in Sindh's history is _______.,Murad Ali Shah,Dr. Ishratul Ebad,Justice (R) Saeed-uz-Zaman Siddiqui,Khursheed Shah,C
2223,Kashmir was sold to Gulab Singh in _________.,In 1845,In 1865,In 1890,In 1846,D
2224,Quaid-e-Azam Jinnah The Story of a Nation is a biography of Quaid-e-Azam written by:,Ayesha Jalal,G. Allana,Stanley Wolpert,Hector Bolitho,B
2225,Who was the shortest-serving Chief Justice of Pakistan?,Mohammad Haleem,Muhammad Shahabuddin,Mian Abdur Rashid,Iftikhar Muhammad Chaudhry,B
2226,"How did the reign of Alauddin Alam Shah, the last Sayyid ruler, end?",He was assassinated,He died in battle,He voluntarily abdicated,He was exiled,C
2227,India has constructed the Baglihar Dam on the __________ river.,Chenab,Indus,Sutlej,Jhelum,A
2228,Pakistan's ideology is based on the ideals of:,Democracy,Theocracy,Islam,None of these,C
2229,"Name the code name for the US Seals operation in Abbottabad, in which Osama bin Laden was killed:",Geronimo,Lionheart,Enduring Freedom,Neptune Spear,D
2230,The Sukkur Barrage is also known as the ___________.,Chenab Barrage,Kandyaro Barrage,Ravi Barrage,Lloyd Barrage,D
2231,What is the length of the common border between India and Pakistan?,1400 km,1610 km,1800 km,2100 km,B
2232,Shah Burj was constructed by which Mughal Empire?,Aurangzeb,Jahangir,Shah Jahan,Babar,C
2233,Where is the Chaukhandi graveyard located?,Nawabshah,Karachi,Dadu,Jamshoro,B
2234,President of China confers the highest Chinese scientific award to which Pakistani Scientist?,Prof. Dr. Atta-ur-Rahman,Dr. Abdul Qadeer Khan,Dr. Samar Mubarakmand,None of these,A
2235,When did Lord Curzon announce the Partition of Bengal?,"on 16th October, 1904","on 16th October, 1905","on 16th October, 1906","on 16th October, 1907",B
2236,The Lahore Resolution was called the Pakistan Resolution by ________?,Muslim press,Hindu press,English press,None of these,B
2237,The Islamabad-Peshawar Motorway (M-1) is __________ long.,155 km,197 km,220 km,270 km,A
2238,The name of the daughter of Quaid-e-Azam was:,Maryam,Dina,Khadija,None of these,B
2239,Indus Water Treaty was signed in:,1960,1958,1961,1965,A
2240,"At the time of the 18th Amendment in the 1973 constitution of Pakistan, who was the President of Pakistan:",Nawaz Sharif,Asif Ali Zardari,Muhammad Khan Junejo,Mamnoon Hussain,B
2241,How did Quaid-i-Azam react to the rejection of his amendments to the Nehru Report?,Accepted the report,Called for new elections,"'Said, ""Hindu India and Muslim India parted and parted forever""",Joined the Congress Party,C
2242,Which of the following Mughal rulers banned music in his regime?,Akbar,Jahangir,Shah Jahan,Aurangzeb,D
2243,Dr. Abdul Qadeer Khan did his Ph.D. from:,Cambridge University,"KU Leuven, Belgium",Berlin Technical University,University of Amsterdam,B
2244,Who first thought of the possibility of a Muslim republic embracing the present Central Asian states in the northwest of the subcontinent?,Abdul Halim Sharar,Syed Jamal-ud-Din Afghani,Ch. Rehmat Ali,None of these,B
2245,"In 1966, Sheikh Mujibur Rahman, leader of the ""Awami League"", made public his controversial ______ point formula.",4,5,6,7,C
2246,When did Quaid-e-Azam become the permanent President of the All India Muslim League?,1913,1924,1934,None of these,C
2247,Bhikki Power Plant is located in District:,Sheikhupura,Sahiwal,Hyderabad,Badin,A
2248,Name the largest desert of Pakistan.,Thal,Thar,Cholistan,None,B
2249,"The Nimoo Bazgo Power Project is a run-of-the-river power project on the ________ River, situated at Alchi village, 75 kilometers from Leh in Indian-occupied Jammu and Kashmir.",Neelum,Jhelum,Chenab,Indus,D
2250,"Who wrote the book ""India Wins Freedom""?",Abul Kalam Azad,Jawahar Lal Nehru,Raja Gopal Acharya,None of these,A
2251,The Indus Waters Treaty was signed in:,1958,1960,1962,1964,B
2252,Who was the first Pakistani to climb K2?,Mohsin Rizvi,Ashraf Aman,Nasir Hussain,Zahid Ali,B
2253,On which date did President Iskander Mirza stage a coup d'état?,"On October 4, 1958","On October 5, 1958","On October 6, 1958","On October 7, 1958",D
2254,The power of the legislative councils in British India was significantly increased by the ___________.,"Minto-Morley Reforms, 1909",Simon Commission Report,3rd Round Table Conference,Gandhi-Irwin Pact,A
2255,When did the Simon Commission arrive in India?,10228,10261,9922,10684,B
2256,The idea of Pakistan was first conceived by:,Quaid-e-Azam,Allama Iqbal,Sir Agha Khan,Shaukat Ali,B
2257,"With regard to the division of powers, the 1962 Constitution provided __________.",A single list of subjects (Federal List),Two lists of subjects (Federal and Provincial),"Three lists of subjects (Federal, Provincial, and Concurrent)",None of these,B
2258,Agartala Conspiracy was instigated by __________.,Faiz Ahmad Faiz,Sorish Kashmiri,Sheikh Mujeeb ur Rehman,None Of These,C
2259,Pakistan's first plastic road inaugurated in which city?,Lahore,Karachi,Islamabad,None of these,C
2260,"The highest-ever temperature recorded in Pakistan on May 28, 2017, was in which city?",Jacobabad,Larkana,Multan,Turbat,D
2261,Pakistan left CENTO in:,1973,1979,1984,1988,B
2262,Who ordered that the independent State of Pakistan be set up immediately?,Liaquat Ali Khan,Yahya Khan,The Quaid-e-Azam,Fazl-ul-Haq,C
2263,"How many seats are reserved for women in the ""Senate of Pakistan""?",4,13,17,21,C
2264,The foundation of the Bahawalpur state was laid in 1748 by whom?,Mir Qamaruddin Khan,Nadir Shah,Lord Clive,Nawab Bahawal Khan Abbasi,D
2265,When did Pakistan become the Islamic Republic?,on 23rd March 1956,on 14th August 1957,on 14th August 1956,on 23rd March 1957,A
2266,Who was the first Chief Minister of Bengal Province?,Kh. Nazimuddin,Ghulam Hussain Hidayatullah,Noor al Amin,M.A. Khuro,A
2267,When did Pakistan conduct nuclear tests?,on 05/30/1998,on 05/28/1998,on 04/20/1998,None of these,B
2268,The period from 1990 till the present in Pakistan is known as the era of __________.,Neutrality,Alliances,Non-alignment,The Post-Cold War,D
2269,The Radcliffe Commission submitted its formula for the division of India into two countries to Lord Mountbatten on:,"on August 9, 1947","on August 19, 1947","on August 29, 1947",None of these,D
2270,Who chaired the AIML's 8-member committee set up in 1938 to investigate Muslim complaints?,Raja Syed Muhammad Mehdi of Pirpur,Liaquat Ali Khan,S.M. Shareef,Chaudhry Rehmat Ali,A
2271,"In Pakistan, General Elections are held after every ______ years.",4,5,6,7,B
2272,The Public Representative Disqualification Act (PRODA) was promulgated by PM Liaquat Ali Khan in:,in January 1949,in March 1950,in August 1948,in December 1951,A
2273,The City of Hot Weather is known as __________.,Thar,Larkana,Jacobabad,Dadu,C
2274,"The Pir Ilahi Bux Tower, also known as the Literacy Tower, is located in which city of Sindh?",Hyderabad,Sukkur,Karachi,Shikarpur,C
