Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The general solution of cos(2x) + sin(x) = 0 is,"2nπ + π/2, 2nπ - π/6","nπ + (-1)^(n+1) π/2, nπ + (-1)^n 7π/6","nπ + π/6, nπ + (-1)^(n+1) π/2","2nπ - π/6, 2nπ + π/2",B,"Using the identity cos(2x) = 1 - 2sin²(x), we simplify and solve the quadratic equation in sin(x), getting nπ + (-1)^(n+1) π/2 and nπ + (-1)^n 7π/6 (on simplification).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 4sin(x)cos(x) + 2sin(x) + 2cos(x) + 1 = 0,"2nπ - π/4, 2nπ + π","nπ - π/4, 2nπ + π","2nπ + π, nπ - π/4",nπ + (-1)^(n+1) π/4,C,"Factoring and simplifying, we get (2sin(x) + 1)(2cos(x) + 1) = 0, so sin(x) = -1/2 or cos(x) = -1/2, giving nπ + (-1)^(n+1) π/6 and 2nπ ± 2π/3.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2 sin(x) = 1, then x = ?",π / 6,π / 3,π / 4,π / 2,A,"Using the sine value, sin(π / 6) = 1 / 2, so 2 sin(π / 6) = 1.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(x) = 1 / √2 is?,x = 2nπ + π / 4,x = 2nπ - π / 4,x = 2nπ ± π / 4,x = nπ ± π / 4,C,"Using the general solution for cos(x) = cos(α), x = 2nπ ± α, here α = π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + cos(x) = √2, then x = ?",π / 4,π / 2,π / 3,0,A,"Squaring both sides gives sin(2x) = 1, so 2x = π / 2, hence x = π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2 cos²(x) - 1 = 0 is?,x = nπ ± π / 4,x = nπ ± π / 3,x = 2nπ ± π / 4,x = 2nπ ± π / 3,A,"Using the identity cos(2x) = 2 cos²(x) - 1, we get cos(2x) = 0, so 2x = nπ + π / 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: tan(3x) = 1,x = nπ / 3 + π / 12,x = nπ / 3 - π / 12,x = nπ + π / 12,x = nπ - π / 12,A,"3x = nπ + π / 4, so x = nπ / 3 + π / 12, using the general solution for tan(x) = tan(α).",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) = sin(π / 3) is?,x = nπ + (-1)^n π / 3,x = nπ - (-1)^n π / 3,x = 2nπ + π / 3,x = 2nπ - π / 3,A,"Using the general solution for sin(x) = sin(α), x = nπ + (-1)^n α, here α = π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) = 0, then x = ?",x = nπ / 2 + π / 4,x = nπ / 2 - π / 4,x = nπ + π / 4,x = nπ - π / 4,A,2x = nπ + π / 2 implies x = nπ / 2 + π / 4.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(x) + sin(3x) = 0 is?,x = nπ / 2,x = nπ,x = nπ / 4,x = 2nπ,A,"Using sum-to-product identity, 2 sin(2x) cos(x) = 0, so sin(2x) = 0 or cos(x) = 0.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: 2 sin(x) cos(x) = 1,x = nπ + (-1)^n π / 4,x = nπ / 2 + (-1)^n π / 4,x = nπ + π / 4,x = nπ / 2 - π / 4,B,"sin(2x) = 1, so 2x = nπ + (-1)^n π / 2, hence x = nπ / 2 + (-1)^n π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(x) = cos(π / 6) is?,x = 2nπ ± π / 6,x = 2nπ + π / 6,x = nπ ± π / 6,x = nπ + π / 6,A,"Using the general solution for cos(x) = cos(α), x = 2nπ ± α, here α = π / 6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(x) = 1, then x = ?",x = nπ + π / 4,x = nπ - π / 4,x = 2nπ + π / 4,x = 2nπ - π / 4,A,"Using the general solution for tan(x) = tan(α), x = nπ + α, here α = π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) + sin(x) = 0 is?,x = nπ or x = 2nπ ± 2π / 3,x = nπ or x = 2nπ ± π / 3,x = 2nπ or x = nπ ± π / 3,x = 2nπ or x = 2nπ ± 2π / 3,A,"Using sum-to-product identity, sin(x) (2 cos(x) + 1) = 0, so sin(x) = 0 or cos(x) = -1 / 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(3x) = 0,x = nπ / 3 + π / 6,x = nπ / 3 - π / 6,x = nπ + π / 6,x = nπ - π / 6,A,3x = nπ + π / 2 implies x = nπ / 3 + π / 6.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 2 cos(x) = √3 is?,x = 2nπ ± π / 6,x = 2nπ + π / 6,x = 2nπ - π / 6,x = nπ ± π / 6,A,"cos(x) = √3 / 2, so x = 2nπ ± π / 6, using the general solution for cos(x) = cos(α).",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) = -1 / 2, then x = ?",x = nπ + (-1)^n 7π / 6,x = nπ + (-1)^n π / 6,x = nπ - (-1)^n π / 6,x = 2nπ ± 7π / 6,A,"Using the general solution for sin(x) = sin(α), x = nπ + (-1)^n α, here α = 7π / 6 or -π / 6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(2x) = √3 is?,x = nπ / 2 + π / 6,x = nπ / 2 - π / 6,x = nπ + π / 6,x = nπ - π / 6,A,"2x = nπ + π / 3 implies x = nπ / 2 + π / 6, using the general solution for tan(x) = tan(α).",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(x) = -1 / 2,x = 2nπ ± 2π / 3,x = 2nπ + 2π / 3,x = 2nπ - 2π / 3,x = nπ ± 2π / 3,A,"Using the general solution for cos(x) = cos(α), x = 2nπ ± α, here α = 2π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(2x) = sin(x),2nπ or nπ + (-1)^n π/3,nπ or 2nπ ± π/3,2nπ/3 or nπ,nπ or 2nπ/3,A,"Using the identity sin(a) = sin(b), we get 2x = nπ + (-1)^n x, simplifying to the given solutions.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(2x) = cot(x) is,nπ/2 + π/6,nπ/2 - π/6,nπ + π/6,nπ - π/6,A,"tan(2x) = 1/tan(x) gives tan(2x)tan(x) = 1, simplifying to 2x = nπ + π/2 - x, hence 3x = nπ + π/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) + 2cos(x) + 1 = 0, then x =",(2n + 1)π,2nπ,(2n + 1)π/2,nπ,A,"The equation simplifies to (cos(x) + 1)² = 0, so cos(x) = -1, giving x = (2n + 1)π.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of 3tan²(x) = 1 is,nπ ± π/6,nπ ± π/3,2nπ ± π/6,2nπ ± π/3,A,"tan²(x) = 1/3 gives tan(x) = ±1/√3, so x = nπ ± π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin²(x) + sin²(2x) = 2, then x =",nπ ± π/4,nπ ± π/2,nπ/2 ± π/4,nπ ± π/3,A,"Simplifying gives 2sin²(x) + 4sin²(x)cos²(x) = 2, or 2sin²(x)(1 + 2cos²(x)) = 2, simplifying to sin²(x) = 1/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: tan(x) + tan(2x) + tan(3x) = 0,nπ/3 or nπ ± π/6,nπ/3,nπ ± π/6,nπ/6,B,"Using the tangent sum identity, we simplify to tan(3x)(1 - tan(x)tan(2x)) + tan(3x) = 0, giving tan(3x) = 0, hence x = nπ/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + cos(x) = 1, then x =",2nπ or 2nπ + π/2,2nπ,2nπ + π/2,nπ,A,"Squaring both sides and simplifying gives sin(2x) = 0, so 2x = 2nπ or 2x = 2nπ + π, giving x = nπ or nπ + π/2, but checking gives 2nπ or 2nπ + π/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(2x) = tan(x), then x =",nπ,nπ/2,nπ + π/2,nπ - π/2,A,"tan(2x) - tan(x) = 0 gives sin(x)/cos(2x) = 0, so sin(x) = 0, hence x = nπ.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(2x) = 1,nπ + (-1)^n π/4,nπ/2 + (-1)^n π/4,nπ + π/4,nπ/2 + π/4,B,"For sin(2x) = 1, 2x = π/2 + 2nπ, so x = nπ + π/4, but considering the double angle, it simplifies to nπ/2 + (-1)^n π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(x) = -1/2 is,2nπ ± 2π/3,nπ ± 2π/3,2nπ ± π/3,nπ ± π/3,A,"cos(x) = -1/2 at x = 2π/3 or 4π/3, and using the periodicity, x = 2nπ ± 2π/3.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve tan(3x) = 1,nπ/3 + π/12,nπ/3 - π/12,nπ + π/12,nπ - π/12,A,"For tan(3x) = 1, 3x = nπ + π/4, so x = nπ/3 + π/12.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) = -1/√2 is,nπ + (-1)^n 5π/4,nπ + (-1)^n π/4,nπ - (-1)^n π/4,nπ - (-1)^n 5π/4,A,"sin(x) = -1/√2 when x = 5π/4 or 7π/4, and using the general solution for sine, x = nπ + (-1)^n 5π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(2x) = 0, then x =",nπ/2 + π/4,nπ + π/4,nπ/2 - π/4,nπ - π/4,A,"For cos(2x) = 0, 2x = nπ + π/2, so x = nπ/2 + π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve sin(x)cos(x) = 1/4,nπ/2 + (-1)^n π/12,nπ + (-1)^n π/6,nπ + (-1)^n π/12,nπ/2 + (-1)^n π/6,D,"Using the identity sin(2x) = 2sin(x)cos(x), we get sin(2x) = 1/2, so 2x = nπ + (-1)^n π/6, hence x = nπ/2 + (-1)^n π/12.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin²(x) - sin(x) - 1 = 0 is,nπ + (-1)^n 7π/6,nπ + (-1)^n π/2,2nπ + (-1)^n 7π/6,2nπ + (-1)^n π/2,B,"Factoring gives (2sin(x) + 1)(sin(x) - 1) = 0, so sin(x) = -1/2 or sin(x) = 1, and using the general solutions for these.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(x) + tan(2x) + tan(3x) = 0, then",nπ/3,nπ/2,nπ/6,nπ,A,"Using the identity for tan(A + B + C) and simplifying, we arrive at a condition that gives x = nπ/3 as a solution.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of cos(3x) + cos(x) = 0 is,nπ/2 + π/4,nπ + π/2,nπ ± π/4,nπ/2 ± π/4,D,"Using sum-to-product identity, 2cos(2x)cos(x) = 0, so cos(2x) = 0 or cos(x) = 0, giving x = nπ/2 ± π/4 or nπ + π/2, simplifying to nπ/2 ± π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve 2sin(x) + √3 = 0,nπ + (-1)^n 4π/3,nπ + (-1)^(n+1) π/3,nπ + (-1)^(n+1) 4π/3,2nπ + 4π/3,C,"sin(x) = -√3/2, so x = nπ + (-1)^(n+1) π/3, but correctly it is nπ + (-1)^(n+1) 4π/3 or nπ - (-1)^n π/3.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(5x) = sin(3x) is,nπ/4,nπ + (-1)^n π/4,nπ/4 or nπ + (-1)^n π/8,nπ or nπ + (-1)^n π/4,C,"Using the identity sin(A) = sin(B), we get 5x = nπ + (-1)^n 3x, so 5x = 3x + 2nπ or 5x = (2n+1)π - 3x, giving x = nπ/4 or x = (2n+1)π/8.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve cos(x) + cos(3x) + cos(5x) = 0,(2n + 1)π/9,(2n + 1)π/6,nπ/3 ± π/6,nπ/3,C,"Using sum-to-product identities and simplifying, we arrive at a condition that gives x = nπ/3 ± π/6.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = 1/2, the principal solution is",π/3,π/6,π/4,π/2,A,"The cosine of π/3 equals 1/2, and it is within the principal range [0, π].",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The number of solutions of sin(x) = x/10 is,5,6,7,8,C,"By graphical analysis, the line y = x/10 intersects the sine curve y = sin(x) 7 times.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(2x) + sin(x) = 1,"2nπ, 2nπ + π/2","2nπ, 2nπ - π/2","nπ, nπ + (-1)^n π/2","nπ, 2nπ + π/2",A,"Using the double angle formula, we simplify to 1 - 2sin²(x) + sin(x) = 1, giving sin(x)(2sin(x) - 1) = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(3x) = 1/2, then x =",2nπ/3 ± π/9,2nπ ± π/9,nπ/3 + (-1)^n π/9,2nπ/3 + (-1)^n π/9,A,"3x = 2nπ ± π/3, so x = 2nπ/3 ± π/9.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(2x) + cos(x) = 0 is,"2nπ ± 2π/3, nπ + (-1)^(n+1) π/2","nπ + (-1)^n π/2, 2nπ ± π/3","nπ, 2nπ ± 2π/3","2nπ + π, nπ/2",A,"Using the double angle identity, we simplify to 2sin(x)cos(x) + cos(x) = 0, factoring gives cos(x)(2sin(x) + 1) = 0.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2cos²(x) + 3sin(x) = 0 is,"nπ + (-1)^(n+1) π/2, nπ + (-1)^n π/6",nπ + (-1)^n π/6,nπ + (-1)^(n+1) π/2,2nπ ± 2π/3,C,"Using the identity cos²(x) = 1 - sin²(x), we simplify to a quadratic equation in sin(x), giving sin(x) = -1 or sin(x) = 1/2 ( rejected ).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of the equation tan(x) + sec(x) = 2cos(x) in [0, 2π] is",2,3,4,1,B,"Simplifying yields sin(x) + 1 = 2cos²(x), further simplification leads to a quadratic equation in sin(x).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(x) + cos(x) = √2cos(x - π/4) is,"2nπ + π/4, 2nπ","2nπ, 2nπ + π/2",nπ + (-1)^n π/4,"2nπ, 2nπ + π/4",D,"Using the sum identity for cosine, we simplify and get the general solution.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = cot(x) is,nπ + π/4,nπ - π/4,nπ/2 + π/4,nπ/2 - π/4,C,"tan(x) = 1/tan(x) implies tan²(x) = 1, so tan(x) = ±1, hence x = nπ/2 + π/4.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin(x) + 1 = 0, then x = ? (0 <= x < 2π)",7π / 6,11π / 6,Both A and B,π / 6,C,"Using sin(x) = -1/2, we find x = 7π / 6 and 11π / 6 in the given range, so both are solutions.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve cos(2x) = 1 / 2 for x (0 <= x < 2π),"π / 6, 5π / 6","π / 6, 11π / 6","π / 3, 5π / 3","π / 6, 7π / 6",C,"Using cos(2x) = 1 / 2, 2x = π / 3, 5π / 3, so x = π / 6, 5π / 6 is incorrect; correct values are π / 3 and 5π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The solution of sin(x) + cos(x) = √2 is?,π / 4,3π / 4,5π / 4,7π / 4,A,"Dividing by √2, we get sin(x + π / 4) = 1, so x + π / 4 = π / 2, hence x = π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation 2cos²(x) - cos(x) - 1 = 0, the solutions are?","0, 2π / 3","0, 2π","2π / 3, 4π / 3","0, 2π / 3, 4π / 3",D,"Factoring the quadratic equation gives (2cos(x) + 1)(cos(x) - 1) = 0, so cos(x) = -1/2 or 1, leading to x = 0, 2π / 3, 4π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(3x) = 0 is?,nπ / 3,nπ,2nπ,3nπ,A,"sin(3x) = 0 implies 3x = nπ, so x = nπ / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If cos(x) = -1 / 2, then x = ? (0 <= x < 2π)","2π / 3, 4π / 3","π / 3, 5π / 3","π / 6, 11π / 6","π / 4, 7π / 4",A,cos(x) = -1 / 2 gives x = 2π / 3 and 4π / 3 in the given range.,LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The number of solutions of sin(x) = 1 / 2 in 0 <= x < 2π is?,1,2,3,4,B,"sin(x) = 1 / 2 gives two solutions, x = π / 6 and 5π / 6, in the given range.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For tan(2x) = 1, the general solution is?",nπ / 2 + π / 8,nπ / 2 + 3π / 8,nπ / 2 + π / 4,nπ + π / 8,A,"tan(2x) = 1 gives 2x = nπ + π / 4, so x = nπ / 2 + π / 8.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(2x) = cos(x) is?,"2nπ, 2nπ / 3","2nπ, 2nπ + 2π / 3","2nπ, 2nπ + 4π / 3",2nπ / 3,B,"Using the identity cos(2x) - cos(x) = 0 and simplifying, we get 2nπ and 2nπ ± 2π / 3 as solutions.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For sin(x) + sin(3x) = 0, the general solution is?",nπ / 2,nπ,nπ / 4,nπ + π / 4,B,"Using sum-to-product identity, 2sin(2x)cos(x) = 0, so sin(2x) = 0 or cos(x) = 0, giving nπ / 2, but the general solution simplifies to nπ.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The number of solutions of 2cos(x) = 1 in 0 <= x < 2π is?,1,2,3,4,B,"cos(x) = 1 / 2 gives x = π / 3 and 5π / 3, so two solutions exist.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(2x) = sin(x), then x = ? (0 <= x < 2π)","0, π, 2π / 3, 4π / 3","0, π","π / 3, π, 5π / 3","0, 2π / 3, π, 4π / 3",D,"Using sin(2x) - sin(x) = 0, we simplify to 2cos(3x / 2)sin(x / 2) = 0, giving x = 0, 2π / 3, π, 4π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation cos(x) + cos(3x) = 0, the general solution is?",nπ / 2 + π / 4,nπ + π / 2,nπ / 2,nπ,A,"Using sum-to-product, 2cos(2x)cos(x) = 0, so cos(2x) = 0 or cos(x) = 0, leading to nπ / 2 + π / 4 and nπ + π / 2, simplifying to nπ / 2 + π / 4.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) + tan(2x) + tan(3x) = 0 is?,nπ / 3,nπ / 6,nπ / 4,nπ / 2,B,"Using the sum identity for tangent, the equation simplifies to tan(6x) = 0, giving 6x = nπ, so x = nπ / 6.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The number of solutions of tan(x) = 1 in 0 <= x < 2π is?,1,2,3,4,B,"tan(x) = 1 gives x = π / 4 and 5π / 4, so two solutions exist.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"For the equation 2sin(x)cos(x) = sin(x), the solutions are?","0, π, 2π","0, π","π / 2, 3π / 2","0, π / 2, π, 3π / 2",D,"sin(x)(2cos(x) - 1) = 0 gives sin(x) = 0 or cos(x) = 1 / 2, so x = 0, π / 2, π, 3π / 2.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(x) = sin(π / 3) is?,nπ + (-1)^n * π / 3,2nπ + π / 3,2nπ ± π / 3,nπ + π / 3,A,"The general solution for sin(x) = sin(a) is nπ + (-1)^n * a, so here it is nπ + (-1)^n * π / 3.",LUMS_SAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2sin(x) + 1 = 0, then x = ?",7π / 6,11π / 6,Both A and B,π / 6,C,"General solution for sin(x) = -1/2 is x = 7π/6 + 2kπ or 11π/6 + 2kπ, k ∈ Z.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(x) = 0 is?,(2n + 1)π / 2,nπ,2nπ,(4n + 1)π / 2,A,"cos(x) = 0 at x = π/2, 3π/2, ... hence x = (2n + 1)π/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: tan(x) = √3,π / 3,4π / 3,Both A and B,2π / 3,C,"tan(x) = √3 for x = π/3 + kπ, k ∈ Z, so x = π/3 or 4π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of sin(x) = 1/2 in [0, 2π] is?",2,1,4,0,A,"sin(x) = 1/2 has 2 solutions in [0, 2π]: x = π/6 and 5π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The equation sin(x) + cos(x) = √2 has?,No solution,One solution,Two solutions,Infinite solutions,B,"sin(x) + cos(x) = √2 gives sin(x + π/4) = 1, so x = π/4 is the only solution in [0, 2π].",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 2cos²(x) - cos(x) - 1 = 0, then cos(x) = ?",1,-1/2,Both A and B, 1/2,C,"Factoring gives (2cos(x) + 1)(cos(x) - 1) = 0, so cos(x) = 1 or -1/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin²(x) + sin(x) - 1 = 0 is?,nπ + (-1)^n*π / 6,nπ + (-1)^n*π / 2,2nπ ± π / 6,nπ,A,"Factoring gives (2sin(x) - 1)(sin(x) + 1) = 0, so sin(x) = 1/2 or -1, giving x = nπ + (-1)^n*π/6.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of tan(x) = 1 in [0, 2π] is?",1,2,3,4,B,"tan(x) = 1 has 2 solutions in [0, 2π]: x = π/4 and 5π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(x) + sin(2x) + sin(3x) = 0, then?",sin(2x)(2cos(x) + 1) = 0,sin(x)(2cos(x) + 1) = 0,cos(x)(2sin(x) + 1) = 0,sin(x) + cos(x) = 0,A,"Using sum-to-product identity: sin(x) + sin(3x) = 2sin(2x)cos(x), so sin(2x)(2cos(x) + 1) = 0.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If sin(2x) = cos(x), then?",sin(x) = 1/2,cos(x) = 1/2,tan(x) = 1/2,sin(x) = 1,A,"Using sin(2x) = 2sin(x)cos(x) = cos(x), we get cos(x)(2sin(x) - 1) = 0, so sin(x) = 1/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of 2cos(x) = 1 in [0, 2π] is?",1,2,3,4,B,"2cos(x) = 1 gives cos(x) = 1/2, which has 2 solutions: x = π/3 and 5π/3.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If tan(2x) = tan(x), then?",x = nπ,x = nπ / 2,x = 2nπ,x = (2n + 1)π / 2,A,"tan(2x) = tan(x) implies 2x = nπ + x, so x = nπ.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of cos(x) = cos(π / 4) is?,2nπ ± π / 4,nπ + π / 4,2nπ + π / 4,nπ ± π / 4,A,"General solution for cos(x) = cos(a) is x = 2nπ ± a, here a = π/4.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"The number of solutions of sin(x) = 0 in [0, 2π] is?",2,3,4,1,B,"sin(x) = 0 has 3 solutions in [0, 2π]: x = 0, π, and 2π.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
"If 3tan(x) = 2tan(2x), then?",tan(x) = 0,tan(x) = ±1/√2,Both A and B,tan(x) = 1,C,"Using tan(2x) = 2tan(x)/(1 - tan²(x)), we simplify to get tan(x)(1 - tan²(x)) = 2tan(x)/3, giving tan(x) = 0 or ±1/√2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin(x)cos(x) = sin(x) is?,nπ,nπ + (-1)^n*π / 6,nπ or nπ + (-1)^n*π / 6,2nπ,C,"2sin(x)cos(x) = sin(x) implies sin(x)(2cos(x) - 1) = 0, so sin(x) = 0 or cos(x) = 1/2.",NET,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(x) = cos(π/4),2nπ ± π/4,nπ ± π/4,2nπ + π/4,2nπ - π/4,A,"The general solution for cos(x) = cos(a) is 2nπ ± a, here a = π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of tan(x) = tan(π/6) is,nπ + π/6,nπ - π/6,2nπ + π/6,2nπ - π/6,A,"The general solution for tan(x) = tan(a) is nπ + a, here a = π/6.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: sin(3x) = sin(2x),"nπ, (2n + 1)π/5","2nπ, (2n + 1)π/5","nπ, nπ/5","2nπ, nπ/5",A,"Using sum-to-product identity, the solutions are nπ and (2n + 1)π/5.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of sin(x) = 1/√2 is,nπ + (-1)^n π/4,nπ - (-1)^n π/4,2nπ + π/4,2nπ - π/4,A,"The sine function equals 1/√2 at π/4, hence the general solution involves nπ + (-1)^n π/4.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2sin(x)cos(x) = 1 is,nπ + (-1)^n π/4,nπ/2 + (-1)^n π/4,nπ + π/4,nπ/2 + π/4,A,"The equation simplifies to sin(2x) = 1, hence 2x = 2nπ + π/2, or x = nπ + (-1)^n π/4, but simplified directly as nπ + (-1)^n π/4 for sin(2x) = 1.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
Solve: cos(2x) = sin(x),"nπ + (-1)^n π/6, (2n + 1)π/2",nπ + (-1)^n π/6,(2n + 1)π/2,nπ + π/6,A,"Using trigonometric identity, we simplify to 1 - 2sin²(x) = sin(x), a quadratic equation in sin(x).",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
The general solution of 2cos(x) + 1 = 0 is,2nπ ± 2π/3,nπ ± 2π/3,2nπ ± π/3,nπ ± π/3,A,"The cosine function equals -1/2 at 2π/3 and -2π/3, hence the general solution involves 2nπ ± 2π/3.",ECAT,Conceptual,Medium,Mathematics,Solutions of Trigonometric Equations
