Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
526,The term 'value' is derived from the French word valoir.,valoir,valas,velois,none of these,C
527,"The codes of ethics exhibit the rights, duties, and obligations of the members of a profession and a professional society.",accountability,codes of ethics,responsibility,commitment,A
528,The Purushartha of ____________ is directly related to material life.,moksha,artha,kama,brahmacharya,B
529,The aim of punishment as per the Deterrent theory is:,Kant,Mill,Aristotle,Socrates,A
530,"Corporate culture is a set of values, beliefs, goals, norms, and ways of solving problems by the members of the organization.",corporate culture,organizational culture,both of these,none of these,C
531,Management according to the empirical approach is the study of the practical experience of Managers and hence such a study would provide a better understanding to the effective way of Managing an enterprise.,empirical,management science,contingency,operational,D
532,The OECD argues that corporate governance problems arise because:,Ownership and control is separated,Managers always act in their own self-interest,both,none of these,A
533,Which among the following is the correct statement?,Ethics is a Practical Science,Ethics is a Positive Science,Ethics is an Art,Ethics is a Normative Science,D
534,Values related to right conduct is:,attention,accuracy,empathy,none of these,A
535,Work study is undertaken to find out the one best way of doing the thing.,job analysis,merit rating,job enrichment,none of these,B
536,"Contribution to local communities to enrich their cultural, social, and civic life is:",planning trees,educating society,medical camp,none of these,D
537,Mill's utilitarianism is known as:,Gross Utilitarianism,Quantitative Utilitarianism,Refined Utilitarianism,Psychological Hedonism,C
538,Training is the act of increasing the knowledge and skills of an employee for doing a job.,training,induction,absorption,none of these,D
539,Being sensitive to the full range of moral values and responsibilities is:,accountability,obligations,obligations,corporate responsibility,A
540,____________ is the normative description of human conduct.,psychology,ethics,philosophy,sociology,A
541,Kama literally means:,desire,freedom,sex,none of these,C
542,____________ is a representative of emotivism.,kant,j s mill,a j ayer,descartes,B
543,Non-maleficence is concerned with:,doing good,not intervening,not doing harm,None of the above,C
544,Which ethical theory emphasizes the importance of individual autonomy and self- determination?,Individual rights and duties,Objective rules and principles,Interpersonal relationships and empathy,Consequences of actions,A
545,Controlling is the process of comparing actual performance with the standard and taking corrective action.,controlling,management,planning,none of these,D
546,"The word ""Ethics"" comes from:",ethos,eternity,elementary,none of these,A
547,Which ethical principle requires healthcare providers to do no harm?,Autonomy,Non-maleficence,Justice,Capitalism,B
548,The belief that a firm's pursuit of social goals would give them too much power is known as what argument in opposition to a firm being socially responsible?,Costs,lack of skills,lack of broad public support,too much power,B
549,____________ hedonism refers to the pleasure of all human beings.,psychological,egoistic,ethical,universalistic,D
550,"Whose concept is ""My Station and its Duties""?",F. H. Bradley,Immanual Kant,J.S. Mill,Bentham,A
551,The total number of essential components of Moral reasoning is:,3,4,6,8,C
552,"With a view to set out a practical regime for the citizens to secure information as a matter of right, the Indian Parliament enacted the Right to Information Act, 2005.","Right to Information Act, 2005","Freedom of Information Act, 2002","The Right to Public Services Act, 2011",none of these,A
553,The author of The Data of Ethics is:,Kant,Spencer,Bentham,J. S. Mill,A
554,Accountability includes being answerable for meeting specific obligations.,conscientious,commitment,accountability,responsibility,A
555,Quantification in ethics may be done by:,Putting monetary value on prospective actions,Comparing the value of one action with another,Both A and B,none of these,B
556,____________ is a science of actual.,Psychology,Ethics,Logic,Aesthetics,A
557,The permanent bent of mind constituted by the settled habits of will is termed as:,wish,character,conduct,will,A
558,Which ethical theory emphasizes the importance of maintaining relationships and caring for others?,Actions are moral if they promote the greatest good for the greatest number,Actions are moral if they follow universal ethical principles,Actions are moral if they are based on one's duties and obligations,"Actions are moral if they reflect virtues such as honesty, courage, and compassion",A
559,Realization of self helps to realize the ____________ self.,Lower,Middle,Supreme,Inner,C
560,Confidentiality means that information is restricted to those authorized to have access to it. Access restriction is only one aspect of confidentiality. The researcher's assurance of confidentiality to the research subject is also important.,confidentiality,commitment,collegiality,none of the these,A
561,____________ is not a pragmatist.,f.h.bradley,john dewey,c.s.peirce,none of these,B
562,Everything which goes to increase the importance of subordinates' role is:,decentralization,centralization,either a or b,none of these,D
563,____________ is proper only to humans.,Act of human,Human act,Act of women,None of these,D
564,"Kant says, ""The only thing that is good in itself without qualification or restriction is a ____________.""",Good will,Categorical Imperative,Hypothetical Imperative,Moral law,A
565,A consequentialist approach to ethics is concerned with:,the values that underpin our decisions,the consequences of our decisions,our duties,None of the above,B
566,Collective bargaining is done by the trade union for improving the economic interests of the worker members.,privileged information,proprietary information,confidential information,none of the these,C
567,"By nature, a human is indebted to search for ____________ since he is a moral person.",Value,Virtue,Law,Know Thyself,D
568,Which ethical principle states that one should avoid causing harm or injury to others?,Deontological,Utilitarian,Non-maleficence,Egalitarian,C
569,"The powers of the Press Council are provided in Section 14, 15, and 16 of the Act.","Section 14, 15, and 16",Section 13,Section 17,none of these,A
570,Who is the author of the book On Liberty?,Dr. Nancy Morrison,Dr. Jack Kevorkian,Dr. Arthur Jensen,Dr. Maccoby,C
571,Courage to accept the mistakes will ensure success in the efforts in future:,conscientiousness,blameworthy,stakeholder,none of these,D
572,Ethics is concerned precisely with the ____________ to decide the right/wrong in human conduct.,Universality,Norms,Influence,Experience,B
573,FMEA is defined as a systematic tool to identify possible failure modes in the products/process.,fmea,fault tree analysis,event tree analysis,none of the these,B
574,"____________ is the dream of ethics, according to all ethicists.",Experience and influence,Principles and precepts,Rightness and wrongness of human act,Existence and essence,C
575,Which of this is a second stage of moral development?,principled,conventional,pre conventional,none of these,B
576,Achievement Theory is concerned with:,affiliation,power,achievement,all of these,B
577,"To improve the standard of news agencies and Newspapers, the Press Council of India (PCI) was reconstituted.",Press Council of India (PCI),Indian Newspaper Society (INS),Audit Bureau of Circulations (ABC),none of these,B
578,Which ethical theory emphasizes developing and embodying certain virtues?,Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,C
579,"In any case, the capacity for physical motion - or the lack of it - has nothing to do with the seriousness of one's claim for continued life. Who holds this position?",Peter Singer,Netherlands,Michigan,America,A
580,Koontz and O'Donnel are advocates of the operational approach to management.,empirical,management science,contingency,operational,B
581,"""Virtue is a permanent state of mind."" Who holds this view?",Nicomachean Ethics,Deontological Ethics,Hedonism,Utilitarianism,D
582,Which ethical principle states that one should always tell the truth?,Deontological,Utilitarian,Virtue ethics,Veracity,D
583,The outstanding form of moral action is:,Ideo-motor action,Desire,Unconscious mental tendencies,Sense of duty,D
584,"""Reason of God is the criterion of judgement."" Who said these words?",St. Augustine,St. Anselm,St. Aquinas,Boethius,A
585,The ____________ word 'mores' is the root of the word 'morality'.,will,norms,imagination,laws,B
586,A craving of an agent for the attainment of an object to relieve some want is:,Will,Desire,Motive,Intension,B
587,"""A law that has more bad effects than good ones is a bad law."" Who suggested this view?",involuntary,non- voluntary,voluntary,none of these,A
588,"The study of ____________, as contrasted with legal, obligations is called ethics.",Internal,External,Both (A) and (B),None of these,A
589,Ethics in compliance means:,it is about obeying and adhering to rules and authority,it deals with the moral principles behind the operation and regulation of marketing,it deals with the duties of a company to ensure that products and production processes do not cause harm,none of these,A
590,Global organizations must clarify their ethical guidelines so that employees know what is expected of them while working in a foreign location.,Clarify,Provide,Establish,none of these,D
591,The scalar chain suggests that each communication going up or coming down must flow through each position in the line of authority.,communication pattern,horizontal communications,scalar chain,none of these,A
592,Ultrasound studies have shown that fetuses start moving as early as ____________ weeks after fertilization.,4,8,12,16,B
593,"____________ occurs when medical professionals, or another person, deliberately do something that causes the patient to die.",Involuntary,Active euthanasia,Voluntary,None of these,D
594,____________ is the author of Methods of Ethics.,Deterrent theory,Retributive theory,Reformative theory,Deontological theory,C
595,Who wrote Utilitarianism?,Immanuel Kant,Jeremy Bentham,J.S.Mill,F. H. Bradley,C
596,Who is insisting that the development from the embryo to the infants is a gradual process?,Assisted suicide,Suicide,Liberal,None of these,C
597,Dr. Jack Kevorkian built a ____________.,Assisted suicide,Suicide machine,Murder,None of these,B
598,Truthfulness in marketing communications is an example of:,ethics,business ethics,marketing ethics,none of these,A
599,"The modern corporation has four characteristics. These are limited liability, legal personality, centralized management and:",Fiduciary duty,Stakeholders,Shareholders,Transferability,A
600,Who is the advocate of quantitative utilitarianism?,J.S.Mill,Jermey Bentham,Immanual Kant,F. H. Bradley,B
601,F.H. Bradley is a ____________ philosopher.,Idealist,Duties to Others,Duties to God,Self-realization,A
602,Wisdom is the virtue of the ____________ part of the soul.,Ruling Class,Traders,Kings,Soldiers,B
603,What is the ethical theory that emphasizes the importance of respecting the rights and dignity of individuals?,Utilitarianism,Deontological ethics,Virtue ethics,Care ethics,B
604,Rectus means:,straight,direct,correct,good,A
605,'A law that has more bad effects than good ones is a bad law.' This statement is related with:,involuntary,non- voluntary,voluntary,none of these,D
606,Span of control refers to the maximum number of subordinates a superior can effectively manage.,scalar chain,unity of direction,accountability,span of control,C
607,Having reliability means you can be trusted to do what you are expected to do at work.,responsibility,respect,teamwork,none of these,A
608,Pleasure/pain is the norm of moral evaluation in:,Intuitionism,Virtue ethics,Hedonism,All these,C
609,"Honesty is a virtue, and it is exhibited in which aspects:",truthfulness,happiness,awareness,none of these,A
610,Which of the following is an example of a virtue?,Honesty,Non-maleficence,Autonomy,Justice,A
611,The PCI was established under the PCI Act of 1978.,1975,1978,1956,none of these,C
612,Which of the following is a characteristic of Care ethics?,Actions are moral if they promote the greatest good for the greatest number,Actions are moral if they follow universal ethical principles,"Actions are moral if they reflect virtues such as honesty, courage, and compassion",Actions are moral if they are based on one's duties and obligations,C
613,The central concept of Aristotelian ethics and moral philosophy is:,Love,Friendliness,Temperance,Truthfulness,C
614,Which among the following is NOT Kant's work?,Critique of Pure Reason,Critique of Practical Reason,Ground work of the Metaphysics of Morals,On Liberty,D
615,"""The greatest happiness of the greatest number"" is the dictum of ____________ hedonism.",egoistic,psychological,universalistic,all these,C
616,"They include collegiality, cooperativeness, communicative ability, and respect for legitimate authority:",self-direction,public-spirited virtues,team-work virtues,none of these,D
617,"The idea of business ethics caught the attention of academics, media, and business firms by the end of the:",First World War,Second World War,Cold War,none of these,B
618,____________ induces us to act in a certain way.,Wish,Motive,Will,Desire,B
619,Locus of control is a personality attribute that measures the degree to which people believe they control their own fate.,locus of control,culture,values,none of these,D
620,Co-ordination is a process of integrating the interdepartmental activities as a unified action towards the achievement of the common goal of the organization.,controlling,directing,co-ordination,none of these,A
621,A written statement of policies and principles that guides the behavior of all employees is called:,code of ethics,code of ethics,cord of ethics,ord of ethics,A
622,MBO stands for:,management of business objectives,management by objectives,managing business operations,none of these,A
623,"The eternal law for man cannot be physical, but only ____________.",Aquinas,Willam Craig,Karl Rahner,Aristotle,A
624,Achievement Theory was developed by McClelland.,mc gregor,abraham maslow,herzberg,mc clelland,D
625,How should your Statement of Mission describe your company?,Commitment to quality,Service and customer relationship,Price positioning,All of the above,D
626,"A professional should analyze the problem in a specific known area, in an objective manner:",advanced expertise,self-regulation,public good,professional society,C
627,Leadership is the activity of influencing people to strive willingly for group objectives.,motivation,leadership,communication,none of these,B
628,An ethical dilemma is:,where a decision is required but different values seem to conflict and it is not possible to uphold both,where the required course of action is clear,any situation where a decision has to be made,None of the above,A
629,Business Ethics is not absolute in nature.,euthanasia,abortion,genocide,none of these,B
630,Whistle Blowers Protection Act: 2014.,2005,2014,2015,none of these,A
631,Which ethical theory emphasizes the importance of following moral rules and duties?,A patient's right to receive medical treatment without interference,A patient's agreement to undergo a medical procedure after being fully informed about the risks and benefits,A physician's right to make decisions for a patient without their input,A patient's right to refuse medical treatment for any reason,B
632,An engineer has a responsibility to make regular inspections in a factory shops.,safety,production,maintenance,none of these,C
633,Ethics is concerned with principles and practices of morals.,ethics,principles,virtues,none of these,D
634,The Constituent Assembly of India was elected to write the Constitution of India.,Constituent Assembly,Parliament,Supreme Court,none of these,A
635,Engineering is practiced in medical experimentation.,informed consent,engineering,ethics,none of these,A
636,Lack of promotion or career development policies or denied promotions are:,attitude,opportunity,resource crunch,over-emphasize,B
637,A company may become insolvent if it:,makes a loss,has negative working capital,cannot meet its budgeted level of profit,cannot pay creditors in full after the realisation of its assets,B
638,An organization that is owned by shareholders but managed by agents on their behalf is conventionally known as the modern:,Conglomerate,Corporation,Company,Transferability,D
639,"If human actions are completely determined by ____________, it is not free will.",reason,moral imperative,circumstances,All these,C
640,"""Disconnect a feeding tube"" is related with:",practical euthanasia,voluntary euthanasia,passive euthanasia,active euthanasia,D
641,"A code of conduct is a written document, inspirational in contents and specify clearly what is acceptable or unacceptable behavior at workplace and beyond, when the employees represent their organizations outside.",code of conduct,business ethics,all of these,none of these,A
642,"Business ethics are the principles, which govern and guide business people to perform business functions.",business ethics,code of conduct,all of these,none of these,B
643,The human relations approach of management heavily concentrates on the 'People' aspect of management.,human relations,system,contingency,none of these,D
644,Indian ethos is the outcome of the Hindu way of life.,budha,hindu,christian,none of these,B
645,Find out the mismatching pair.,Pleasure,Intention,Wish,Will,B
646,The conditions referred to as 'safe exit' is/are:,loss of senses,loss of earning capability,loss of voluntary activities,none of the these,B
647,What is the enlightened self-interest model of CSR?,A written code of conduct,An ethics officer,Significant financial expenditures,none of these,D
648,The view that moral development is directed towards a specific goal is:,universalistic,teleological,legal,all these,B
649,Ethics & Law overlap. This is called a white area.,yellow area,white area,black area,none of these,A
650,"In many jurisdictions, ____________ can be considered manslaughter.",Negligent homicide,Reckless driving,Active euthanasia,None of these,D
651,"During British rule, the press was the medium through which the nationalistic fervor was spread to the Indians.",tv,press,radio,none of the these,A
652,"Rensis Likert treats the organization as a complex system based on the principles of supporting relationships in which decision-making, leadership, motivation, communication, and control move together.",a.h.maslow,douglas mc. gregor,herzberg,rensis likert,A
653,"Sidgwick tried a synthesis between ____________, J. S. Mill and Kant.",Bentham,Spencer,Butler,None of these,A
654,The term 'asymmetry of information' means information in a corporation is:,Transferable to all stakeholders,Not transferable to all stakeholders,Not equally transparent to all stakeholders,none of these,A
655,There are three basic approaches that people tend to adopt when considering ethical issues in research. Which one of the following is not one of the approaches?,Debriefing participants when deception is used,It can be used anytime,The use of deception must be outweighed by other benefits of the study,Both b and c,A
656,Ethics is not the art of right conduct but the art of:,Moral life,Judgement,Observation,Intuition,C
657,Which aspect of our conscious life is dealt with by Ethics?,Knowing,Feeling,Willing,Dreaming,C
658,Ethics aims at finding out the truth about something that is both interesting and important ____________.,Intellect,Reason,Knowledge,Truth,D
659,Applying social criteria to an investment decision refers to:,socioeconomic view,social responsiveness,social responsibility,social screening,C
660,Which ethical theory emphasizes considering the consequences of our actions in determining moral value?,Virtue ethics,Utilitarianism,Deontology,Consequentialism,D
661,The etymological meaning of the term Dharma is:,what sustains,union,morality,none of these,B
662,Not forcing your own personal opinions on the news is:,fairness,objectivity,neutrality,all of these,A
663,____________ should be selected as the director of a company.,Social responsiveness,Ethical obligation,Social screening,Financial return,B
664,"The book ""Functions of Executive"" was written by Chester I. Barnard.",henry fayol,f.w. taylor,mary parker follet,chester i barnard,B
665,Which of the following is true about the use of deception in research?,It must be justified by significant benefits,Codes of conduct,Roles of ethics,All of these,A
666,The contingency school of thought has developed on the idea that there is no single best method to find solutions to managerial problems.,empirical,management science,contingency,system,A
667,____________ teaches us how we ought to will.,Ethics,Psychology,Logic,both a and b,A
668,Which of the following best describes ethics?,Beneficence,Justice,Autonomy,Non-maleficence,B
669,The word 'moral' is derived from the Latin word moralis.,moralis,morilitic,monatic,none of these,A
670,A business needs to be ethical in order to:,Practical euthanasia,Voluntary euthanasia,Passive euthanasia,All of these,D
671,Human values are:,right conduct,peace,truth,all the these,A
672,Participative leadership is also referred to as democratic leadership.,democratic,consultative,ideographic,all of these,D
673,Which of the following is a principle of medical ethics?,Beneficence,Non-maleficence,Autonomy,All of these,D
674,Transmigration of the soul is associated with:,virtue ethic,karma doctrine,custom,none of these,B
675,"According to ____________, moral life makes the inherent rational/spiritual principle more and more explicit.",hedonist,evolutionary,intuitionist,none of these,B
676,A code of ethics is a set of principles that people hold themselves to or that are held by organizations or groups.,code of ethics,code of honor,ethical perspective,none of these,D
677,Positive science deals with judgments of facts while ethics is concerned with judgments of:,beauty,truth,thought,value,D
678,Which ethical principle requires treating people fairly and impartially?,Beneficence,Non-maleficence,Autonomy,Justice,B
679,"According to the principle of non-maleficence, healthcare providers should:",Autonomy,Non-maleficence,Beneficence,Veracity,B
680,Find out an Ethical question:,What type of diet allows for the best athletic performance?,What is the most appropriate way to worship?,Is killing a murderer justified?,Are same-sex marriages constitutional?,C
681,Normative science deals with:,Facts,Values,Nature,what is,B
682,____________ hedonism refers to the pleasure of each individual.,Egoistic,Psychological,Universalistic,none of these,A
683,Which ethical theory emphasizes the importance of developing good character traits?,The principle of beneficence,The principle of non-maleficence,Virtue ethics,The principle of justice,C
684,Desire and ____________ are frequently used as synonymous.,Kant,T. H. Green,Butler,Sidgwick,B
685,"____________ is accepted by professional medical societies, and by the law under certain circumstances.",Involuntary,Non-voluntary,Passive euthanasia,None of these,C
686,The person disclosing the information may be a current or former employee or a person having a close link to the organization is called as the agent.,trademark,copyright,patents,none of the these,A
687,Standards are needed to provide a minimum level of compliance.,globalization,standardization,both a & b,good laws,C
688,The three major types of ethical issues include all except:,communication issue,communication issue,corporate issues,none of these,D
689,"A general act aimed at maintaining the security of State against leakage of secret information, sabotage and the like: Official Secrets Act.",Official Secrets Act,Prevention of Terrorism Act,National Security Act,none of these,C
690,One of the six characters which fix the intensity of the issue is:,Ethical dilemma,Diversity,Teamwork,None of these,D
691,Which ethical principle states that individuals have the right to make their own decisions?,Maximizing happiness,Following established rules,Virtue and character,Autonomy,D
692,"""Don't give life-extending drugs"" is related with:",practical euthanasia,voluntary euthanasia,passive euthanasia,active euthanasia,D
693,Bentham recognizes moral obligation to pursue general happiness by:,The external sanctions only,The internal sanction only,Neither external nor internal sanctions,Both the external sanctions and internal sanctions of consciousness,A
694,The 'guna' of dark force is tams guna.,raja guna,satva guna,tams guna,none of these,B
695,Culture is:,learned,programmed,inherited,none of these,C
696,Which of the following is necessary in obtaining informed consent?,Full information,Startup Yatra Funds,Startup stage,None of these,A
697,Which of the following factors shapes the ethical behaviour of the members of an organization?,professional responsibility,fairness and justice,professional development,none of these,C
698,"In large corporations, the board members are the legal overseers of management.",CEO,shareholders,board members,none of these,C
699,"According to the text, what undermines persuasion and communication?",facts,lying,storytelling,none of these,C
700,The ethics of ____________ is precisely termed utilitarianism.,Kant,Spencer,J. S. Mill,T. H. Green,C
701,A thing is generally said to be good when it is valuable for:,some end.,some practice,some action,some facts,A
702,One is unable to choose between two good moral solutions:,vagueness,conflicting reasons,disagreement,refuse bribe,C
703,Selection is considered a negative function of management.,selection,training,recruitment,none of these,C
704,Which of the following is not usually the objective of a code of ethics?,utilitarian approach,approach based on rights,approach based on justice,none of these,A
705,Values related to truth is:,attention,accuracy,empathy,none of these,C
706,"Worldwide, about 80 percent of businesses in the private sector are small or medium- sized.",80,85,90,none of these,A
707,What is the main principle of Consequentialist ethics?,The professional has to have autonomy,He cannot be supervised by the client,He should not subject to political control,All of the above,D
708,The only thing that is good without qualification or restriction is a:,Good will,Imperative,Categorical Imperative,Hypothetical Imperative,A
709,What is the name of the ethical theory that emphasizes the importance of consequences in determining the morality of an action?,Consequentialism,Non-maleficence,Justice,Capitalism,A
710,The principle of John Rawls which assumes that a productive society will incorporate inequalities is:,Principle 1,Principle 2,Part a of principle 2,none of these,B
711,Which of the following is not one of the underlying principles of the Corporate Governance Combined Code of Practice?,Accountability,Openness,Acceptability,Integrity,B
712,Holism means:,oneness,divinity,materiality,none of these,C
713,"____________ hedonism holds that pleasure is the natural and normal object of desire, that we always seek pleasure and avoid pain.",Ethical,Egoistic,Psychological,Altruistic,C
714,Which of the following is NOT a potential ethical concern related to AI?,Bias in algorithms,Privacy concerns,Security risks,AI surpassing human intelligence,D
715,Ethics is a conception of ____________ conduct.,Internal ethics,External ethics,Both (A) and (B),Right and wrong,D
716,"The book ""Practice of Management"" was written by Peter F. Drucker.",henry fayol,f.w.taylor,c.k. prahlad,peter f. drucker,B
717,Which among the following techniques do we use in business organizations and firms for protecting the IT assets?,Ethical hacking,Unethical hacking,Fixing bugs,None of these,A
718,The case of Louis Repouille is an example of:,Mercy killing,Dr. Jack Kevorkian,Dr. Arthur Jensen,Dr. Maccoby,A
719,"According to ____________ hedonism, all pleasures are alike in kind; they differ only in intensity or degree; there is no qualitative difference among them.",Altruistic,Egoistic,Gross Egoistic,Refined Egoistic,C
720,When was the breaking up of the Greek city-state?,4th c,8th c,12th c,16th c,C
721,What is the ethical principle that involves treating people fairly and equitably?,Always act in the best interests of the patient,Respect the autonomy of the patient,Do no harm to the patient,Justice,D
722,Which of the following is an unethical business practice?,Collusion,False Communication,Insider Trading,All of these,D
723,Planning is considered as the primary function of management.,organizing,planning,staffing,none of these,B
724,Father of Modern Management theory is Henry Fayol.,henry fayol,f.w.taylor,henry gantt,none of these,D
725,Holistic management is a new framework for decision-making on all levels that is based on resource management of the whole.,holistic management,ethics management,code of conduct,none of these,B
726,'The moral principle that guides your action should become a universal law.' This is the view of:,J. S. Mill,Bentham,both (a) and (b),neither (a) nor (b),C
727,Conscientious moral commitment means:,be accountable for the results of the project,comprehensive perspective on relevant information,being sensitive to the full range of moral values and responsibilities relevant to the prevailing situation,none of these,A
728,"In autocratic style of leadership, a manager centralizes decision-making power in himself.",autocratic,participative,free rein,none of these,A
729,The word 'Ethics' is derived from the Greek adjective,ethikos,mores,rectus,psych,A
730,Social is the need for love and affection.,safety,esteem,social,physiological,A
731,Employee rights are moral and legal rights that are obtained by the status of being an employee.,affirmative actions,whistle blowing,preferential treatment,none of the these,B
732,"For Aristotle, what was the final cause of the moral life?",Happiness,Virtue,Good will,All of these,A
733,IRB is an acronym for which of the following?,Deontological,Ethical skepticism,Utilitarianism,Institutional Review Board,D
734,Who made the distinction between intellectual virtue and moral virtue?,Kant,Mill,Aristotle,Socrates,B
735,Which of the following is NOT one of the four principles of biomedical ethics?,Deontological,Utilitarian,Virtue ethics,Egalitarian,D
736,A whistle-blower:,doesn't have to be a past or present member of the organization,"doesn't have to report activity that is illegal, immoral, or harmful",is any employer who spreads gossip,none of these,D
737,Shareholders have the right to know all except:,Information on the management of the corporation,Trade secrets,The companies financial position,none of these,D
738,"In setting ethical standards, perhaps the most effective step that a company can take is to:",adopt a code of ethics,demonstrate top management support of ethical standards,engage employees in ethics training,take an accommodative stance,A
739,Ability to discern; concentration and the second ability is ability to visualize; devotion.,ability to discern; concentration,ability to visualize; devotion,ability to distinguish; dedication,none of these,A
740,The Greeks used the term Eudaemonia in the sense of:,Materialist,Idealist,Spiritualist,Naturalist,C
741,"""Don't carry out a life-extending operation"" is related with:",practical euthanasia,voluntary euthanasia,passive euthanasia,active euthanasia,C
742,"Morality is the word that refers to morals, values, and beliefs of the individuals, family, or the society.",ethics,values,morality,none of these,C
743,"""Men always do seek pleasure."" This position is called ____________ hedonism.",Psychological,ethical,egoistic,universalistic,A
744,____________ is not a normative discipline.,ethics,logic,metaphysics,aesthetics,C
745,Ethics means:,character,manner,custom,all of these,C
746,The Greek term Euthanasia means:,painless death,slow death,calm death,good death,D
747,"The basic rule of professionalism is ""not knowingly to do ____________.""",bad,harm,right,right and wrong,B
748,The term Accountability means:,conscientious commitment to live by moral values,being sensitive to the full range of moral values and responsibilities relevant to the prevailing situation,the willingness to develop the skill and put efforts needed to reach the best balance possible among those considerations,none of these,A
749,The process of making a choice when there are different desires is called:,Desire,Willing,Deliberation,Wish,A
750,Personality is:,learned,inherited,partially inherited and partially learned,none of these,B
751,Which of the following is an example of a moral relativist view?,"Killing is always wrong, no matter what the circumstances",There are some things always right,Right or wrong depends on culture,Moral rules are absolute,C
752,Which of the following is NOT one of the three main approaches to ethical decision- making?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
753,It is important to be at work ____________ every day and on time unless you are sick or have a family emergency.,Appearance,Attendance,Attitude,Respect,B
754,Who should make the business plan?,Entrepreneurs,Consultants,Engineers,None of these,A
755,"____________ means that the participant's identity, although known to the researcher, is not revealed to anyone outside of the research team.",Confidentiality,Organizational culture,Code of ethics,All of the above,A
756,Integrity is the ability to commit to doing what is right no matter the situation.,dedication,drive,devotion,none of these,C
757,Strong integrity means you have a high sense of moral and ethical behavior that earns respect of others.,cooperation,confidence,attitude,none of these,C
758,Which ethical theory prioritizes the promotion of the greatest good for the greatest number of people?,Utilitarianism,Deontological ethics,Virtue ethics,Autonomy ethics,A
759,Anuvratas are the ____________ vows.,neutral,lesser,higher,stronger,C
760,Which ethical theory emphasizes the importance of promoting the greatest good for the greatest number of people?,Maximizing happiness,Following established rules,Virtue and character,Acting out of duty,A
761,The aim of punishment as per the Retributive theory is:,To prevent others from committing similar offences,To educate the offender himself,To allow man's deeds to return on his own head,All of these,D
762,Which ethical principle requires acting honestly and truthfully?,Beneficence,Non-maleficence,Autonomy,Veracity,D
763,'My station and its duties' is the concept of:,hegel,f h bradley,moore,ross,A
764,A budget is a statement of expected results expressed in quantitative terms for a period.,plan,budget,schedule,none of these,B
765,What is Ethics to do with?,The wider community,Business,Right and wrong,none of these,C
766,The social economy partnership philosophy emphasizes:,cooperation and assistance,profit maximization,competition,restricting resources and support,A
767,Ethics is a normative science.,pure science,normative science,inexact science,none of these,D
768,The virtuous person is the ethical person.,moral,values,kind,virtuous,B
769,Which ethical theory is based on the idea of treating others as you would like to be treated?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of veracity,D
770,The factor which affects ethical and unethical behavior is:,Ethical dilemma,Diversity,Teamwork,None of these,A
771,Which of the following is not a core principle of the Society for Human Resource Management's Code of Ethics?,Private Company,Public Company,Both (A) & (B),None of these,C
772,Which of the following ethical theories suggests that ethical decisions should be based on the consequences or outcomes of the action?,Deciding whether to prescribe a medication,Determining the best course of treatment for a patient,Choosing whether to respect a patient's autonomy or prioritize their safety,Utilitarianism,D
773,Which ethical principle emphasizes treating people fairly and equally?,Beneficence,Non-maleficence,Autonomy,Justice,D
774,What is triple bottom line?,"An accounting tool that looks at the impact on people, planet, and profits",A management strategy which states all the attention should be on profits,"An accounting tool that looks at cost, profit, and loss",none of these,A
775,"F.W. Taylor has defined the basic problem of managing as the art of ""knowing exactly what you want men to do and then see that they do it in the best and cheapest way"".",henry fayol,f.w. taylor,mary parker follet,none of these,D
776,Self-realization means:,Self-realization,Self-control,Self-knowledge,Self-sacrifice,A
777,Which ethical theory states that the right course of action is the one that maximizes overall happiness?,The principle of beneficence,The principle of non-maleficence,The principle of autonomy,The principle of justice,A
778,Who holds that each person has a place and function in human society in accordance with his talents?,It should conform to the moral law revealed by reason,The agent should perform it out of pure respect for the moral law.,The moral law has reference to any external ends.,Both a and b,D
779,Which ethical principle requires that healthcare providers respect the privacy and confidentiality of their patients?,The principle of beneficence,The principle of non-maleficence,Confidentiality,The principle of veracity,C
780,"Environmental ethics is the study of moral perspectives, beliefs, or attitudes concerning those issues.",obscenity,sedition,defamation,none of the these,A
781,"What type of justice exists if employees are being open, honest, and truthful in their communications at work?",Procedural,Distributive,Ethical,Interactional,D
782,The time limit for providing information under the RTI Act concerning the life and liberty of a person is 48 hours.,24 hours,48 hours,72 hours,none of these,B
783,Inside traders ordinarily defend their actions by claiming that they don't injure:,their boss,their family,the government,any one,C
784,First Philosophy' refers to:,Aesthetics,Metaphysics,Epistemology,Ethics,B
785,Virtues are fundamental and necessary in exercising moral responsibility:,self-direction,team-work,proficiency virtues,cardinal virtues,D
786,"According to the management science approach, management is a logical process and it can be expressed in terms of mathematical symbols and relationships.",management science,empirical,contingency,operational,A
787,Following is not a professional characteristic:,Globalization,Communication explosion,Both (A) and (B),None of these,C
788,Political intrusion into business:,May be desirable in some circumstances,Is anathema,Politics should have no say in how business is conducted,none of these,A
789,Theory X and Theory Y was developed by Douglas McGregor.,a.h.maslow,douglas mc. gregor,herzberg,none of these,A
790,It is important to have a good attitude to be successful in your career.,appearance,attendance,attitude,respect,A
