Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
3754,Fort St. George was built by the British in ___________.,Surat,Madras (now Chennai),Agra,Delhi,B
3755,D. F. Mulla was a famous personality of Indo-Pak. He relates to __________.,Sociology,Literature,Law,History,C
3756,The Nehru Report recommended principles for:,The new Constitution of India,The partition of Bengal,An economic alliance with Britain,The abolition of the princely states,A
3757,The Pakistan Mineral Development Corporation was established in ________.,In 1974,In 1978,In 1981,In 1979,A
3758,The Nehru Report was published in:,in 1927,in 1928,in 1929,in 1930,B
3759,What was the purpose of the 21st Amendment to the Constitution?,To establish military courts for terrorism offenses,To impose Shariah law,To create Speedy Trial Courts,To remove the power of the President,A
3760,"According to the 1998 census, what was the population density in Balochistan?",18-28 per km²,28-39 per km²,39-59 per km²,59-82 per km²,B
3761,"Liaquat Ali Khan, the first Prime Minister of Pakistan, was assassinated on 16th October 1951 in which city?",Lahore,Karachi,Islamabad,Rawalpindi,D
3762,"Under the Karachi agreement in July 1949, Pakistan got control over which area?",Kargil,Siachen,Gilgit,Sialkot,B
3763,Asrar-e-Khudi' was translated into Indonesian by ________.,M. Burhan Rangkuti,Professor Hell,Madame Eva Meyerovitch,Prof Arberry,A
3764,"Reko Diq, a large copper and gold deposit, is in the __________ district of Balochistan.",Loralai,Chagai,Lasbela,Jafarabad,B
3765,What was the name of DIG Traffic who died in a suicide blast in Lahore during the year 2017?,Captain Zaheer,Captain Mubeen,Imtiaz Gondal,Captain Akhtar Hussain,B
3766,"The Kartarpur Corridor is located in which district of Punjab, Pakistan?",Narowal,Lahore,Sialkot,Bahawalpur,A
3767,When did Quaid-e-Azam participate in the Round Table Conference in London?,In 1927,In 1928,In 1929,In 1930,D
3768,When was Pakistan's first postal stamp issued?,"On July 5, 1948","On July 6, 1948","On July 7, 1948","On July 9, 1948",D
3769,Who was the founder of the daily Nawa-e-Waqt?,Hameed Nizami,Zia Shahid,Majeed Nizami,Arif Nizami,A
3770,The total track length of railways in Pakistan is __________.,"5,740 km (3,566 mi)","12,929 km (8,033 mi)","7,300 km (4,536 mi)","11,881 km (7,383 mi)",D
3771,Who was the Viceroy of India at the time of the partition of Bengal?,Lord Curzon,Lord Wavell,Lord Minto,None of these,A
3772,Muhammad bin Qasim was born in which city?,Makkah,Madinah,Ta'if,Basra,C
3773,"Wakhan, a narrow strip of Afghanistan, separates Pakistan from which Central Asian country?",Uzbekistan,Kazakhstan,Tajikistan,Turkmenistan,C
3774,The end of the War of Independence 1857 was officially declared in:,in August 1858,in September 1858,in October 1858,in November 1858,D
3775,"Hazrat Amir Khusrau, the first Urdu poet, was by birth _______?",Iranian,Afghani,Indian,Tajikistani,C
3776,Lord Mountbatten communicated his government's plan for the transfer of power on __________.,"On January 3, 1947","On June 3, 1947","On June 3, 1948","On January 3, 1948",C
3777,FATA was merged in 2018 into which province?,Punjab,Sindh,KPK,Balochistan,C
3778,"When Humayun came to Sindh in 1541-42, it was under the regime of __________.",Mirza Shah Baig Arghun,Mirza Shah Hassan Arghun,Mirza Nadir Shah Arghun,Mirza Nizam Shah Arghun,B
3779,The first railway line between Karachi and Kotri was opened in __________.,In 1896,In 1861,In 1871,In 1900,B
3780,Who started the Faraizi Movement?,Maulana Muhammad Ali Jauhar,Haji Shariatullah,Allama Iqbal,Sir Agha Khan,B
3781,The real name of Noor Jahan was:,Mehr-un-Nissa,Nigaar Begum,Nagina Begum,Rukhsar-un-Nissa,A
3782,The world's largest tribal society is ________.,Pashtun,Baloch,Brohi,Afridi,A
3783,Pakistan purchased Gwadar from ____.,Oman,Iran,Kuwait,None of these,A
3784,The last town on the Karakoram Highway in Pakistan before the Chinese border is _________.,Sost,Astore,Bunji,None of these,A
3785,Pakistan Maritime Security Agency belongs to which branch?,Pak Army,Pak Air Force,Pak Navy,Pak Rangers,C
3786,The 1st US ambassador to Pakistan was___________.,Stephen Cohen,Gorge Hampen,Paul H. Ealing,None of these,C
3787,Who presented the Objective Resolution in the Constituent Assembly?,Quaid-e-Azam,Liaquat Ali Khan,Ghulam Muhammad,Khawaja Nazimuddin,B
3788,Mahmud of Ghazni attacked India in which century:,10th Century,11th Century,12th Century,13th Century,B
3789,"In the Objectives Resolution of 1949, sovereignty belongs to ____.",Parliament,ALLAH,Khalifa,None of these,B
3790,In which constitution was a Bicameral Legislature provided for the first time?,In 1949,In 1956,In 1962,In 1973,D
3791,Which school did Sir Syed establish in Ghazipur?,Gulshan School,Victoria School,Jam-i-Jahan Numa,Aligarh Institute,B
3792,When was the Tarbela Dam completed?,1967,1973,1976,None of these,C
3793,"Under the ""Indus Waters Treaty of 1960"", Pakistan has the right to the waters of which rivers?","Ravi, Sutlej, and Chenab","Sutlej, Chenab, and Jhelum","Chenab, Jhelum, and Indus",None of these,C
3794,What was the venue of the oath taking of Quaid-e-Azam and Liaquat Ali Khan?,Lahore,Islamabad,Karachi,Rawalpindi,C
3795,Mohenjo Daro was discovered in:,In 1909,In 1921,In 1922,None of these,C
3796,"In the Sub-Continent, the first synchronous census was held in ________.",in 1881,in 1872,in 1891,None of these,A
3797,PCO issued by General Pervez Musharraf in November 2007 stands for:,Provisional Constitutional Order,Provincial Constitutional Order,Provisional Constitutional Ordinance,Provincial Constitutional Ordinance,A
3798,"Pakistan, being an Alma Ata signatory in 1978, launched the National Program for Family Planning and Primary Health in:",1994,1968,1973,1985,A
3799,When was Pakistan National Highways & Motorway Police established?,In 1987,In 1990,In 1997,In 2000,C
3800,Which political party was formed by Ayub Khan?,Muslim League,Republican Party,Convention League,Awami League,C
3801,"From Karachi, the farthest point on the Makran Coastal Highway is __________.",Pasni,Jiwani,Gwadar,Ormara,B
3802,Pakistan's first plastic road inaugurated in which city?,Lahore,Karachi,Islamabad,None of these,C
3803,Who was not a member of the First Cabinet of Pakistan?,Sardar Abdur Rab Nishtar,Hussain Shaheed Suhrawardy,Jogendra Nath Mandal,Malik Ghulam Muhammad,B
3804,"Who drafted the ""Wardha Scheme"" of basic education under the guidance of Gandhi?",Abul Kalam Azad,Jawaharlal Nehru,Dr. Zakir Hussain,None of these,C
3805,What was the real name of Nawab Viqar-ul-Mulk?,Mushtaq Hussain,Mehdi Ali Khan,Sultan Muhammad Shah,Hassan Bilgrami,A
3806,The boundary line between Azad Kashmir and Indian-administered Kashmir is called the __________.,Line of Control,Durand Line,Oder-Neisse line,The Radcliffe Line,A
3807,Pakistan purchased Gwadar from which country?,Oman,U.A.E.,Iran,None of these,A
3808,"Under the 2nd phase of Land Reforms, the maximum allowable holding was fixed at ________ irrigated acres.",100,150,130,180,A
3809,On which river(s) was the Indian claim to ownership conceded?,Sutlej,Beas,Ravi,All of these,D
3810,The National Animal of Pakistan is ________?,Lion,Tiger,Markhor,None of these,C
3811,The first capital of Pakistan was:,Karachi,Lahore,Hyderabad,None of these,A
3812,Dogra dynasty bought Kashmir from the British in the year.,1836,1846,1856,1866,B
3813,"What is the shape of Lower Kachura Lake, also known as Shangrila Lake?",Circle,Heart,Triangle,Tear drop,B
3814,The first Cabinet of Pakistan consisted of ______ members.,5,7,9,11,B
3815,The immediate cause for the invasion of Sindh in 712 AD was the interception of a ship sent by the king of?,Persia,Ceylon,Egypt,Oman,B
3816,The 1st head of the state who visited Pakistan after independence was:,President of Iran,President of Indonesia,Ameer of Qatar,None of these,B
3817,The Partition of Bengal was annulled under the British Monarch:,King George VI,King George IV,King George V,King George II,C
3818,The highest civil award is the __________.,Nishan-e-Imtiaz,Nishan-e-Sadarat,Nishan-e-Hyder,Nishan-e-Pakistan,D
3819,The Regional Cooperation for Development (RCD) was established in 1964 and was annulled in _______.,In 1969,In 1979,In 1989,None of these,B
3820,How many major barrages are located in Sindh province?,3,4,5,7,A
3821,Which Prime Minister of Jammu and Kashmir was dismissed shortly after Gandhi's visit in 1947?,Ram Chandra Kak,Mehr Chand Mahajan,Sheikh Abdullah,None of them,A
3822,"Sir Syed Ahmed Khan wrote the book ""The Loyal Mohammedans of India"" in ______.",In 1848,In 1859,In 1860,In 1870,C
3823,The Nehru Report was published by Motilal Nehru in:,in 1927,in 1928,in 1929,in 1930,B
3824,"_____ set up a ""Chain of Justice"".",Aurangzeb,Jahangir,Babar,Akbar,B
3825,Nawaz Sharif became Prime Minister of Pakistan for the first time on,"In February, 1997","In December, 1988","In November, 1990","In May, 1993",C
3826,In which year Smart Card (Smart National Identity Card) Issued in Pakistan?,In 2010,In 2011,In 2012,In 2014,C
3827,Name the Chief Election Commissioner who conducted two Presidential Elections.,Qazi Muhammad Farooq,F.M. Khan,Akhtar Husain,Justice N.A. Nusrat,A
3828,The Khilafat movement was ended by:,Quaid-e-Azam,Gandhi,Maulana Muhammad Ali Jauhar,None of these,B
3829,"""Wali Tangi Dam"" is located in __________.",Punjab,Sindh,KPK,Balochistan,D
3830,The major language of the former FATA region is __________.,Pashto,Urdu,Balochi,None of them,A
3831,Khilafat Movement was started by:,Maulana Muhammad Ali Johar,Quaid-e-Azam,Allama Iqbal,None of these,A
3832,Sir Syed Ahmed Khan retired as a Judge in ________.,In 1876,In 1878,In 1879,None of these,A
3833,Which of the following acts of the East India Company provided a joint government of British India by the company and the Crown with the government holding the ultimate authority?,Regulating Act 1773,'Pitt's India Act 1784,Charter Act 1786,Charter Act 1793,B
3834,In which city is the Pakistan Naval War College located?,Karachi,Lahore,Multan,Rawalpindi,B
3835,The first Urdu newspaper in the Indian subcontinent was:,Koh-i-Noor,Jam-e-Jahan Numa,Urdu Akhbar,Sadiq-ul-Akhbar,B
3836,Which kind of system of government was introduced in the 1962 Constitution?,Bicameral,Presidential,Parliamentary,None of these,B
3837,Which educational scheme was introduced by the Congress alongside the Wardha Scheme?,Vidya Mandir,Shuddhi,Sangathan,Khilafat,A
3838,"In terms of area, which is the largest district of Punjab?",Bahawalpur,Lahore,Multan,Rahimyar Khan,A
3839,What was the real name of Tipu Sultan?,Sultan Fateh Ali Khan Shahab,Sultan Nusrat Ali Khan Shahab,Sultan Azmat Ali Khan Shahab,Sultan Shafqat Ali Khan Shahab,A
3840,Which of the following forts was built by Akbar?,Attock Fort,Lahore Fort,Kot Diji,Both a & b,D
3841,Former President Pervez Musharraf resigned in ________.,in August 2007,in September 2007,in September 2008,in August 2008,D
3842,Which country has announced to give Rs. 2.3 billion to Pakistan for weather radar system installation in Multan?,China,Japan,Korea,France,B
3843,The term of Government of Benazir Bhutto for second time was:,1988-90,1990-93,1993-96,2005-07,C
3844,The highest official rank in the Pakistan Air Force is ___________.,Air Marshal,Supreme Marshal,Air Chief Marshal,Chief of Air Force,C
3845,"In the context of Pakistan political and judiciary history, what does PCO stand for?",Provisional Constitutional Ordinance,Provisional Constitutional Order,Provisional Court Order,None of these,B
3846,The Lucknow Pact was an agreement reached between the Indian National Congress and the _______ at a joint session of both parties held in Lucknow in December 1916.,Muslim League (AIML),Awami League (AL),Bharatiya Janata Party (BJP),None of these,A
3847,The real name of Gama Pehlwan was:,Ghulam Mohammad Baksh Butt,Mehr Din Shams,Kazim Khawar Hayat,None of these,A
3848,Who was the Finance Minister in the first cabinet of Pakistan?,Raja Ghazanfar Ali Khan,Sardar Abdur Rab Nishtar,Malik Ghulam Muhammad,I.I. Chundrigar,C
3849,"Jinnah, Pakistan and Islamic Identity: The Search for Saladin is a book based on conversations and interviews of those who were close to Jinnah. Who wrote this book?",Ayesha Jalal,Akbar S. Ahmed,Stanley Wolpert,Hector Bolitho,B
3850,Why did Syed Amir Ali resign from the Muslim League in 1913?,The Muslim League did not do sufficient work for its members,It criticized the Government,It started supporting the Hindu cause,The party had no clear-cut policy,D
3851,Ahmad Shah Abdali launched his early invasions against:,Mughals,Sikhs,Marathas,British,A
3852,In which of the following cities was the All India Muslim League founded?,Dhaka,Delhi,Lahore,Allahabad,A
3853,Which of the following PMs was a former ambassador to the USA?,Muhammad Ali Bogra,Chaudhry Muhammad Ali,Khawaja Nazimuddin,None of these,A
3854,_______ seats are reserved for non-Muslims in the National Assembly.,10,20,30,40,A
3855,"Which city is called the ""City of Perfumes""?",Islamabad,Rawalpindi,Lahore,Hyderabad,D
3856,The Planning Board was turned into the Planning Commission in:,in 1950,in 1951,in 1953,in 1955,B
3857,The main demand of the Simla Deputation was __________.,Funds for establishing a university for Muslims,Equal rights and justice for Muslims,Equal employment opportunities,Separate Electorate,D
3858,Mohenjo-daro is located on the west bank of the Indus in the __________ region of Sindh.,Upper Sindh,Lower Sindh,Central Sindh,Southern Sindh,A
3859,The system of diarchy remained operational during:,1921-1937,1922-1937,1923-1937,None of these,A
3860,George Cunningham took oath as First Governor of,Sindh,N.W.F.P.,Baluchistan,Punjab,B
3861,The Pakistan government is unable to spend on people's welfare due to:,Foreign debts and payments,Trade deficit,Fiscal deficit,None of these,A
3862,In FATA the tribal laws and judiciary function is looked by the _________.,Jirgha,Federal Govt,Tribes Council,All of them,D
3863,"The constitution of the All-India Muslim League, known as the 'Green Book', was written by __________.",Mohsin-ul-Mulk,Maulana Muhammad Ali Jauhar,Nawab Salimullah of Dacca,None of these,B
3864,Name the Minister of Education of Punjab:,Dr. Murad Raas,Khawaja Salman Rafiq,Raja Ashfaq Sarwar,None of these,A
3865,Which person wrote the official biography of Quaid-e-Azam?,Stanley Wolpert,Hector Bolitho,Sharif Mujahid,None of these,B
3866,"Sir Syed Ahmed Khan advocated for the inclusion of Indians in the Legislative Council in his famous book, 'The Causes of the Indian Revolt', as early as __________.",in 1850,in 1858,in 1870,None of these,B
3867,Pakistan's ______ got 5th spot in weightlifting in the Tokyo Olympics 2020:,Yasin Kamran,Babar Tauseef,Talha Talib,None of these,C
3868,The Salt Range is situated between the rivers Soan and ______.,Chenab,Jhelum,Kabul,Haro,B
3869,Who is the current governor of the State Bank of Pakistan?,Ashraf Mahmood Wathra,'Dr. Shamshad Akhtar,'Dr. Raza Baqir,None of these,C
3870,Which province has the longest coastline?,Balochistan,Sindh,Khyber Pakhtunkhwa,None of these,A
3871,Which newspaper issued by Ghulam Rasool:,Hamdard,Comrade,Inqalab,None of these,C
3872,Who is the only person in Pakistan to have served as Deputy Prime Minister of Pakistan?,Chaudhry Shujaat Hussain,Chaudhry Pervaiz Elahi,Nur-ul-Amin,Abdul Monem Khan,B
3873,Dr. Abdus Salam got the Nobel Prize in:,1978,1979,1980,1981,B
3874,Who replaced Nazimuddin as Governor General?,I.I. Chudrigar,Liaquat Ali Khan,Ghulam Muhammad,Sir Feroz Khan Noon,C
3875,Which of the following was the first private airline licensed in April 1993 to operate in Pakistan?,Hajveri Airline,Orient Airline,Bhoja Airline,None of these,A
3876,The Central Muhammadan Association was founded by:,Sir Syed Ahmed Khan,Syed Ameer Ali,Nawab Salimullah Khan,The Ali Brothers,B
3877,"The ""Do or Die"" slogan in the Quit India Movement was raised by:",Jinnah,Gandhi,Raja Acharya,None of these,B
3878,In which year did Fatima Jinnah die?,in 1971,in 1965,in 1967,in 1970,C
3879,Anwar Gargash was the Minister of State for Foreign Affairs of which country?,UAE,Oman,Kuwait,Saudi Arabia,A
3880,Pakistan signed Partial Test Ban Treaty (PTBT) in which year?,in 1977,in 1978,in 1976,in 1979,B
3881,"According to the Constitution of 1956, there shall be a ____ legislature in the country:",Bicameral,Unicameral,Tricameral,None of these,B
3882,Which province is famously known as 'the land of hospitality'?,Khyber Pakhtunkhwa,Sindh,Balochistan,Punjab,A
3883,Which type of offence is seen under Anti-Terrorism Act 1997?,Kidnapping for ransom,Hostage-taking,Hijacking,All of these,D
3884,Urdu daily restarted in Karachi as first national Urdu daily on,on 21 Sept 1947,on 5 Aug 1947,on 15 Oct 1947,on 25 Dec 1947,C
3885,Ramiz Raja is the ____ Chairman of the Pakistan Cricket Board.,35th,36th,37th,None of these,B
3886,Warsak dam is situated on which river?,Indus,Swat,Kabul,Chenab,C
3887,"Dina Wadia, the daughter of Quaid-e-Azam, was born in London on _______.","On August 15, 1919","On July 15, 1919","On June 16, 1919","On June 17, 1919",A
3888,Who was the first Chief Minister of Sindh?,Allah Bakhsh Soomro,Ayub Khuhro,Ghulam Hussain Hidayatullah,Abdul Sattar Pirzada,B
3889,Who was the last commander of Pakistan forces in East Pakistan?,Abdullah Khan Niazi,Iqbal Khan,Hameed Gul,Tikka Khan,A
3890,Where was the Lahore Resolution passed in 1940?,"Minto Park, Lahore (Iqbal Park)",Delhi,Bombay,Karachi,A
3891,Viceroy of India from 1943 to 1947:,Lord Mountbatten,Lord Wavell,Lord Minto,Lord Chelmsford,B
3892,Who was the first Chief Minister of Bengal Province?,Kh. Nazimuddin,Ghulam Hussain Hidayatullah,Noor al Amin,M.A. Khuro,A
3893,Siachen Glacier is located in which district?,Gilgit,Skardu,Ghanche,Astore,C
3894,The massive floods of July/August 2010 covered ____ of the land of Pakistan.,Half,One-third,One-fifth,Two-thirds,C
3895,Balochistan got the status of a province on:,on 14th August 1947,on 1st January 1955,on 1st July 1970,on 20th December 1971,C
3896,The Objectives Resolution was presented in the Constituent Assembly on:,on 2nd March 1949,on 7th March 1949,on 12th March 1949,on 17th March 1949,B
3897,Pakistan conducted nuclear tests on:,"on May 22, 98","on May 24, 98","on May 28, 98",None of these,C
3898,For how much did the British sell Kashmir to Gulab Singh under the Treaty of Amritsar?,80 Lakh rupees,75 Lakh rupees,65 Lakh rupees,55 Lakh rupees,B
3899,The teachings of Sayyid Ahmad Barelvi were primarily influenced by __________.,Mujaddid-i-Alf-i-Sani,Shah Waliullah,Both of them,None of these,C
3900,"In FY2025, agriculture in Pakistan grew at an average annual rate of _______.",2.12 percent,0.31 percent,0.56 percent,1.50 percent,C
3901,Who has been appointed as Corps Commander Lahore in 2025?,Lt Gen Amir Riaz,Lt Gen Asim Bajwa,Lt Gen Fayyaz Hussain Shah,Lt Gen Arif Alam,C
3902,When Haji Shariat Ullah left Fridpur for Makkah?,In 1801,In 1802,In 1799,In 1800,C
3903,Faisal Mosque in Islamabad was designed by a/an ________ architect.,Pakistani,Turkish,Egyptian,Moroccan,B
3904,"In March 1942, who came to the subcontinent with proposals to solve constitutional problems?",Lord Wavell,Sir Stafford Cripps,Clement Attlee,Lord Pethick-Lawrence,B
3905,"Which country's border shared with Pakistan stretches for approximately 2,250 km?",India,Afghanistan,Iran,China,B
3906,In which year did the British annex NWFP?,in 1843,in 1849,in 1857,in 1877,B
3907,The Baltoro glacier is situated in the __________ mountain range.,Karakoram,Sulaiman,Hindu Kush,Himalayas,A
3908,The Rowlatt Act came into operation in __________.,In 1917,In 1918,In 1919,In 1920,C
3909,Who wanted to become the joint Governor-General of both India and Pakistan?,Lord Mountbatten,Lord Curzon,Lord Linlithgow,None of these,A
3910,Pakistan a hard country was written by?,Ashfaq Ahmed,K.K Aziz,Anatol Lieven,None of these,C
3911,Indian Independence Act got royal assent on:,on 18th July 1947,on 15th August 1947,on 14th August 1947,None of these,A
3912,Jansher Khan won the Junior Squash Championship in:,1986,1984,1981,None of these,A
3913,Who was the spearhead of the 1857 War of Independence?,Bahadur Shah Zafar,Mangal Pandey,Lord Canning,Mirza Ghalib,B
3914,The demand for a separate electorate for Muslims was conceded in:,1909,1916,1919,1928,A
3915,Quaid-e-Azam Muhammad Ali Jinnah enrolled in which school?,Sindh Madarsa School Karachi,Darul-Uloom High School,Sindh Madrassah-tul-Islam,Mission Public School Karachi,C
3916,Who is called 'Mujahid-e-Awal' of the Kashmir Freedom Movement?,Sardar Muhammad Ibrahim Khan,Sardar Muhammad Abdul Qayyum Khan,Sardar Sikandar Hayat Khan,Maulana Muhammad Yousaf,B
3917,Jammu and Kashmir comprises how many distinct geographical divisions?,5,4,3,6,C
3918,The Kunhar River is also called:,Chitral River,Swat River,NilNikoes,None of these,D
3919,Syed Ahmad Shaheed started the Jihad Movement against ____.,Deen-e-ilahi,Sikh Rulers,Hindus,None of these,B
3920,The total length of the road network in Pakistan is approximately __________.,"260,000 km","271,223 km","292,222 km","331,113 km",A
3921,Who hoisted the Muslim League flag at the Punjab Secretariat in 1946?,Jamilla,Noor Jehan,Begum Liaquat Ali Khan,Maria Khanum,A
3922,Who prepared the Wardha Educational Scheme introduced by the Congress?,Dr. Zakir Hussain,Maulana Azad,Motilal Nehru,Jawaharlal Nehru,A
3923,The PML-N got _______ votes in the 2013 general elections.,12.8 million,13.8 million,14.8 million,15.8 million,C
3924,Atta Shad and Ishaq Shamin are notable poets of:,Balochi,Sindhi,Pashto,Punjabi,A
3925,Who was Muhammad Ali Bogra?,Minister of State,Foreign Minister,Law Minister,None of these,B
3926,The first British factory in the subcontinent was opened in 1613 in which city?,Calcutta,Surat,Madras,Bombay,B
3927,Which river flows in Balochistan?,Zhob River,Bolan River,Dasht River,All of these,D
3928,Kallar Kahar Lake is in ________.,Peshawar,Muzaffarabad,Gilgit-Baltistan,Chakwal,D
3929,The 'Seven Queens of Sindh' are famously mentioned in the poetry of __________.,Mashriq Ki Betiyan,Shah Jo Risalo,Sindh Ja Surma,Pirs of Sindh,B
3930,The length of the Pakistan and Afghanistan border is __________.,"2,052 km","2,152 km","2,252 km","2,430 km",D
3931,Which slave king is buried in Lahore?,Ibrahim Lodi,Ghiyas al-Din Balban,Iltutmish,Qutb-ud-din Aibak,D
3932,The Zhob and Kalachi rivers are in:,KPK,Sindh,Balochistan,None of these,C
3933,The first nuclear power plant was established in Pakistan at:,Karachi,Lahore,Islamabad,Mianwali,A
3934,"At the NAM Summit in Durban (1998), which issue was discussed concerning Pakistan?",Palestine problem,Environment Pollution,Kashmir Problem,Repayment of Loans,C
3935,Hindu Mahasabha was founded in 1915 by:,Madan Mohan Malaviya,Karam Chand Gandhi,Moti Lal Nehru,None of these,A
3936,Which regiment of the Pakistan Army has been awarded the maximum number of Nishan-e-Haider medals?,Balochistan Regiment,The Punjab Regiment,Sindh Regiment,Frontier Force Regiment,B
3937,"The Pakistan Forest Institute, a national organization, was established in __________.",In 1953,In 1947,In 1957,None of these,B
3938,The last constitution of British India was the:,Government of India Act 1919,Government of India Act 1935,Simon Commission Report,Indian Independence Act 1947,B
3939,"In 1498, the Portuguese explorer Vasco da Gama reached which Indian city?",Calicut,Goa,Agra,Delhi,A
3940,The Tashkent Agreement was signed in ______ 1966.,January,February,March,April,A
3941,Who is the current head of the Pakistan Atomic Energy Commission?,Dr. Raja Ali Raza Anwar,Dr. Samar Mubarakmand,Dr. Saleem Ahmad,None of these,A
3942,What is the new name of Kashmir Highway?,Ladakh Highway,Srinagar Highway,Poonch Highway,None of these,B
3943,Where did Bahadur Shah Zafar die?,Delhi,Rangoon,Calcutta,Agra,B
3944,Who is known as the first female car mechanic in Pakistan?,Sadaf Nawaz,Uzma Nawaz,Mehwish Nawaz,Nazia Nawaz,B
3945,The head of the cabinet is __________.,The President,The Chairman of the Senate,The Prime Minister,The Interior Minister,C
3946,The most urban province of Pakistan is:,Punjab,KPK,Sindh,Baluchistan,C
3947,Which city is called the 'Valley of Flowers'?,Peshawar,Quetta,Lahore,Karachi,A
3948,Who was the only Vice-President of Pakistan?,Ghulam Muhammad,Noor-ul-Amin,Khawaja Nazimuddin,Feroz Khan Noon,B
3949,Zulfikar Ali Bhutto served as which Prime Minister of Pakistan from 1973 to 1977?,7th,8th,9th,10th,C
3950,"In the 1937 provincial elections, how many total provincial seats did the Congress win?",489,711,104,1585,B
3951,One of the main objectives of the All-India Muslim League at the time of its creation was:,To be loyal to the British Government,To demand a separate country,To start an armed struggle,To merge with the Congress party,A
3952,Who is Zia Mohyeddin?,Actor,Politician,Scientist,None of these,A
3953,The 1999 war is also called the:,Afghan Civil War,Kashmir Conflict,Kargil War,War in North-West Pakistan,C
3954,Quaid-e-Azam Solar Park is located near the city of:,Multan,Bahawalpur,Lahore,Rawalpindi,B
3955,"Humayun regained his throne in 1555 with the assistance of Shah Tahmasp, the ruler of ____?",Afghanistan,Turkey,Persia,Oman,C
3956,"The Suleman Mountain, one of the Western Ranges, is as high as:","1,100 m","2,200 m","3,300 m","3,400 m",D
3957,The office of District Magistrate was abolished by the ___________.,"Local Government Ordinance, 2001",Amendments in the code of Criminal Procedure,18th Amendment in the Constitution,"Police Order, 2002",A
3958,Who was appointed Governor of West Pakistan by Ayub Khan?,Ameer Muhammad Khan,Dr. Khan Sahib,Nawab Gormani,Iskandar Mirza,A
3959,Which of the articles talks about permanent settlement in Kashmir?,35-A,37-A,40-A,111,A
3960,"The Karachi Nuclear Power Plant (KANUPP), the first nuclear power plant in Pakistan, was established in _________.",In 1970,In 1972,In 1974,In 1976,B
3961,Khanki Headworks is located on which river?,Chenab,Jhelum,Indus,Ravi,A
3962,The pamphlet 'Now or Never' was written by whom?,Chaudhry Rehmat Ali,Quaid-e-Azam,Sir Syed Ahmed Khan,None of these,A
3963,When did Pakistan recognize the People's Republic of China?,1948,1950,1949,1951,B
3964,The period of the Rabi agricultural season is ___________.,From October to May,From May to August,From October to June,From January to May,A
3965,Who was appointed as Chief Martial Law Administrator in 1958?,Ghulam Ishaq Khan,Chaudhry Pervez Elahi,Ayub Khan,Zia-ul-Haq,C
3966,Which country accepted Pakistan first?,Iran,Iraq,China,Indonesia,A
3967,"As per his final wish, the tomb of Emperor Babur is located in which city?",Delhi,Peshawar,Kabul,Agra,C
3968,The Command and Staff College of the Pakistan Army is located in:,Rawalpindi,Islamabad,Nowshera,Quetta,D
3969,Who led the funeral prayers of Quaid-e-Azam?,Maulana Shabbir Ahmad Usmani,Maulana Maududi,Muhammad Ali,None of these,A
3970,"Which famous personality of Pakistan, who served as the only Pakistani and also the first Asian to preside over the International Court of Justice and also served as President of the UN General Assembly?",Liaqat Ali Khan,Gen.Ayub Khan,M.Zafarullah Khan,Ch.Muhammad Ali,C
3971,Which province of West Pakistan was divided into two parts in 1947?,Punjab,Sindh,KPK,Balochistan,A
3972,The Pakistan National Movement was formed by ____?,Chaudhry Rehmat Ali,Syed Amir Ali,Allama Iqbal,None of these,A
3973,The oldest intelligence agency in Pakistan is the _____________.,ISI,IB,MI,None of these,B
3974,The Guddu Barrage was constructed on the _________.,River Ravi,River Indus,River Jhelum,River Sutlej,B
3975,"Who is considered as the ""Iconic Squash Player"" of Pakistan?",Hashim Khan,Atlas Khan,Roshan Khan,Alam Khan,A
3976,Inam Land in the Mughal Period was assigned to which people?,Teachers,Doctors,Ulema and Scholars,None of these,C
3977,"Shalamar Garden, Lahore, is an important garden, a feature of:",French,Chinese,English,Mughal,D
3978,Which Article of the Constitution gives the Supreme Court Suo Motu powers?,Article 144(3),Article 154(3),Article 164(3),Article 184(3),D
3979,'Lakh Baksh' was a title given to the ruler ________.,Iltutmish,Balban,Raziya,Qutb-ud-din Aibak,D
3980,The boundary line in the Rann of Kutch disputed between Pakistan and India is known as the __________.,24th Parallel Line,19th Parallel Line,17th Parallel Line,39th Parallel Line,A
3981,When was the separate electorate system for Muslims accepted in India?,1909,1916,1935,1946,A
3982,Ahmad Shah Abdali launched his early invasions against the __________.,Mughals,Marathas,Sikhs,None of these,B
3983,The shrine of Shah Abdul Latif Bhittai is located in _________.,Sibi,Bhit Shah,Jacobabad,Hala,B
3984,Which date was observed as Black Day due to Indian forces landing in Azad Kashmir?,on 7th March 1949,on 24th October 1947,on 27th October 1947,on 11th September 1948,C
3985,"At the time of the 1971 War, who was the C-in-C of the Pak Army?",General Ayub Khan,Lt. General Gul Hassan,General Tikka Khan,General Agha Muhammad Yahya Khan,D
3986,Who was the first CM of Balochistan?,Ataullah Mengal,Ghous Bakhsh Bizenjo,Nawab Akbar Bugti,Jam Ghulam Qadir Khan,A
3987,Queen Victoria's Proclamation was made in:,in 1857,in 1858,in 1861,in 1877,B
3988,The proposed Kalabagh Dam will produce how much electricity?,3000 MW,3600 MW,4000 MW,None of these,B
3989,In what year was Alexander the Great born?,In 326 BC,In 323 BC,In 330 BC,In 356 BC,D
