Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
1727,Which one of the following is not a client-server application?,Internet chat,Web Browse,E-mail,Ping,D
1728,The physical part of a computer is known as:,Hardware,Software,Operating system,System unit,A
1729,Printers and Monitors are common forms of:,Input Units,Output Units,Storage Units,Processing Units,B
1730,Which one is faster?,RAM,ROM,Cache,Hard Disk,C
1731,An embedded formula in MS Excel can be removed by pressing:,BACKSPACE,PAGE DOWN,DELETE,END,C
1732,DVD stands for:,Digital Versatile Disk,Digital Versatile Drive,Digital volume disk,Digital Video drive,A
1733,"Options to set indent, change margins, and set tabs appear under?",Ruler,Home,Insert,None of these,A
1734,A computer on the internet is identified by its:,E-mail Address,Street Address,Login Password,IP Address,D
1735,Which technology provides a solution for PC virtualization?,Hyper-Visor,Server Clustering,Terminal Services,RAID,A
1736,The Clipboard in Home is used for?,Cut and paste,Copy and paste,Storage of letters,None of these,B
1737,Which of the following keyboard shortcuts is used to change the case:,Ctrl+F3,Shift+F3,Alt+F3,Ctrl+Shift+F3,B
1738,Which device of computer operation dispenses with the use of the keyboard?,Joystick,Light pen,Mouse,Touch,C
1739,What is placed to the left of the horizontal scroll bar?,Indicators,View buttons,Tab stop buttons,Split buttons,B
1740,"If you press _____, the cell accepts your typing as its contents.",Enter,Tab,Ctrl+Enter,None of these,A
1741,What can we send in an email?,Voice,Text,Video,All of these,D
1742,The shortcut to add a new slide in PowerPoint is:,Ctrl+M,Ctrl+P,Ctrl+F,Ctrl+H,A
1743,Which of the following shortcut keys is used to select the whole document?,Ctrl + C,Ctrl + V,Ctrl + A,Ctrl + S,C
1744,Which of the following Excel features allows users to evaluate values and return a result?,Formulas,Formatting,Filters,Insertions,A
1745,"In MS Word, the shortcut key for Split a window or remove the split view is:",Alt+Ctrl+S,Ctrl+Alt+V,Ctrl+Alt+O,Ctrl+Alt+N,A
1746,Hard disk drives are considered nonvolatile storage.,Flash,Nonvolatile,Nonpermanent,Temporary,B
1747,Special effects used to introduce slides in a presentation are called:,Effects,Custom animations,Transitions,Preset animations,C
1748,"In MS Excel 2016, mainly ________ types of 'Page Orientation' are available.",2,3,4,None of these,A
1749,Which key is typically pressed to finalize text entry in a spreadsheet cell?,Enter,Tab,Space,None of these,A
1750,Computer spreadsheet capability to allow a pie chart to be generated from data in spreadsheet cells is termed as:,Decoration,Data appearance,Functions,Charting,D
1751,"In order to play and hear sound on a computer, one needs:",Sound card and speakers,A microphone,Both A and B,None of these,A
1752,"An individual electronic link to resources like images, sound, and animation is called a:",Hypertext,Hyper Star,Hyperlink,None of these,C
1753,Which of these keys are used in Ms Excel to copy a value from the above cell?,"Ctrl + """,Ctrl+ E,Ctrl+ F,Ctrl + D,A
1754,A software that can harm your computer is called:,Server,Virus,Extension,None of these,B
1755,"To prevent the loss of data during power failures, use a(n):",Encryption program,Surge protector,Firewall,UPS,D
1756,What is the full form of DSL in terms of information technology?,Digital System Line,Digital Super Line,Digital Subscriber Line,Digital Speed Line,C
1757,To start the Microsoft PowerPoint application:,Click on Start > Programs > All Programs > Microsoft PowerPoint,Hit Ctrl + R then type POWERPNT.EXE and Enter,Click Start > Run then type powerpnt then press Enter,All of these,D
1758,BIOS is used for?,Updating system information on network,Loading operating system,It helps in routing,It takes inputs from keyboards and other devices,B
1759,Which of the following is the second largest measurement of RAM?,Megabyte,Gigabyte,Byte,Terabyte,B
1760,The type of computer which stores data in digital form and has a digital microprocessing system is:,Analog computer,Hybrid computer,Digital computer,Supercomputer,C
1761,"In MS Word, superscript, subscript, and strikethrough are known as:",Font Style,Font Format,Font Family,Font Effect,D
1762,_______ is the high-speed memory used in a computer.,Hard Disk,RAM,Cache,None of these,C
1763,Where does excel display the address of the active cell?,Name box,Formula bar,Worksheet,All of these,A
1764,Which part of a computer connects with the motherboard and gives power to different parts:,CPU,Power supply,RAM,None of these,B
1765,"To start a slide show of a presentation, you can:",Hit F5 key,From the Slide Show menu choose From Beginning,From the Slide Show menu choose Rehearse timing,Both a and b,D
1766,"MS Excel, MS PowerPoint and MS Word are the part of:",Microsoft Office Suite,Microsoft Outlook,Microsoft one drive,All of these,A
1767,ALU is:,Arithmetic Logic Unit,Array Logic Unit,Application Logic Unit,None of above,A
1768,Which option in Microsoft Word helps you copy the formatting information of a text and apply in multiple places?,Format color,Format select,Format painter,Format copy,C
1769,"In computing, PDF stands for:",Peripheral Device Front,Portable Document Format,Peripheral Document Format,Portable Device Form,B
1770,_____ is a spreadsheet program where one can record data in the form of tables.,MS Office,MS Excel,MS PowerPoint,None of these,B
1771,Which is true when you insert an excel worksheet into a word document?,Word is the destination document,Excel is the destination document,The worksheet is the destination document,The document is the source document,A
1772,Pressing the F8 key three times selects:,Paragraph,A word,A sentence,Entire document,C
1773,"To get to the 'Symbol' dialog box, click on the Insert menu and choose 'Symbol'.",Insert,Format,Tool,Table,A
1774,Which of the following is not a way to create a new presentation?,Using the Scan-In Slides feature,From scratch (create a blank presentation),Using a template,Using the auto content wizard,A
1775,Which of the following is used to move from one page to another _____.,Web browsing,Web navigation,Hyperlink,None of these,C
1776,How many margins are there on a page?,Two (header and footer),"Four (top, bottom, right and left)",Two (landscape and portrait),"Four (center, top, left and bottom)",B
1777,MS Word automatically saves a document after every?,20 min.,10 min.,30 min.,No specific time,B
1778,The word length of a personal computer is:,4 bits,8 bits,16 bits,64 bits,D
1779,Ctrl+N shortcut key is used in MS Word to:,Create a new document,Save document,Open document,Close document,A
1780,"Ctrl, Shift and Alt are called modifier keys.",Alphanumeric,Function,Modifier,None of These,C
1781,Who invented Slide Rules?,John Napier,William Oughtred,Gottfried Leibnitz,Blaise Pascal,B
1782,What should you do if you require pasting the same format in many places?,Double-click the format painter then go on pasting in many places,Click the format painter then go on pasting to many places holding Ctrl Key,Click the Format painter and go on pasting in many places holding Alt Key,All of the above,A
1783,Which of the following can you format using buttons on the formatting toolbar?,Your hard drive,Format painting,Font color,Underlining,D
1784,"In Excel, you can sort data in ____.",Ascending order,Descending order,Both A & B,None of these,C
1785,The actual working area of a Computer's Microsoft Excel is:,Workbook,Worksheet,Notesheet,Notebook,B
1786,What Power point feature will you use to apply motion effects to different objects of a slide:,Slide transition,Animation Scheme,Slide design,Animation objects,D
1787,The shortcut key to split a table is:,Ctrl + Alt + Enter,Ctrl + Shift + Enter,Alt + Shift + Enter,Alt + space + Enter,B
1788,Which of the following is not an operating system?,DOS,Windows,Linux,Oracle,D
1789,What happens when you insert an AutoShape by simply clicking in the document?,It appears near the insertion point,It is inserted in its default size,Is selected,All of the above,D
1790,Programmes written to make computers function in a desired way are called:,Codes,Instructions,Hardware,Software,D
1791,A character that is raised and smaller above the base line is known as:,Outline,Raised,Subscript,Superscript,D
1792,What do you use to create a chart?,Pie wizard,Excel wizard,Data wizard,Chart wizard,D
1793,The author or reviewer adds annotation as:,Header,Footer,Footnote,Comment,D
1794,"In MS Word, which shortcut key is used for Redo?",CTRL+Z,CTRL+Y,CTRL+W,CTRL+L,B
1795,"In PowerPoint 2007, an orderly display of information using different media elements is known as:",Multimedia Presentation,Animation,Transition,Layout,A
1796,"To select multiple cells, rows, or columns in a table that are not adjacent to one another, select the first cell and then hold down the Ctrl key while selecting the next cell, row, or column.",Alt,Shift,Enter,Ctrl,D
1797,Which shortcut key is used to open my computer properties?,Win + Pause,Win + Insert,Win + Tab,Wind + End,A
1798,Which amongst the following is the largest unit of storage?,Byte,Gigabyte,Terabyte,Kilobyte,C
1799,MS Excel will not be able to calculate which of the following formulas if 'Sales' is not a defined name or range?,SUM(Sales)-A3,SUM(A1:A5)*0.5,SUM(A1:A5)/(10+10),SUM(A1:A5)-10,A
1800,The title page of a Microsoft Word document is often created using a feature called:,Start page,Cover page,Front page,None of these,B
1801,"To change line height to 1.5, we use the shortcut key:",Ctrl+1,Ctrl+2,Ctrl+4,Ctrl+5,D
1802,Which file starts ms word?,Winword.exe,Word.exe,Word2003.exe,Msword.exe,A
1803,Microsoft Word is?,Document,Cell,Workbook,All of these,A
1804,____ is used to move from one web page to another.,Browser,Surfing,Navigation,All of these,D
1805,What is the function of CTRL+R in Microsoft Word?,Open the Print dialog box,Update the current Web page,Close the current window,Right-align the selected paragraph or text,D
1806,Which technique is used for improving your website's ranking in search engine results?,Title tag,SEO,Domain,Content,B
1807,The slide that is used to introduce a topic and set the tone for the presentation is called the:,Table slide,Graph slide,Bullet slide,Title slide,D
1808,A computer system that is old and perhaps not satisfactory is referred to as a(n):,Ancient system,Historical system,Age-old system,Legacy system,D
1809,Which of the following is not a function in Microsoft Excel?,SUM,MAX,MIN,AVG,D
1810,______ are the methods to insert a section break in MS Word:,Odd page,Even page,Next page,All of these,D
1811,What is the default number of lines to drop for a drop cap?,3,7,10,15,A
1812,"In MS Word, what is the function of ""'CTRL+R""?",Open the print dialogue,Update the current web page,Close the current window,Align right,D
1813,"Hotmail, Gmail and Yahoo are ____.",Email client,Email server,User server,None of these,B
1814,"In Ms Excel, ready-made templates are available under the File tab.",File,Insert,Design,None of these,A
1815,"To undo the last action in MS Word, which shortcut combination is used:",Ctrl+U,Ctrl+V,Ctrl+X,Ctrl+Z,D
1816,A character that is raised and smaller above the baseline is known as:,Raised,Outlined,Superscript,Subscript,C
1817,To open the Columns dialog box quickly in Microsoft Word:,Double click the space between the area on the ruler,Double click the right margin in the ruler,Double click on the left margin area of the ruler,All of above,A
1818,"In MS PowerPoint, the ""on mouse click"" option can be used by:",Insert > on mouse click,Format > on mouse click,Transition > on mouse click,Review > on mouse click,C
1819,"To what temporary area can you store text and other data, and later paste them to another location?",Clipboard,ROM,Hard Disk,None of these,A
1820,A CPU contains:,A card reader and a printing device,An analytical engine and a control unit,A control unit and an arithmetic logic unit,An arithmetic logic unit and a card reader,C
1821,Maximum zoom percentage in MS PowerPoint is:,200,400,600,800,B
1822,Which of the following is not an MS PowerPoint view?,Slide View,Slide Show View,Orientation View,Presentation View,C
1823,Ctrl + Q Shortcut is used in Microsoft Word to:,Paragraph formatting (Line Space and Paragraph Space),Close Word Application without saving Document,Print Whole Document without confirmation,Does nothing,A
1824,Which of the following is not an operating system?,DOS,Linux,Windows,Oracle,D
1825,"To print a PowerPoint presentation, press:",Ctrl + A,Ctrl + Shift + P,Ctrl + P,CTRL + S,C
1826,A normal CD-ROM usually can store up to ____ data.,650 MB,680 MB,720 MB,820 MB,A
1827,Which of the following you can paste selectively using Paste Special Command:,Validation,Format,Formulas,All of these,D
1828,The Column Command in Ms Word is located on the Page Layout tab.,Insert,Home,View,Page layout,D
1829,A hyperlink is:,Blue text with Bold,Blue text with Italic,Blue text without underline,Blue text with underline,D
1830,Which of the following toolbars provide different options in various master views in PowerPoint?,Common tasks toolbar,Drawing toolbar,Formatting toolbar,Standard toolbar,A
1831,Registers store data or information temporarily and pass it on as directed by the control unit.,Address,Register,Number,Memory,B
1832,Microprocessors can be used to make:,Computer,Digital systems,Calculators,All of the above,D
1833,"'An electronic copy of data, such as a file viewed on a computer''s display, is called:",Soft copy,Gold copy,Hard copy,Premium copy,A
1834,Which toolbar is used to open a saved Word file?,Formula bar,Taskbar,Standard toolbar,Menu Bar,D
1835,Which of the following is an absolute cell reference?,'#REF!,'!A1,A1,A1,C
1836,Which of the following is the key to close a run dialog box in Windows?,SHIFT,ESC,TAB,F8,B
1837,A website is a:,Data,Address,Search Engine,None,B
1838,Multithreading is also called as:,Concurrency,Simultaneity,Crosscurrent,Recurrent,A
1839,MS PowerPoint supports which type of files:,JPG,MP3,Video,All of these,D
1840,Which of the following is not an input device?,Mouse,Plotter,Keyboard,Scanner,B
1841,"In the slide layout panel, how many layouts are available for text layout by default?",4,7,12,None of these,A
1842,Eight bits make up a:,Byte,Megabyte,Kilo Byte,None of these,A
1843,SATA stands for:,Student Athletic Training Association,Specialized Assault Tactical Androids,Serial Advanced Technology Attachment,Student Air Travel Association,C
1844,How much space in minimum must be provided between columns?,0″,0.5″,1″,1.5″,A
1845,"""Disk Cleanup"" is a(n):",Device Driver,Productivity driver,File Manager,Utility Manager,D
1846,Which shortcut key inserts a New Slide in a Current Presentation?,Ctrl + N,Ctrl + M,Ctrl + O,None of these,B
1847,"""Ctrl + Down Arrow"" Shortcut key is used in Ms Word to:",Moves the cursor one paragraph down,Moves the cursor one line down,Moves the cursor one page down,Moves the cursor one screen down,A
1848,"In MICR, C stands for:",Code,Color,Character,Computer,C
1849,A dot-matrix is a type of:,Printer,Disk,Tape,Bus,A
1850,"To convert a Word document to PDF, we can use:",Save As,Open,New,None of these,A
1851,"In Microsoft Word, the shortcut key CTRL+W is used for:",Open the Print dialog box,Update the current Web page,Close the current window,None of these,C
1852,"Form Wizard, in MS Access can build forms that can display fields from '''' table(s).",One,Two,Three,Many,D
1853,Electronic record-keeping is a key to creating a:,Private office,Computer-free environment,Paperless environment,None of these,C
1854,When you point to a text entry in the Office Clipboard gallery in the Clipboard task pane:,The first several characters of text in the item display as a ScreenTip,The text entry is deleted from the Office Clipboard gallery,The text entry is pasted into the document at the location of the insertion point,All of the above,A
1855,Blank DVDs on which data can be erased and rewritten are identified as:,DVD + WR,DVD + RW,DVD + R,DVD + W,B
1856,"Operating systems, editors, and debuggers come under?",Application software,System software,Utilities,None of these,B
1857,Which short cut key is used to save a file with two names:,Save,Save as,Copy,Paste,B
1858,In MS Word 2016. 'Watermark' option is available in:,Design,Layout,Insert,View,A
1859,The document can be zoomed a maximum of up to:,100 percent,200 percent,400 percent,500 percent,D
1860,The digital computer was developed primarily in:,USSR,UK,USA,Japan,C
1861,What is the number of read-write heads in the drive for a 9-track magnetic tape?,9,16,18,27,A
1862,"Block arrows, stars and banners, and callouts are all examples of:",Different types of children's building blocks,Auto Shape categories,Clip art categories located in the Microsoft Clip Gallery,More technical terms that I don't understand,B
1863,Which of the following is not part of a standard office suite?,Database,File manager,Image Editor,Word Processor,B
1864,Cyber Technology involves:,Infrastructure destroying,Spying,Network security,All of these,D
1865,Which key is pressed to start a slideshow of a presentation?,F5,F3,F8,F9,A
1866,"In computing, which of the following connects two similar network segments?",Bridge,Gateway,Router,Algorithm,B
1867,The telephone was invented by?,Bell,Babbage,Edison,Graham,A
1868,"In Microsoft Windows 7, Gadgets can give you information about the weather.",File,Gadgets,Window explorer,Both A and B,B
1869,"In MS Word, the ____ shortcut key combination underlines the selected text.",Ctrl + P,Ctrl + V,Ctrl + U,Ctrl + A,C
1870,Which key is used for Help in PowerPoint?,F1,F2,F3,None of these,A
1871,The F12 key in MS Word is used for:,Open save dialogue box,Open Save As dialogue box,Open close dialogue box,None of these,B
1872,What is a Windows registry?,Windows register to store the clipboard,The Windows Registry is a hierarchical database that stores low-level settings for the OS,A Microsoft program to enable or disable a particular function,An application to edit the system configuration,D
1873,"The least significant bit of the binary number, which is equivalent to any odd decimal number, is:",0,1,2,3,B
1874,The basic unit of CPU utilization is called a:,Process,Thread,Program,None of these,B
1875,Which shortcut key is used to select the whole document in MS Word?,Ctrl+A,Ctrl+H,Ctrl+T,Ctrl+Q,A
1876,"In Microsoft Word, Macros are:",Small programs created in MS-Word to automate repetitive tasks by using VBA,Small add-on programs that are installed afterward if you need them,A programming language that you can use to customize MS-Word,Large tools in Word such as mail merge,A
1877,The PowerPoint view that displays only text (title and bullets) is:,Slide show,Slide sorter view,Notes page view,Outline view,D
1878,Which of the following is used to display a list of all objects?,Selection pane,Wrap text,Hyphenation,None of these,A
1879,Which of the following operations adds content from the clipboard to your Word document?,Copy,Paste,Cut,None of these,B
1880,What is the shortcut key to extend your current selection by one word to the left?,Alt+Shift+Left Arrow,Ctrl+Shift+Up Arrow,Ctrl+Shift+Left Arrow,Alt+Ctrl+Left Arrow,C
1881,E-mail is a system for exchanging messages through a:,Client,Program,Backbone,Network,D
1882,The '#VALUE! error in Microsoft Excel represents:,The width of the cell is less than needed to display the answer,A parameter provided to the function is of the wrong data type,The value of the answer needs to be rounded off,When Excel does not recognize the format,B
1883,Which view displays the slides on a presentation as miniature representations of the slides in PowerPoint?,Slide show,Slide sorter view,Notes page view,Outline view,B
1884,"The ""Mail Merge"" tab is in?",Combining,Mailing,Registers,None of these,B
1885,"In computing, NOS stand for:",Node Open Software,Non-operating Software,Network Operating system,None of these,C
1886,You can delete text by:,Selecting the text and pressing the CTRL key,Selecting the text and pressing the DELETE key,Selecting the text and pressing the ALT+PAGEUP keys,Selecting the text and pressing the EXT key,B
1887,Which of the following is not a major reason for an email bounce?,Bad user account name,Bad domain name,Stale file handle,Domain server is down,C
1888,"To send an email, which of the following is necessary:",Sender's username,Receiver's username,Receiver's email ID,None of these,C
1889,Vector graphics is composed of:,Pixels,Paths,Palettes,None of those,B
1890,"In a computer spreadsheet, each cell can contain a:",Label,Value,Formula,All of these,D
1891,A modem is connected to:,A telephone line,A keyboard,A printer,A monitor,A
1892,Which is the best view for getting your thoughts for a presentation out on the computer?,Outline view,Notes page view,Slide sorter view,Slide view,A
1893,"In PowerPoint, the selected design template can be applied:",To current slide only,To all the slides,To all the new presentation you create,All of these,D
1894,Which of the following is not a valid version of MS Office?,Office 2003,Office Vista,Office 2007,None of these,B
1895,A computer cannot function without:,Microsoft Office,Operating System,Internet Connector,Antivirus Protection,B
1896,Which software is used for preparing an office presentation:,Photoshop,PowerPoint,Outlook express,Excel,B
1897,What is the name of programs which control the hardware of a computer?,Drivers,Operators,Connectors,None of these,A
1898,Which shortcut key is used to switch from one MS Word document to another MS Word document?,Ctrl + Shift + F6,Ctrl + Shift + F4,Ctrl + Shift + F2,None of These,A
1899,You can activate a cell by:,Pressing the tab key,Clicking the cell,Pressing an arrow key,All of these,D
1900,Which of the following is the method by which data is converted from a readable form to an encoded version?,Encryption,Spooling,Censoring,COD,A
1901,What is the shortcut key to delete data permanently?,Ctrl + Delete button,Shift + Delete Button,Alt+delete button,None of these,B
1902,Junk mail is also known as:,Spam,Spoof,Buffer,Barrier,A
1903,The F7 key is commonly used for:,Renaming files and folders,Checking spelling and grammar,Opening help,Searching content in various apps,B
1904,"From the following, who invented Slide Rules?",John Napier,Gottfried Leibnitz,William Oughtred,Blaise Pascal,C
1905,"In a computer spreadsheet, which is true if the current or active cell is B4 and you pressed the Enter key?",You will be in the cell A1,You will be in the cell B5,You will be in the cell B3,You will be in the cell B6,B
1906,Which language does MS-Word use to create Macros?,Visual C++,Visual Java,Visual Basic,None of the above,C
1907,Which of the following commands is called a three-finger salute in computers?,Ctrl + Alt + Delete,Ctrl + Shift + Escape,Ctrl + Shift + Enter,Ctrl + Alt + Arrow key,A
1908,"In RAM memory, DDR stands for:",Double sided RIMM,Double data rate,Digital data rate,Dynamic data rate,B
1909,"By default, MS-Word automatically saves any document after every:",5 mins,10 mins,15 mins,30 mins,B
1910,"To access a mainframe or supercomputer, users often use a:",Terminal,Node,Desktop,Handheld,A
1911,Which one is incorrect?,10+17,B1B2,B117,None of these,D
1912,"In Ms Excel, which of the following special function keys insert a space in a cell?",Shift,ESC,Tab,Space,D
1913,In the topology computer is directly linked to a centre computer:,Bus,Node,Star,Ring,A
1914,Servers are computers that provide resources to other computers connected to a:,Network,Mainframe,Supercomputer,Client,A
1915,The 'Go To' command in Excel is located in:,Menu,Find,Search,Help,B
1916,"In Microsoft Excel, the file you create and edit is called:",A form,A ledger,A table,A workbook,D
1917,Which object is the output of the database application?,Form,Query,Table,Report,D
1918,"What is ""Rendering"" in video editing?",Splitting Clips Into Several Parts,Combining Clips,Putting Effects Into Clips,Final Step Of Video Production,D
1919,You can check the conditions against ________ when applying conditional formatting?,Formula,Cell value,Both A and B,None of these,C
1920,Supercomputer is the largest computer.,Mini computer,Micro computer,Mainframe computer,Super computer,D
1921,"To copy a picture of the screen to the Clipboard, use:",Alt Key,Shift Key,Print Screen Key,None of these,C
1922,"To set an exception to an AutoCorrect rule, click Tool on the menu bar and then click AutoCorrect Options to display the AutoCorrect dialog box.",Format,Edit,Tool,View,C
1923,Which software is used to access the World Wide Web (www)?,Word Processor,Database Management System,Spreadsheet Software,Web Browser,D
1924,User-developed instructions for Excel are called ____?,Program,Macros,Procedure,All of these,B
1925,Loading an Operating System in a Personal Computer is called:,Processing,Installation,Booting,None of these,C
1926,Collecting personal information and effectively posing as another individual is known as the crime of:,Spooling,Identity theft,Spoofing,Hacking,B
1927,The extension of Notepad is:,.xls,.txt,.cdr,None of these,B
1928,A barcode reader is a/an ____ device.,Output,Input,Display,Storage,B
1929,Which of these terms do we use when an image in a clip art changes the direction that it was originally facing?,Group,Rotate,Flip,B and C,C
1930,The device used to carry digital data on analogue lines is called a:,Modem,Multiplexer,Modulator,Demodulator,A
1931,"To create a formula, what can you use?",Values but not cell references,Cell references but not values,Values or cell references although not both at the same time,Values and cell references,D
1932,Who developed the C language?,Ken Thompson,Von Neumann,Dennis Ritchie,Charles Babbage,C
1933,"In Microsoft Office, a series of commands grouped together is called a:",Cross-reference,Macro,Smart Lookup,None of these,B
1934,The programs which are as permanent as hardware and stored in ROM is known as:,Hardware,Software,Firmware,ROM ware,C
1935,"To write 2 in x² in Word, we use the key combination:",CTRL+SHIFT+=,CTRL+SHIFT+_,CTRL+SHIFT++,None of these,A
1936,Ctrl + P Shortcut key is used in Ms Word to:,Open Paragraph Dialog Box,Open Page Format Dialog Box,Open Save Dialog Box,Open Print Dialog box,D
1937,Vendor-created program modifications are called:,Patches,Fixes,Antiviruses,Holes,A
1938,Which of the following extensions is used in MS PowerPoint:,.docx,.xlsx,.ppt,.jpeg,C
1939,You can use a function to combine text from two cells into one cell. But you can use an operator to do the same thing. Which operator is that?,Ampersand,Name,Space,All of these,A
1940,OCR stands for:,Output Character Recorder,Output Character Recognition,Optical Character Recorder,Optical Character Recognition,D
1941,1 Gigabyte is equal to:,1024 bytes,1024 bits,1024 megabytes,1024 terabytes,C
1942,"MS Office provides help in many ways, which of these is one of them?",Help menu,What is this?,Office Assistant,All of the above,D
1943,The primary purpose of an operating system is:,To make the most efficient use of the computer hardware.,To allow people to use the computer.,To keep systems programmers employed.,To make computers easier to use.,A
1944,The ______ button is used to reload a page in the Internet browser.,Reload,Refresh,Research,Forward,B
1945,"Before moving a subdocument to another location within a master document, you must switch to:",Normal View,Outline View,Web Layout View,Print Layout View,B
1946,Which of the following is a graphics solution for word processors?,Clip art,Word art,Drop cap,All of above,A
1947,Who is the Current CEO of Microsoft?,Babbage,Bill Gates,Bill Clinton,Satya Nadella,D
1948,Word has Web authoring tools that allow you to incorporate hyperlinks on Web pages.,Bullets,Hyperlinks,Sounds,All of the above,D
1949,A sequence of four bits is called a:,Byte,Nibble,Megabyte,None of these,B
1950,______ is processed by the computer into information.,Processor,Data,Numbers,Output,B
1951,Which of the following bypasses the print dialog box when printing individual slides or an entire presentation in Powerpoint?,"File, Print Preview",The print button,"File, print",Ctrl + P,B
1952,"YouTube, a video surfing and sharing website, was founded in the year ____.",2004,2005,2006,2007,B
1953,"AND, OR, XOR, NOT, NAND, NOR are which type of gate?",Logic gate,Swing gate,Program gate,Automatic gate,A
1954,The smallest unit of information about a record in a database is called a:,Cell,Field,Bit,None of these,B
1955,"After 'PROM' is programmed, we can only read the information.",Read,Write,Read and Write,Remove,A
1956,RAM is also known as:,Read Only Memory,Programmable Read Only Memory,Read-Write Memory,Erasable Programmable Read Only Memory,C
1957,"What is the shortcut key for ""Increase Font Size"" the selected text?",Ctrl + Shift + <,Ctrl + Shift + >,Ctrl + I,None of these,A
1958,"What is the shortcut key for ""Decrease Font Size"" of the selected text?",Ctrl + Shift + >,Ctrl + Shift + <,Ctrl + >,Ctrl + <,A
1959,Microsoft Excel function arguments are always written in:,Cells,Rows,Columns,Parentheses,D
1960,DPI stands for:,Dot Per Inch,Decimal Per Inch,Digit Per Inch,Data Per Inch,A
1961,The common name for the crime of stealing passwords is:,Jacking,Identity theft,Spoofing,Hacking,C
1962,"To create a document in wide format in ms Word, you must change the:",Page Orientation,Page margins,Paper Style,Paper Source,A
1963,The time taken by a computer to process a job or instruction is called:,Execution time,Waiting time,Delay time,Real time,A
1964,ISP stands for:,Internet server provider,Internal server provider,Internet service provider,Insta service provider,C
1965,"Times New Roman, Arial, etc., are examples of:",Font style,Web page,Font,Computers,C
1966,The unit of measurement of a word length is:,Metre,Byte,Bit,Millimetre,C
1967,Who is the father of the Internet?,Charles Babbage,Vint Cerf,Dennis Ritchie,Martin Cooper,B
1968,The shortest key for undo is:,Ctrl + U,Ctrl + Z,Ctrl + O,Ctrl + D,B
1969,A driver of computer Hardware is:,Application Software,Utility Programme,System software,Productivity software,C
1970,4K resolutions is:,4496×2460,4296×2260,4196×2060,4096×2160,D
1971,In which transmission mode is the communication two-way with the channel being used by both connected devices simultaneously?,Simplex,Half duplex,Full duplex,'Re^rse,C
1972,Auto clip-art is a feature in PowerPoint that:,Automatically places clip art in your presentation,Scans your presentation for incorrect spelling in your words on each slide,Scans your presentation for incorrect spelling in Word Art objects,All of above,A
1973,A DVD is an example of a(n):,Hard disk,Optical disk,Optical device,Solid-state storage device,B
1974,Which of the following is the smallest storage?,Megabyte,Gigabyte,Terabyte,All of above,A
1975,Which tab in the Font dialog box contains options to apply font effects in Ms Word?,Font tab,Character Spacing,Text Effects,Standard Toolbar,A
1976,Which shortcut key is used for calculating the current sheet in Ms Excel?,Ctrl+F9,Shift+F9,F9,F7,B
1977,"When you press the Window key by itself, it opens and closes the Start menu?",Ctrl,Shift,Alt,Window,D
1978,Which character is used before a fraction in MS Excel so that data is not read as a date?,@,"Space (e.g., 0 1/2)",#,*,B
1979,Which of these toolbars allows the changing of Fonts and their sizes in a Word Document?,Standard,Formatting,Print Preview,None of these,B
1980,The file extension for older PowerPoint presentations is:,.XLS,.PPT,.TTX,All of these,B
1981,Shortcut key for page break in MS Word is:,Ctrl+Enter,Shift+Enter,Alt+Enter,None of these,A
1982,LCD stands for:,Light Clear Display,Liquid Crystal Display,Light crystal display,None of these,B
1983,You can create a new presentation in PowerPoint by completing all of the following except:,Clicking the new button on the standard toolbar,"Clicking file, new",Clicking file open,Pressing ctrl + N,C
1984,What is used by the internet to communicate?,HTTPS,Email,Website,Internet protocol suite,D
1985,Computers that process both analog and digital data are called ____ computers:,Analog,Hybrid,Digital,Algorithm,B
1986,Which program is generally used in architectural design?,Excel,PowerPoint,AutoCAD,MS Word,C
1987,Which would you choose to display the statistics about a document?,"Tools, word count","Insert, statistics","Tools, spelling and grammar","Tools, statistics",A
1988,"In MS Word, which of the following commands should you always use to check for mistakes before submitting a document to others?",Find command,Replace command,Spelling and Grammar,Thesaurus,C
1989,A word processor would most likely be used to do which of the following?,Keep an account of money spent,Do a computer search in a media center,Maintain an inventory,Type a biography,D
1990,How many types of computer are there according to size?,4,3,2,None of these,A
1991,Incoming messages are stored in ____ folder:,Drafts,Trash,Outbox,Inbox,D
1992,The computer abbreviation KB usually means:,Key Block,Kernel Boot,Kilo Byte,Kit Bit,C
1993,The shortcut key for the next slide is?,Dot,Space,Page up,Ctrl+F4,B
1994,Which command is used to generate a series of data directly from the values of the selected cells?,AutoFill,Fill,Range Fill,Row Fill,A
1995,Which of these is a type of sound file?,DAT files,LOG files,DRV Files,WAV Files,D
1996,Who introduced the concept of a universal machine that laid the foundation for modern computation?,Charles Babbage,Alan Turing,John von Neumann,Steve Jobs,B
1997,"After creating the table, which of the following is correct:",Fields cannot be added,Fields cannot be deleted,Fields can be added but only once,Fields can be added and deleted as needed,D
1998,In which type of operating system are time intervals to process and respond to inputs very small:,Distributed operating system,Network operating system,Real-time operating system,Time-sharing operating system,C
1999,Which of the following features should you use when typing in the notes text box?,Slide show,Insert,Slide master,Zoom,B
2000,The instructions that tell a computer how to carry out the processing tasks are referred to as computer:,Programs,Processors,Input devices,Memory modules,A
2001,Windows 9 and Windows 10 are known as:,Operating System,System Software,Application Software,None of these,A
