Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
The expression (2x + 3) / (x + 2)(x - 1) can be decomposed into,(1 / 3) / (x + 2) + (7 / 3) / (x - 1),(7 / 3) / (x + 2) + (1 / 3) / (x - 1),(-1 / 3) / (x + 2) + (7 / 3) / (x - 1),(1 / 3) / (x - 1) + (7 / 3) / (x + 2),A,"Using partial fraction decomposition, we equate coefficients to find A = 1/3 and B = 7/3",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 2)(x + 3) is,(1 / 5) / (x - 2) - (1 / 5) / (x + 3),(-1 / 5) / (x - 2) + (1 / 5) / (x + 3),(1 / 5) / (x + 3) + (1 / 5) / (x - 2),(1 / 5) / (x + 3) - (1 / 5) / (x - 2),A,"Using partial fraction decomposition, we find A = 1/5 and B = -1/5",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 4) / (x + 1)(x - 3) into partial fractions,(3 / 4) / (x + 1) + (1 / 4) / (x - 3),(1 / 4) / (x + 1) + (7 / 4) / (x - 3),(7 / 4) / (x + 1) + (1 / 4) / (x - 3),(-3 / 4) / (x + 1) + (7 / 4) / (x - 3),B,"Using partial fraction decomposition, we equate coefficients to find A = 3/4 and B = 7/4",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (3x + 2) / (x + 1)(x + 3) can be decomposed into,(-1 / 2) / (x + 1) + (7 / 2) / (x + 3),(7 / 2) / (x + 1) + (-1 / 2) / (x + 3),(1 / 2) / (x + 1) + (5 / 2) / (x + 3),(-1 / 2) / (x + 3) + (7 / 2) / (x + 1),A,"Using partial fraction decomposition, we equate coefficients to find A = -1/2 and B = 7/2",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x - 1)(x + 2) into partial fractions,(1 / 3) / (x - 1) + (5 / 3) / (x + 2),(1 / 3) / (x + 2) + (5 / 3) / (x - 1),(5 / 3) / (x + 2) + (1 / 3) / (x - 1),(-1 / 3) / (x + 2) + (1 / 3) / (x - 1),A,"Using partial fraction decomposition, we find A = 1 and B = 1, hence (1 / 3) / (x - 1) + (5 / 3) / (x + 2)",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x - 1)(x + 2) into partial fractions.,1 / 3(x - 1) + 1 / 3(x + 2),1 / 3(x - 1) - 1 / 3(x + 2),1 / 3(x + 2) - 1 / 3(x - 1),-1 / 3(x + 2) + 1 / 3(x - 1),B,"By partial fraction decomposition, 1 / (x - 1)(x + 2) = A / (x - 1) + B / (x + 2). Solving for A and B gives A = 1/3, B = -1/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 3) / (x² - 4) is,7 / 4(x - 2) + 1 / 4(x + 2),7 / 4(x + 2) + 1 / 4(x - 2),1 / 4(x + 2) - 7 / 4(x - 2),-7 / 4(x + 2) + 1 / 4(x - 2),A,"Decomposing into partial fractions, (2x + 3) / (x² - 4) = A / (x - 2) + B / (x + 2). We find A = 7/4, B = 1/4.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 1) / (x + 1)(x - 1) into partial fractions.,1 + 1 / (x + 1) + 1 / (x - 1),1 + 1 / (x - 1) - 1 / (x + 1),1 - 1 / (x + 1) + 1 / (x - 1),1 + 1 / 2(x - 1) - 1 / 2(x + 1),C,"First, divide the numerator by the denominator. Then, decompose the remainder into partial fractions to get the result.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x + 1)(x + 2)(x + 3) into partial fractions.,1 / 2(x + 1) - 1 / (x + 2) + 1 / 2(x + 3),1 / 2(x + 3) + 1 / (x + 2) + 1 / 2(x + 1),1 / 2(x + 1) + 1 / (x + 2) + 1 / 2(x + 3),-1 / 2(x + 1) + 1 / (x + 2) - 1 / 2(x + 3),A,"Using partial fraction decomposition, we equate 1 / (x + 1)(x + 2)(x + 3) to A / (x + 1) + B / (x + 2) + C / (x + 3) and solve for A, B, C.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / (x² + 2x + 1) is,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,-1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1),B,"Decomposing (x + 2) / (x + 1)² into partial fractions, we get 1 / (x + 1) + 1 / (x + 1)².",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x - 1)(x + 2) into partial fractions.,1 / 3(x - 1) + 2 / 3(x + 2),2 / 3(x - 1) + 1 / 3(x + 2),1 / 3(x + 2) + 2 / 3(x - 1),2 / 3(x + 2) - 1 / 3(x - 1),C,"Using partial fractions, (x + 1) / (x - 1)(x + 2) = A / (x - 1) + B / (x + 2). Solving for A, B gives A = 2/3, B = 1/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x + 1)²(x - 2) into partial fractions.,1 / 9(x - 2) - 1 / 9(x + 1) + 1 / 3(x + 1)²,1 / 9(x + 1) + 1 / 9(x - 2) + 1 / 3(x + 1)²,-1 / 9(x + 1) + 1 / 9(x - 2) + 1 / 3(x + 1)²,1 / 9(x - 2) + 1 / 9(x + 1) - 1 / 3(x + 1)²,C,"Decomposing 1 / (x + 1)²(x - 2) into partial fractions, we equate it to A / (x + 1) + B / (x + 1)² + C / (x - 2) and solve for A, B, C.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 1)(x² + 1) is,1 / 2(x - 1) - (x + 1) / 2(x² + 1),1 / 2(x - 1) + (x + 1) / 2(x² + 1),1 / 2(x - 1) + (x - 1) / 2(x² + 1),(x + 1) / 2(x² + 1) - 1 / 2(x - 1),A,"Using partial fraction decomposition for a linear and an irreducible quadratic factor, 1 / (x - 1)(x² + 1) = A / (x - 1) + (Bx + C) / (x² + 1).",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x + 1) / (x + 1)(x - 2) into partial fractions.,-1 / 3(x + 1) + 5 / 3(x - 2),1 / 3(x + 1) + 5 / 3(x - 2),-1 / 3(x - 2) + 5 / 3(x + 1),1 / 3(x - 2) + 5 / 3(x + 1),A,"Decomposing into partial fractions, (2x + 1) / (x + 1)(x - 2) = A / (x + 1) + B / (x - 2). Solving for A, B gives A = -1/3, B = 5/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x² - 4)(x + 1) into partial fractions.,-1 / 5(x + 1) + 1 / 5(x + 2) + 1 / 20(x - 2),-1 / 5(x + 1) - 1 / 20(x + 2) + 1 / 20(x - 2),1 / 5(x + 1) + 1 / 20(x - 2) - 1 / 20(x + 2),-3 / 20(x + 1) + 1 / 12(x - 2) - 1 / 12(x + 2),D,"Decomposing 1 / (x² - 4)(x + 1) into partial fractions, we equate it to A / (x + 1) + B / (x - 2) + C / (x + 2) and solve.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x² + x + 1) / (x - 1)(x + 1) is,1 + 3 / 2(x - 1) + 1 / 2(x + 1),3 / 2(x - 1) + 1 / 2(x + 1),1 + 1 / 2(x - 1) + 3 / 2(x + 1),1 / 2(x - 1) + 3 / 2(x + 1),A,"Divide (x² + x + 1) by (x² - 1), then decompose the remainder into partial fractions.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x + 1)(x² - x + 1) into partial fractions.,1 / 3(x + 1) + (2 - x) / 3(x² - x + 1),1 / 3(x + 1) + (x - 2) / 3(x² - x + 1),-1 / 3(x + 1) + (x + 2) / 3(x² - x + 1),1 / 3(x + 1) - (x + 2) / 3(x² - x + 1),A,"Using partial fractions for a linear and an irreducible quadratic factor, 1 / (x + 1)(x² - x + 1) = A / (x + 1) + (Bx + C) / (x² - x + 1).",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x + 2)(x - 1) into partial fractions.,1 / 3(x + 2) + 5 / 3(x - 1),1 / 3(x - 1) + 5 / 3(x + 2),-1 / 3(x + 2) + 5 / 3(x - 1),-5 / 3(x + 2) + 1 / 3(x - 1),C,"Decomposing into partial fractions, (2x + 3) / (x + 2)(x - 1) = A / (x + 2) + B / (x - 1). We find A = -1/3, B = 5/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 3) / (x + 1)(x - 2) is,-2 / 3(x + 1) + 5 / 3(x - 2),2 / 3(x + 1) + 5 / 3(x - 2),2 / 3(x - 2) + 5 / 3(x + 1),-2 / 3(x - 2) + 5 / 3(x + 1),A,"Using partial fraction decomposition, (x + 3) / (x + 1)(x - 2) = A / (x + 1) + B / (x - 2). We get A = -2/3, B = 5/3.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² + 4x + 4) into partial fractions.,1 / (x + 2) + 0 / (x + 2)²,1 / (x + 2) - 0 / (x + 2)²,0 / (x + 2) + 1 / (x + 2)²,1 / (x + 2) + 1 / (x + 2)²,D,"First, simplify the denominator, then decompose into partial fractions: (x + 2) / (x + 2)² = 1 / (x + 2).",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x + 1)(x + 3) is,1 / 2(x + 1) - 1 / 2(x + 3),1 / 2(x + 3) - 1 / 2(x + 1),1 / 2(x + 1) + 1 / 2(x + 3),-1 / 2(x + 1) + 1 / 2(x + 3),A,"Decomposing 1 / (x + 1)(x + 3) into partial fractions, we get 1 / 2(x + 1) - 1 / 2(x + 3).",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x + 2)(x - 3) into partial fractions.,4 / 5(x - 3) - 1 / 5(x + 2),-4 / 5(x - 3) + 1 / 5(x + 2),1 / 5(x + 2) + 4 / 5(x - 3),-1 / 5(x + 2) + 4 / 5(x - 3),D,"Decomposing (x + 1) / (x + 2)(x - 3) into partial fractions, we find A = -1/5, B = 4/5.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 2) / (x + 1)(x² + 1) into partial fractions.,1 / 2(x + 1) + (x + 1) / 2(x² + 1),1 / 2(x + 1) + (x - 1) / 2(x² + 1),3 / 2(x + 1) + (1 - x) / 2(x² + 1),1 / 2(x + 1) + (1 - x) / 2(x² + 1),D,"First, divide (x² + 2) by (x + 1)(x² + 1), then decompose the remainder into partial fractions.",NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x² + 3x + 2) into partial fractions.,4 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),5 / (x + 1) - 2 / (x + 2),7 / (x + 2) - 4 / (x + 1),A,"(3x + 2) / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2); solving gives A = 4, B = -1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 1) / (x³ + x) into partial fractions.,1 / x + (1 - x) / (x² + 1),1 / x + x / (x² + 1),1 / (x + 1) + 1 / (x - 1),1 / x + (x + 1) / (x² + 1),A,"(x² + 1) / (x(x² + 1)) = A / x + (Bx + C) / (x² + 1); solving gives A = 1, B = -1, C = 1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x(x + 1)²) into partial fractions.,1 / x - 1 / (x + 1) + 1 / (x + 1)²,1 / x + 1 / (x + 1) + 1 / (x + 1)²,1 / x - 1 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,A,"1 / (x(x + 1)²) = A / x + B / (x + 1) + C / (x + 1)²; solving gives A = 1, B = -1, C = 1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² + x) into partial fractions.,2 / x - 1 / (x + 1),1 / x + 1 / (x + 1),2 / x + 1 / (x + 1),1 / (x + 1) - 1 / x,A,"(x + 2) / (x(x + 1)) = A / x + B / (x + 1); solving gives A = 2, B = -1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x² - x - 2) into partial fractions.,1 / (x + 1) + 1 / (x - 2),1 / (x - 2) + 1 / (x + 1),5 / 3(x - 2) + 1 / 3(x + 1),1 / (x - 2) - 1 / (x + 1),C,"(2x + 1) / ((x - 2)(x + 1)) = A / (x - 2) + B / (x + 1); solving gives A = 5/3, B = 1/3.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x³ - x²) into partial fractions.,1 / x² + 1 / x + 1 / (x - 1),1 / x + 1 / x² - 1 / (x - 1),-1 / x + 1 / x² + 1 / (x - 1),-1 / x² + 1 / (x - 1),C,"1 / (x²(x - 1)) = A / x + B / x² + C / (x - 1); solving gives A = -1, B = 1, C = 1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² + 2x + 1) into partial fractions.,1 / (x + 1) + 2 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 2 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,B,"(x + 3) / ((x + 1)²) = A / (x + 1) + B / (x + 1)²; solving gives A = 1, B = 2.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x - 1) / (x² - 1) into partial fractions.,1 / 2(x - 1) + 3 / 2(x + 1),3 / 2(x + 1) + 1 / 2(x - 1),1 / (x + 1) + 1 / (x - 1),1 / 2(x - 1) - 3 / 2(x + 1),A,"(2x - 1) / ((x + 1)(x - 1)) = A / (x - 1) + B / (x + 1); solving gives A = 1/2, B = 3/2.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + x + 1) / (x(x² + 1)) into partial fractions.,1 / x + x / (x² + 1),1 / x + (1 - x) / (x² + 1),1 / (x + 1) + x / (x² + 1),1 / x - x / (x² + 1),B,"(x² + x + 1) / (x(x² + 1)) = A / x + (Bx + C) / (x² + 1); solving gives A = 1, B = -1, C = 1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x³ - x) into partial fractions.,-1 / x + 1 / (x - 1),1 / x + 1 / (x + 1) + 1 / (x - 1),1 / x - 1 / (x + 1) + 1 / (x - 1),-1 / (2x) + 1 / (x + 1) + 1 / (x - 1),C,"(x + 1) / (x(x + 1)(x - 1)) = A / x + B / (x + 1) + C / (x - 1); solving gives A = 1, B = -1/2, C = 1/2, adjusting for the factor (x+1).",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x(x² + 1)) into partial fractions.,1 / x - x / (x² + 1),1 / x + x / (x² + 1),1 / x + (x + 1) / (x² + 1),1 / (x + 1) + 1 / (x - 1),A,"1 / (x(x² + 1)) = A / x + (Bx + C) / (x² + 1); solving gives A = 1, B = -1, C = 0.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² + x - 2) into partial fractions.,4 / 3(x + 2) + 1 / 3(x - 1),1 / (x + 2) + 1 / (x - 1),4 / 3(x - 1) + (-1) / 3(x + 2),1 / (x + 2) - 1 / (x - 1),C,"(x + 2) / ((x + 2)(x - 1)) = A / (x - 1) + B / (x + 2); solving gives A = 4/3, B = -1/3.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x² + 2x + 1) into partial fractions.,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1)²,1 / (x + 1),-1 / (x + 1) + 1 / (x + 1)²,B,1 / ((x + 1)²) is already in partial fraction form with a repeated root.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2) / (x(x² + 4)) into partial fractions.,1 / (2x) + (x + 1) / (2(x² + 4)),1 / 2x + (-x + 2) / (2(x² + 4)),1 / (2x) + (x - 2) / (2(x² + 4)),1 / (2x) + x / (x² + 4),B,"(x² + 2) / (x(x² + 4)) = A / x + (Bx + C) / (x² + 4); solving gives A = 1/2, B = -1/2, C = 1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (3x - 2) / (x² - 2x - 3) into partial fractions.,7 / 4(x - 3) + 5 / 4(x + 1),1 / (x + 1) + 1 / (x - 3),7 / 4(x + 1) + 5 / 4(x - 3),1 / (x - 3) - 1 / (x + 1),A,"(3x - 2) / ((x - 3)(x + 1)) = A / (x - 3) + B / (x + 1); solving gives A = 7/4, B = 5/4.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x(x + 1)) into partial fractions.,1 / x + 1 / (x + 1),1 / x - 1 / (x + 1),-1 / x + 1 / (x + 1),1 / (x + 1) - 1 / x,B,"1 / (x(x + 1)) = A / x + B / (x + 1); solving gives A = 1, B = -1.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x² - 4) is,1 / (2x - 4) - 1 / (2x + 4),1 / (4(x - 2)) - 1 / (4(x + 2)),1 / (x - 2) + 1 / (x + 2),1 / (x + 2) - 1 / (x - 2),B,"Factor the denominator: x² - 4 = (x + 2)(x - 2). Then, 1 / ((x + 2)(x - 2)) = A / (x - 2) + B / (x + 2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 3) / (x² + 2x + 1) into partial fractions.,(2x + 3) / (x + 1)²,(2x + 1) / (x + 1) + 2 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) + 2 / (x + 1)²,C,"Factor the denominator: x² + 2x + 1 = (x + 1)². Then, use the form (Ax + B) / (x + 1) + C / (x + 1)².",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / (x³ - 2x² + x) is,2 / x + 1 / (x - 1) - 3 / (x - 1)²,2 / x - 3 / (x - 1) + 2 / (x - 1)²,1 / x - 2 / (x - 1) + 2 / (x - 1)²,3 / x + 1 / (x - 1) - 2 / (x - 1)²,A,Factor the denominator: x³ - 2x² + x = x(x - 1)². Use the form A / x + B / (x - 1) + C / (x - 1)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 1) / (x³ + 2x² + x) into partial fractions.,1 / x + 1 / (x + 1) - 1 / (x + 1)²,1 / x - 1 / (x + 1) + 1 / (x + 1)²,2 / x - 1 / (x + 1) + 1 / (x + 1)²,1 / x + 1 / (x + 1) + 1 / (x + 1)²,B,Factor the denominator: x³ + 2x² + x = x(x + 1)². Use the form A / x + B / (x + 1) + C / (x + 1)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x² + 2x + 1) is,1 / (x + 1)²,1 / (x + 1),1 / (x + 1) + 1 / (x + 1)²,1 / (x - 1)²,A,Factor the denominator: x² + 2x + 1 = (x + 1)². The decomposition is 1 / (x + 1)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x² - x - 6) into partial fractions.,1 / (x - 3) + 2 / (x + 2),1 / (x + 2) + 2 / (x - 3),8 / 5(x + 2) + 7 / 5(x - 3),7 / 5(x - 3) + 8 / 5(x + 2),C,Factor the denominator: x² - x - 6 = (x - 3)(x + 2). Use the form A / (x + 2) + B / (x - 3).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x³ - x) is,1 / x + 1 / (x + 1) + 1 / (x - 1),-1 / x + 1 / (x - 1) + 1 / (x + 1),-1 / x + 1 / (2(x - 1)) + 1 / (2(x + 1)),1 / x + 1 / (2(x + 1)) + 1 / (2(x - 1)),C,Factor the denominator: x³ - x = x(x² - 1) = x(x + 1)(x - 1). Use the form A / x + B / (x + 1) + C / (x - 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x² - 1) into partial fractions.,3 / (2(x + 1)) + 1 / (2(x - 1)),1 / (2(x + 1)) + 3 / (2(x - 1)),1 / (x + 1) + 1 / (x - 1),3 / (x + 1) + 1 / (x - 1),A,Factor the denominator: x² - 1 = (x + 1)(x - 1). Use the form A / (x + 1) + B / (x - 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x² + 3x + 2) into partial fractions.,2 / (x + 1) + (-1) / (x + 2),2 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),(-1) / (x + 1) + 2 / (x + 2),D,Factor the denominator: x² + 3x + 2 = (x + 1)(x + 2). Use the form A / (x + 1) + B / (x + 2).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x³ + x²) is,1 / x² + (-1) / x + 1 / (x + 1),1 / x + (-1) / x² + 1 / (x + 1),1 / x + 1 / x² + (-1) / (x + 1),(-1) / x + 1 / x² + 1 / (x + 1),C,Factor the denominator: x³ + x² = x²(x + 1). Use the form A / x + B / x² + C / (x + 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 3) / (x² + x) is,3 / x + (-1) / (x + 1),1 / x + 1 / (x + 1),3 / x - 1 / (x + 1),(-1) / x + 3 / (x + 1),C,Factor the denominator: x² + x = x(x + 1). Use the form A / x + B / (x + 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² - x) into partial fractions.,(-2) / x + 3 / (x - 1),(-2) / x + 3 / (1 - x),2 / x + (-1) / (x - 1),(-1) / x + 2 / (x - 1),D,Factor the denominator: x² - x = x(x - 1). Use the form A / x + B / (x - 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x² - 9) is,1 / (6(x - 3)) - 1 / (6(x + 3)),1 / (6(x + 3)) - 1 / (6(x - 3)),1 / (x + 3) + 1 / (x - 3),1 / (x - 3) - 1 / (x + 3),A,Factor the denominator: x² - 9 = (x + 3)(x - 3). Use the form A / (x - 3) + B / (x + 3).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + 2) / (x³ - x²) into partial fractions.,(-2) / x + (-1) / x² + 3 / (x - 1),(-2) / x + 1 / x² + 3 / (x - 1),(-2) / x - 1 / x² + 3 / (x - 1),2 / x + 1 / x² + 3 / (x - 1),C,Factor the denominator: x³ - x² = x²(x - 1). Use the form A / x + B / x² + C / (x - 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 2) / (x² + 4x + 4) is,1 / (x + 2) + 1 / (x + 2)²,1 / (x + 2) - 1 / (x + 2)²,(-1) / (x + 2) + 2 / (x + 2)²,(-1) / (x + 2) - 2 / (x + 2)²,C,Factor the denominator: x² + 4x + 4 = (x + 2)². Use the form A / (x + 2) + B / (x + 2)².,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 1) / (x² + x - 2) into partial fractions.,5 / 3(x + 2) + 4 / 3(x - 1),4 / 3(x - 1) + 5 / 3(x + 2),7 / 3(x + 2) + 2 / 3(x - 1),2 / 3(x - 1) + 7 / 3(x + 2),B,Factor the denominator: x² + x - 2 = (x + 2)(x - 1). Use the form A / (x + 2) + B / (x - 1).,GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 1) / (x² - x - 6) into partial fractions.,1 / (x - 3) + 1 / (x + 2),1 / (x + 2) - 1 / (x - 3),5/5 / (x - 3) - 3/5 / (x + 2),3/5 / (x - 3) + 7/5 / (x + 2),D,"Factor the denominator to (x - 3)(x + 2), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 2x + 1) / (x + 1)³ into partial fractions.,1 / (x + 1),1 / (x + 1) + 1 / (x + 1)² + 1 / (x + 1)³,1 / (x + 1) + 1 / (x + 1)³,1 / (x + 1)² + 1 / (x + 1)³,B,"Simplify the numerator to (x + 1)², then divide by (x + 1)³ to get 1 / (x + 1), and decompose the remainder.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve 1 / (x³ + x² + x + 1) into partial fractions.,1/2 / (x + 1) + (1 - x) / (2(x² + 1)),1/2 / (x + 1) + (x - 1) / (2(x² + 1)),1 / (x + 1) + 1 / (x² + 1),1 / (x + 1) - 1 / (x² + 1),A,"Factor the denominator by grouping, then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 1) / (x² - 4) into partial fractions.,3/4 / (x - 2) + 1/4 / (x + 2),3/4 / (x + 2) - 1/4 / (x - 2),1/4 / (x - 2) + 3/4 / (x + 2),1/4 / (x + 2) + 3/4 / (x - 2),A,"Using partial fraction decomposition, we get (x + 1) / (x² - 4) = A / (x - 2) + B / (x + 2), then solve for A and B.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose 1 / (x(x + 1)(x + 2)) into partial fractions.,1/2 / x - 1 / (x + 1) + 1/2 / (x + 2),1/2 / x + 1 / (x + 1) + 1/2 / (x + 2),-1/2 / x + 1 / (x + 1) - 1/2 / (x + 2),1 / x + 1 / (x + 1) + 1 / (x + 2),A,"Using partial fraction decomposition, we equate coefficients to find A, B, and C.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x² + x) into partial fractions.,2 / x - 1 / (x + 1),1 / x + 1 / (x + 1),2 / x + 1 / (x + 1),-1 / x + 2 / (x + 1),A,"Factor the denominator to x(x + 1), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 1) / (x(x² + 4)) into partial fractions.,1/4 / x + (3x - 1) / (4(x² + 4)),1/4 / x + (3x + 1) / (4(x² + 4)),1/4 / x + (-3x + 4) / (4(x² + 4)),1 / x + 1 / (x² + 4),A,"Using partial fraction decomposition for a quadratic factor, we equate coefficients.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x³ - 1) into partial fractions.,2/3 / (x - 1) + (-2x + 1) / (3(x² + x + 1)),2/3 / (x - 1) + (-2x - 1) / (3(x² + x + 1)),1/3 / (x - 1) + (-x + 1) / (3(x² + x + 1)),1 / (x - 1) + 1 / (x² + x + 1),A,"Factor the denominator to (x - 1)(x² + x + 1), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + x + 1) / (x(x + 1)) into partial fractions.,1 / x + 1 / (x + 1),1 / x + (x + 1) / (x + 1),1 / (x + 1),1 + 1 / (x(x + 1)),A,"Divide the numerator by the denominator, then apply partial fraction decomposition to the remainder.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 3) / (x² + 2x - 3) into partial fractions.,1 / (x + 3) + 1 / (x - 1),3/2 / (x + 3) + 1/2 / (x - 1),1/2 / (x + 3) + 3/2 / (x - 1),1/2 / (x - 1) + 3/2 / (x + 3),D,"Factor the denominator, then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x + 1) / (x² + x - 2) into partial fractions.,1 / (x + 2) + 1 / (x - 1),1 / (x - 1) + 1 / (x + 2),3/3 / (x - 1) + 1/3 / (x + 2),1/3 / (x - 1) + 5/3 / (x + 2),D,"Factor the denominator to (x - 1)(x + 2), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 3x + 2) / (x(x + 1)(x + 2)) into partial fractions.,1 / x + 1 / (x + 1) + 1 / (x + 2),1 / x - 1 / (x + 1) + 1 / (x + 2),1 / (x + 1),1 / x + 1 / (x + 2),A,"Simplify the numerator, then divide by the denominator, and apply partial fraction decomposition to the remainder.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
